SubjectID,StimID,CueText,Phase,TrialIndex,TrialID,SaccStart_ms,SaccEnd_ms,Duration_ms,StartX,StartY,EndX,EndY,PeakVelocity
Encode-Decode_Experiment-23-1,2411268,apple,encoding,1,1,336,366,30,976.8,598.4,1034.1,461.9,159.6
Encode-Decode_Experiment-23-1,2411268,apple,encoding,1,1,556,576,20,1038.1,457.2,1095.9,396.2,110.6
Encode-Decode_Experiment-23-1,2411268,apple,encoding,1,1,758,778,20,1106.1,379.8,1057.5,330.8,92.5
Encode-Decode_Experiment-23-1,2411268,apple,encoding,1,1,950,976,26,1037.4,303.8,837.6,243.4,231.4
Encode-Decode_Experiment-23-1,2411268,apple,encoding,1,1,1214,1236,22,814.6,228.9,927.9,205.2,129.9
Encode-Decode_Experiment-23-1,2411268,apple,encoding,1,1,1350,1534,184,956.4,206.9,1068.4,635.1,1434.9
Encode-Decode_Experiment-23-1,2411268,apple,encoding,1,1,1732,1754,22,1137.3,372.5,1035.0,321.9,145.9
Encode-Decode_Experiment-23-1,2411268,apple,encoding,1,1,2090,2130,40,1024.2,341.5,797.4,253.1,216.5
Encode-Decode_Experiment-23-1,2411268,apple,encoding,1,1,2314,2348,34,807.6,262.1,574.7,214.4,211.1
Encode-Decode_Experiment-23-1,2411268,apple,encoding,1,1,2558,2576,18,583.0,218.0,531.6,172.0,104.7
Encode-Decode_Experiment-23-1,2411268,apple,encoding,1,1,2790,2840,50,529.6,170.1,1198.8,360.2,448.7
Encode-Decode_Experiment-23-1,2411268,apple,encoding,1,1,3070,3086,16,1199.9,370.2,1146.1,399.4,100.4
Encode-Decode_Experiment-23-1,2411268,apple,encoding,1,1,3244,3268,24,1145.5,415.4,1240.7,463.7,143.1
Encode-Decode_Experiment-23-1,2411268,apple,encoding,1,1,3498,3550,52,1229.8,473.1,972.9,922.6,329.7
Encode-Decode_Experiment-23-1,2411268,apple,encoding,1,1,4106,4120,14,993.2,927.2,1045.9,946.4,89.2
Encode-Decode_Experiment-23-1,2411268,apple,encoding,1,1,4464,4706,242,1046.8,953.4,1102.3,1152.6,1237.0
Encode-Decode_Experiment-23-1,2374670,spray-vehicle,encoding,2,2,5542,5572,30,922.1,584.9,1093.1,586.4,142.9
Encode-Decode_Experiment-23-1,2374670,spray-vehicle,encoding,2,2,5780,5802,22,1105.2,589.5,985.0,570.4,166.8
Encode-Decode_Experiment-23-1,2374670,spray-vehicle,encoding,2,2,6026,6066,40,1000.2,569.1,1277.7,834.5,280.1
Encode-Decode_Experiment-23-1,2374670,spray-vehicle,encoding,2,2,6326,6352,26,1286.6,846.9,1270.4,723.2,137.1
Encode-Decode_Experiment-23-1,2374670,spray-vehicle,encoding,2,2,6552,6586,34,1266.4,700.4,1322.9,532.2,173.7
Encode-Decode_Experiment-23-1,2374670,spray-vehicle,encoding,2,2,6754,6778,24,1332.2,515.8,1179.8,508.3,186.6
Encode-Decode_Experiment-23-1,2374670,spray-vehicle,encoding,2,2,6822,6846,24,1177.4,512.4,1144.4,380.5,191.8
Encode-Decode_Experiment-23-1,2374670,spray-vehicle,encoding,2,2,6986,7030,44,1129.4,357.0,782.8,232.0,236.7
Encode-Decode_Experiment-23-1,2374670,spray-vehicle,encoding,2,2,7230,7272,42,801.2,236.4,404.8,179.0,331.1
Encode-Decode_Experiment-23-1,2374670,spray-vehicle,encoding,2,2,7408,7434,26,417.1,184.5,297.0,106.7,154.1
Encode-Decode_Experiment-23-1,2374670,spray-vehicle,encoding,2,2,7654,7712,58,306.1,109.5,1011.5,529.9,429.9
Encode-Decode_Experiment-23-1,2374670,spray-vehicle,encoding,2,2,8104,8128,24,1007.7,554.7,1170.7,610.6,215.1
Encode-Decode_Experiment-23-1,2374670,spray-vehicle,encoding,2,2,8264,8302,38,1187.2,624.1,934.2,524.2,236.2
Encode-Decode_Experiment-23-1,2374670,spray-vehicle,encoding,2,2,8518,8540,22,940.6,533.4,1009.5,615.5,160.2
Encode-Decode_Experiment-23-1,2374670,spray-vehicle,encoding,2,2,8892,8932,40,1012.1,623.0,747.7,688.0,162.4
Encode-Decode_Experiment-23-1,2374670,spray-vehicle,encoding,2,2,9276,9316,40,771.8,695.4,1198.8,666.8,290.9
Encode-Decode_Experiment-23-1,2374670,spray-vehicle,encoding,2,2,9834,9848,14,1191.8,665.5,1183.7,617.6,85.2
Encode-Decode_Experiment-23-1,2408717,surfboard,encoding,3,3,10392,10424,32,962.2,590.9,746.7,555.2,212.3
Encode-Decode_Experiment-23-1,2408717,surfboard,encoding,3,3,10722,10764,42,751.1,556.6,325.1,573.0,288.4
Encode-Decode_Experiment-23-1,2408717,surfboard,encoding,3,3,11050,11072,22,356.4,577.1,280.9,649.2,135.4
Encode-Decode_Experiment-23-1,2408717,surfboard,encoding,3,3,11372,11412,40,289.2,658.4,641.5,561.0,234.6
Encode-Decode_Experiment-23-1,2408717,surfboard,encoding,3,3,11662,11682,20,650.9,556.8,745.2,622.0,163.0
Encode-Decode_Experiment-23-1,2408717,surfboard,encoding,3,3,11816,11860,44,756.7,637.3,1376.2,596.8,382.6
Encode-Decode_Experiment-23-1,2408717,surfboard,encoding,3,3,12094,12116,22,1384.3,620.2,1370.0,523.5,138.4
Encode-Decode_Experiment-23-1,2408717,surfboard,encoding,3,3,12302,12308,6,1380.6,493.7,1394.6,488.1,41.7
Encode-Decode_Experiment-23-1,2408717,surfboard,encoding,3,3,12692,12746,54,1399.6,495.3,706.9,525.3,412.8
Encode-Decode_Experiment-23-1,2408717,surfboard,encoding,3,3,13030,13046,16,738.1,529.6,677.2,514.8,103.0
Encode-Decode_Experiment-23-1,2408717,surfboard,encoding,3,3,13178,13218,40,688.4,516.0,305.2,504.5,288.8
Encode-Decode_Experiment-23-1,2408717,surfboard,encoding,3,3,13424,13442,18,307.4,506.8,274.9,460.7,84.2
Encode-Decode_Experiment-23-1,2408717,surfboard,encoding,3,3,13784,13808,24,283.3,454.8,451.0,423.8,180.5
Encode-Decode_Experiment-23-1,2408717,surfboard,encoding,3,3,14428,14472,44,508.1,436.3,1118.3,486.5,369.4
Encode-Decode_Experiment-23-1,2408717,surfboard,encoding,3,3,14584,14632,48,1120.3,493.8,492.4,577.6,434.2
Encode-Decode_Experiment-23-1,2408717,surfboard,encoding,3,3,14818,14846,28,511.5,580.3,299.8,605.7,219.2
Encode-Decode_Experiment-23-1,2356991,baseball,encoding,4,4,15266,15270,4,942.7,595.7,927.0,596.4,63.1
Encode-Decode_Experiment-23-1,2356991,baseball,encoding,4,4,15482,15520,38,930.4,595.2,1323.9,501.5,285.5
Encode-Decode_Experiment-23-1,2356991,baseball,encoding,4,4,16098,16116,18,1311.0,508.2,1394.2,533.7,130.7
Encode-Decode_Experiment-23-1,2356991,baseball,encoding,4,4,16148,16366,218,1392.9,555.4,761.2,940.4,1811.8
Encode-Decode_Experiment-23-1,2356991,baseball,encoding,4,4,16460,16498,38,865.2,503.3,495.3,691.5,402.0
Encode-Decode_Experiment-23-1,2356991,baseball,encoding,4,4,17180,17194,14,528.1,705.9,482.8,713.8,66.2
Encode-Decode_Experiment-23-1,2356991,baseball,encoding,4,4,17476,17484,8,485.5,716.1,461.2,714.1,50.7
Encode-Decode_Experiment-23-1,2356991,baseball,encoding,4,4,17640,17698,58,455.4,713.2,1265.6,522.6,412.8
Encode-Decode_Experiment-23-1,2356991,baseball,encoding,4,4,17944,17962,18,1254.7,528.3,1350.1,549.9,135.4
Encode-Decode_Experiment-23-1,2356991,baseball,encoding,4,4,18108,18128,20,1337.3,559.5,1409.7,508.3,118.1
Encode-Decode_Experiment-23-1,2356991,baseball,encoding,4,4,18724,18756,32,1452.8,486.3,1206.0,453.7,257.8
Encode-Decode_Experiment-23-1,2356991,baseball,encoding,4,4,18998,19022,24,1226.8,452.7,1285.3,349.4,163.7
Encode-Decode_Experiment-23-1,2356991,baseball,encoding,4,4,19644,19682,38,1298.1,338.9,1398.8,541.6,190.9
Encode-Decode_Experiment-23-1,2356991,baseball,encoding,4,4,19894,19966,72,1400.5,543.1,1016.3,35.8,323.1
Encode-Decode_Experiment-23-1,2356991,baseball,encoding,4,4,20212,20278,66,1024.8,25.6,449.4,777.0,542.9
Encode-Decode_Experiment-23-1,2410309,laptop,encoding,5,5,20604,20640,36,958.8,587.9,1273.3,609.7,238.4
Encode-Decode_Experiment-23-1,2410309,laptop,encoding,5,5,20936,20976,40,1264.0,624.5,1063.4,954.6,332.6
Encode-Decode_Experiment-23-1,2410309,laptop,encoding,5,5,21410,21450,40,1079.5,982.5,1527.6,922.6,301.9
Encode-Decode_Experiment-23-1,2410309,laptop,encoding,5,5,21704,21784,80,1524.7,930.6,684.3,364.6,354.7
Encode-Decode_Experiment-23-1,2410309,laptop,encoding,5,5,21888,21910,22,695.7,370.2,577.2,321.2,168.1
Encode-Decode_Experiment-23-1,2410309,laptop,encoding,5,5,22308,22356,48,568.2,314.3,337.8,608.7,276.0
Encode-Decode_Experiment-23-1,2410309,laptop,encoding,5,5,22622,22632,10,346.4,608.3,381.4,601.9,62.8
Encode-Decode_Experiment-23-1,2410309,laptop,encoding,5,5,22824,22878,54,397.1,601.1,1284.2,673.4,433.9
Encode-Decode_Experiment-23-1,2410309,laptop,encoding,5,5,23114,23150,36,1283.4,685.4,1647.6,824.6,329.4
Encode-Decode_Experiment-23-1,2410309,laptop,encoding,5,5,23396,23418,22,1643.1,840.4,1752.5,806.9,119.8
Encode-Decode_Experiment-23-1,2410309,laptop,encoding,5,5,23528,23574,46,1769.6,776.2,1248.6,627.1,341.0
