SubjectID,StimID,CueText,Phase,TrialIndex,TrialID,SaccStart_ms,SaccEnd_ms,Duration_ms,StartX,StartY,EndX,EndY,PeakVelocity
Encode-Decode_Experiment-7-1,2412687,dog,encoding,1,1,364,386,22,980.7,561.5,908.8,627.1,150.4
Encode-Decode_Experiment-7-1,2412687,dog,encoding,1,1,640,664,24,920.0,619.3,1049.1,551.9,199.1
Encode-Decode_Experiment-7-1,2412687,dog,encoding,1,1,1852,1878,26,1054.5,546.0,926.4,619.2,202.2
Encode-Decode_Experiment-7-1,2412687,dog,encoding,1,1,2156,2178,22,934.9,604.8,1041.3,536.9,185.0
Encode-Decode_Experiment-7-1,2412687,dog,encoding,1,1,3176,3366,190,1015.6,562.3,946.7,627.1,1536.4
Encode-Decode_Experiment-7-1,2412687,dog,encoding,1,1,4038,4056,18,988.4,540.2,914.7,568.1,118.0
Encode-Decode_Experiment-7-1,2412687,dog,encoding,1,1,4256,4280,24,919.0,586.5,1035.0,509.7,181.2
Encode-Decode_Experiment-7-1,2412687,dog,encoding,1,1,4572,4594,22,1049.8,515.2,923.1,571.2,180.8
Encode-Decode_Experiment-7-1,2412687,dog,encoding,1,1,4840,5074,234,920.9,590.6,1022.6,801.9,1242.9
Encode-Decode_Experiment-7-1,2370664,donuts,encoding,2,2,5408,5434,26,1061.4,557.4,1106.8,425.3,191.5
Encode-Decode_Experiment-7-1,2370664,donuts,encoding,2,2,5666,5706,40,1107.4,433.9,1520.8,561.8,345.7
Encode-Decode_Experiment-7-1,2370664,donuts,encoding,2,2,5898,5912,14,1517.1,556.1,1518.7,504.0,102.6
Encode-Decode_Experiment-7-1,2370664,donuts,encoding,2,2,6030,6082,52,1515.6,499.6,598.4,577.0,479.7
Encode-Decode_Experiment-7-1,2370664,donuts,encoding,2,2,6346,6370,24,621.2,581.8,711.3,660.3,170.4
Encode-Decode_Experiment-7-1,2370664,donuts,encoding,2,2,6548,6588,40,698.7,658.9,1077.6,467.7,345.9
Encode-Decode_Experiment-7-1,2370664,donuts,encoding,2,2,7116,7130,14,1080.1,454.0,1076.8,419.1,58.6
Encode-Decode_Experiment-7-1,2370664,donuts,encoding,2,2,7266,7280,14,1076.3,411.0,1059.6,376.4,82.3
Encode-Decode_Experiment-7-1,2370664,donuts,encoding,2,2,7518,7538,20,1054.9,378.2,1151.5,360.7,144.5
Encode-Decode_Experiment-7-1,2370664,donuts,encoding,2,2,7908,7942,34,1121.7,356.8,1451.9,460.0,334.7
Encode-Decode_Experiment-7-1,2370664,donuts,encoding,2,2,8218,8290,72,1457.0,469.6,1048.6,456.7,332.2
Encode-Decode_Experiment-7-1,2370664,donuts,encoding,2,2,9108,9372,264,1049.6,472.2,973.7,538.2,1187.5
Encode-Decode_Experiment-7-1,2370664,donuts,encoding,2,2,9540,9564,24,989.7,495.9,1025.0,397.6,161.6
Encode-Decode_Experiment-7-1,2348899,tie,encoding,3,3,10436,10466,30,1016.2,557.6,915.7,792.9,310.1
Encode-Decode_Experiment-7-1,2348899,tie,encoding,3,3,10700,10722,22,924.4,791.2,1031.6,868.2,208.6
Encode-Decode_Experiment-7-1,2348899,tie,encoding,3,3,11044,11064,20,1022.1,857.6,1076.1,790.8,132.9
Encode-Decode_Experiment-7-1,2348899,tie,encoding,3,3,11464,11482,18,1067.6,793.0,980.2,803.4,114.0
Encode-Decode_Experiment-7-1,2348899,tie,encoding,3,3,11840,11848,8,986.2,811.9,1010.8,822.0,56.6
Encode-Decode_Experiment-7-1,2348899,tie,encoding,3,3,12232,12274,42,999.3,843.9,1270.6,552.0,303.8
Encode-Decode_Experiment-7-1,2348899,tie,encoding,3,3,12546,12584,38,1266.4,566.4,856.3,613.5,356.7
Encode-Decode_Experiment-7-1,2348899,tie,encoding,3,3,12814,12840,26,867.6,609.8,694.3,555.0,193.9
Encode-Decode_Experiment-7-1,2348899,tie,encoding,3,3,13078,13112,34,697.4,546.6,498.6,626.0,231.7
Encode-Decode_Experiment-7-1,2348899,tie,encoding,3,3,13314,13348,34,494.5,616.1,854.1,607.2,357.6
Encode-Decode_Experiment-7-1,2348899,tie,encoding,3,3,13614,13654,40,852.6,614.9,944.5,798.2,315.3
Encode-Decode_Experiment-7-1,2348899,tie,encoding,3,3,14220,14262,42,963.1,808.2,1378.8,671.8,310.3
Encode-Decode_Experiment-7-1,2348899,tie,encoding,3,3,14474,14502,28,1393.2,669.0,1347.4,473.9,295.8
Encode-Decode_Experiment-7-1,2348899,tie,encoding,3,3,14730,14780,50,1362.9,460.8,998.1,703.3,370.1
Encode-Decode_Experiment-7-1,2348899,tie,encoding,3,3,15070,15116,46,988.9,712.0,475.6,539.9,369.0
