SubjectID,StimID,CueText,Phase,TrialIndex,TrialID,FixStart_ms,FixEnd_ms,Duration_ms,GazeX,GazeY,Salience
Encode-Decode_Experiment-12-1,2348899,tie,encoding,1,1,4,324,320,983.6,610.6,0.1572
Encode-Decode_Experiment-12-1,2348899,tie,encoding,1,1,354,584,230,843.2,658.6,0.1799
Encode-Decode_Experiment-12-1,2348899,tie,encoding,1,1,624,996,372,943.6,864.5,0.2018
Encode-Decode_Experiment-12-1,2348899,tie,encoding,1,1,1052,1266,214,514.7,743.5,0.3631
Encode-Decode_Experiment-12-1,2348899,tie,encoding,1,1,1312,1740,428,467.2,487.7,0.2949
Encode-Decode_Experiment-12-1,2348899,tie,encoding,1,1,1782,2040,258,189.3,594.9,0.3354
Encode-Decode_Experiment-12-1,2348899,tie,encoding,1,1,2098,2350,252,817.1,624.6,0.1576
Encode-Decode_Experiment-12-1,2348899,tie,encoding,1,1,2366,2584,218,811.8,597.8,0.2597
Encode-Decode_Experiment-12-1,2348899,tie,encoding,1,1,2624,3042,418,913.6,824.0,0.1694
Encode-Decode_Experiment-12-1,2348899,tie,encoding,1,1,3068,3368,300,941.9,865.9,0.1984
Encode-Decode_Experiment-12-1,2348899,tie,encoding,1,1,3390,3714,324,985.6,813.6,0.1585
Encode-Decode_Experiment-12-1,2348899,tie,encoding,1,1,3732,3974,242,1038.8,785.1,0.135
Encode-Decode_Experiment-12-1,2348899,tie,encoding,1,1,4000,4546,546,934.7,845.7,0.1751
Encode-Decode_Experiment-12-1,2348899,tie,encoding,1,1,4570,4930,360,942.1,933.5,0.159
Encode-Decode_Experiment-12-1,2348899,tie,encoding,1,1,4952,5078,126,957.1,850.4,0.2232
Encode-Decode_Experiment-12-1,2350974,drink,encoding,2,2,5086,5332,246,958.8,578.5,0.0657
Encode-Decode_Experiment-12-1,2350974,drink,encoding,2,2,5378,5582,204,765.1,421.3,0.2455
Encode-Decode_Experiment-12-1,2350974,drink,encoding,2,2,5602,5978,376,686.7,376.4,0.4788
Encode-Decode_Experiment-12-1,2350974,drink,encoding,2,2,5988,7082,1094,703.0,368.6,0.5237
Encode-Decode_Experiment-12-1,2350974,drink,encoding,2,2,7128,7740,612,375.0,313.7,0.6366
Encode-Decode_Experiment-12-1,2350974,drink,encoding,2,2,7762,7912,150,494.3,302.2,0.3703
Encode-Decode_Experiment-12-1,2350974,drink,encoding,2,2,7942,8092,150,665.6,392.6,0.426
Encode-Decode_Experiment-12-1,2350974,drink,encoding,2,2,8144,8368,224,1068.3,377.1,0.3626
Encode-Decode_Experiment-12-1,2350974,drink,encoding,2,2,8398,8822,424,952.3,489.6,0.2884
Encode-Decode_Experiment-12-1,2350974,drink,encoding,2,2,8848,9278,430,1158.9,461.3,0.1161
Encode-Decode_Experiment-12-1,2350974,drink,encoding,2,2,9312,9700,388,913.9,506.4,0.1534
Encode-Decode_Experiment-12-1,2350974,drink,encoding,2,2,9740,10108,368,725.1,500.2,0.2842
Encode-Decode_Experiment-12-1,2350974,drink,encoding,2,2,10130,10164,34,732.8,429.7,0.2198
Encode-Decode_Experiment-12-1,2362704,bears,encoding,3,3,10172,10452,280,980.1,593.1,0.4302
Encode-Decode_Experiment-12-1,2362704,bears,encoding,3,3,10486,10678,192,893.5,737.0,0.1842
Encode-Decode_Experiment-12-1,2362704,bears,encoding,3,3,10710,10894,184,888.3,479.0,0.1896
Encode-Decode_Experiment-12-1,2362704,bears,encoding,3,3,10948,11204,256,885.9,784.4,0.6111
Encode-Decode_Experiment-12-1,2362704,bears,encoding,3,3,11228,11478,250,983.9,788.1,0.4247
Encode-Decode_Experiment-12-1,2362704,bears,encoding,3,3,11500,11660,160,1026.1,791.1,0.2376
Encode-Decode_Experiment-12-1,2362704,bears,encoding,3,3,11688,12018,330,1243.8,717.8,0.4335
Encode-Decode_Experiment-12-1,2362704,bears,encoding,3,3,12060,12748,688,1177.9,469.4,0.0668
Encode-Decode_Experiment-12-1,2362704,bears,encoding,3,3,12796,13040,244,824.4,466.3,0.0501
