SubjectID,StimID,CueText,Phase,ViewingNumber,TrialIndex,TrialID,SaccStart_ms,SaccEnd_ms,Duration_ms,StartX,StartY,EndX,EndY,PeakVelocity
Encode-Decode_Experiment-1-1,2385550,tangerines,encoding,2,40,40,206262,206286,24,1515.7,551.6,1409.6,475.8,214.0
Encode-Decode_Experiment-1-1,2385550,tangerines,encoding,2,40,40,206454,206474,20,1422.5,478.9,1505.8,478.7,123.2
Encode-Decode_Experiment-1-1,2385550,tangerines,encoding,2,40,40,206692,206734,42,1495.5,480.2,1282.4,515.4,308.9
Encode-Decode_Experiment-1-1,2385550,tangerines,encoding,2,40,40,206940,206960,20,1261.9,518.9,1235.6,470.5,106.6
Encode-Decode_Experiment-1-1,2385550,tangerines,encoding,2,40,40,207494,207538,44,1222.7,476.6,1458.7,488.7,297.4
Encode-Decode_Experiment-1-1,2385550,tangerines,encoding,2,40,40,207862,207904,42,1491.0,491.1,1580.6,571.2,242.9
Encode-Decode_Experiment-1-1,2385550,tangerines,encoding,2,40,40,208166,208224,58,1586.1,593.1,1644.9,905.1,416.4
Encode-Decode_Experiment-1-1,2385550,tangerines,encoding,2,40,40,208454,208532,78,1629.6,932.1,539.2,725.5,679.8
Encode-Decode_Experiment-1-1,2385550,tangerines,encoding,2,40,40,208722,208772,50,520.4,702.6,428.7,506.1,446.3
Encode-Decode_Experiment-1-1,2385550,tangerines,encoding,2,40,40,208930,208962,32,438.7,472.7,392.0,371.2,216.8
Encode-Decode_Experiment-1-1,2385550,tangerines,encoding,2,40,40,209318,209356,38,389.1,367.0,433.4,209.5,292.7
Encode-Decode_Experiment-1-1,2362704,bears,encoding,2,41,41,209872,209900,28,1011.6,588.1,933.4,749.4,258.1
Encode-Decode_Experiment-1-1,2362704,bears,encoding,2,41,41,210188,210232,44,929.1,740.7,836.0,505.2,441.9
Encode-Decode_Experiment-1-1,2362704,bears,encoding,2,41,41,210414,210432,18,825.1,484.7,818.2,434.1,90.1
Encode-Decode_Experiment-1-1,2362704,bears,encoding,2,41,41,210658,210724,66,805.3,439.9,1290.8,652.7,473.3
Encode-Decode_Experiment-1-1,2362704,bears,encoding,2,41,41,211634,211696,62,1275.3,679.5,850.3,786.0,426.5
Encode-Decode_Experiment-1-1,2362704,bears,encoding,2,41,41,212128,212168,40,850.5,771.1,745.4,488.9,523.5
Encode-Decode_Experiment-1-1,2362704,bears,encoding,2,41,41,212354,212372,18,756.6,451.7,812.1,410.0,120.8
Encode-Decode_Experiment-1-1,2362704,bears,encoding,2,41,41,212542,212604,62,799.3,412.6,1288.9,540.3,488.4
Encode-Decode_Experiment-1-1,2362704,bears,encoding,2,41,41,212994,213032,38,1290.9,565.9,1301.7,658.7,207.0
Encode-Decode_Experiment-1-1,2362704,bears,encoding,2,41,41,213176,213230,54,1321.4,683.7,918.8,920.9,508.1
Encode-Decode_Experiment-1-1,2362704,bears,encoding,2,41,41,213550,213590,40,935.0,983.0,1061.4,1040.4,264.8
Encode-Decode_Experiment-1-1,2362704,bears,encoding,2,41,41,213756,213772,16,1096.1,1059.4,1152.9,1061.7,81.4
Encode-Decode_Experiment-1-1,2362704,bears,encoding,2,41,41,214044,214086,42,1145.9,1064.8,915.9,764.8,477.6
Encode-Decode_Experiment-1-1,2383555,boat,encoding,2,42,42,214788,214830,42,1112.4,730.4,943.7,646.6,266.0
Encode-Decode_Experiment-1-1,2383555,boat,encoding,2,42,42,215052,215084,32,925.6,648.2,944.6,483.6,314.8
Encode-Decode_Experiment-1-1,2383555,boat,encoding,2,42,42,215250,215278,28,931.3,490.5,704.1,431.8,301.3
Encode-Decode_Experiment-1-1,2383555,boat,encoding,2,42,42,215602,215664,62,706.0,441.4,1153.9,275.6,517.0
Encode-Decode_Experiment-1-1,2383555,boat,encoding,2,42,42,215962,216026,64,1142.2,299.5,1528.7,464.3,431.4
Encode-Decode_Experiment-1-1,2383555,boat,encoding,2,42,42,216362,216386,24,1527.3,461.2,1360.8,363.4,272.8
Encode-Decode_Experiment-1-1,2383555,boat,encoding,2,42,42,216654,216680,26,1371.8,351.9,1165.9,246.7,329.0
Encode-Decode_Experiment-1-1,2383555,boat,encoding,2,42,42,216948,216966,18,1183.7,272.3,1154.2,269.1,69.2
Encode-Decode_Experiment-1-1,2383555,boat,encoding,2,42,42,217240,217280,40,1159.6,283.1,971.6,390.7,314.5
Encode-Decode_Experiment-1-1,2383555,boat,encoding,2,42,42,217566,217612,46,933.3,399.6,756.4,561.9,363.0
Encode-Decode_Experiment-1-1,2383555,boat,encoding,2,42,42,217854,217924,70,743.6,581.0,159.7,350.2,537.5
Encode-Decode_Experiment-1-1,2383555,boat,encoding,2,42,42,218420,218498,78,122.3,344.7,1338.9,566.3,608.8
Encode-Decode_Experiment-1-1,2383555,boat,encoding,2,42,42,218678,218734,56,1391.2,581.1,1579.4,781.1,359.7
Encode-Decode_Experiment-1-1,2383555,boat,encoding,2,42,42,219068,219110,42,1576.1,798.8,1742.7,882.4,252.4
Encode-Decode_Experiment-1-1,2383555,boat,encoding,2,42,42,219380,219444,64,1773.7,905.4,930.2,1079.7,569.8
Encode-Decode_Experiment-1-1,2408717,surfboard,encoding,2,43,43,219920,219968,48,533.2,416.1,815.9,483.5,380.0
Encode-Decode_Experiment-1-1,2408717,surfboard,encoding,2,43,43,220316,220354,38,843.2,539.7,786.3,605.1,160.0
Encode-Decode_Experiment-1-1,2408717,surfboard,encoding,2,43,43,220692,220754,62,775.4,616.2,344.1,574.7,478.9
Encode-Decode_Experiment-1-1,2408717,surfboard,encoding,2,43,43,221136,221174,38,373.9,599.5,521.4,595.6,249.9
Encode-Decode_Experiment-1-1,2408717,surfboard,encoding,2,43,43,221470,221522,52,535.5,607.7,670.0,732.6,342.3
Encode-Decode_Experiment-1-1,2408717,surfboard,encoding,2,43,43,221672,221712,40,677.5,741.6,514.7,646.9,399.3
Encode-Decode_Experiment-1-1,2408717,surfboard,encoding,2,43,43,222368,222384,16,538.6,700.5,576.4,654.9,87.2
Encode-Decode_Experiment-1-1,2408717,surfboard,encoding,2,43,43,223192,223240,48,540.6,642.0,948.9,671.9,427.4
Encode-Decode_Experiment-1-1,2408717,surfboard,encoding,2,43,43,223452,223504,52,993.8,703.4,1399.4,624.2,403.7
Encode-Decode_Experiment-1-1,2408717,surfboard,encoding,2,43,43,223654,223730,76,1423.0,613.9,552.7,600.7,652.2
Encode-Decode_Experiment-1-1,2408717,surfboard,encoding,2,43,43,224086,224130,44,558.1,591.9,413.2,581.0,261.7
Encode-Decode_Experiment-1-1,2408717,surfboard,encoding,2,43,43,224346,224380,34,388.5,577.1,507.9,486.5,294.6
Encode-Decode_Experiment-1-1,150472,pizza,encoding,1,44,44,225134,225174,40,1016.4,628.8,797.0,754.0,381.2
Encode-Decode_Experiment-1-1,150472,pizza,encoding,1,44,44,225340,225380,40,774.9,772.7,551.4,590.9,436.6
Encode-Decode_Experiment-1-1,150472,pizza,encoding,1,44,44,225678,225732,54,522.4,569.9,621.4,737.5,285.2
Encode-Decode_Experiment-1-1,150472,pizza,encoding,1,44,44,226004,226038,34,630.9,734.0,744.8,743.1,189.1
Encode-Decode_Experiment-1-1,150472,pizza,encoding,1,44,44,226366,226424,58,754.6,758.4,1087.5,497.9,464.2
Encode-Decode_Experiment-1-1,150472,pizza,encoding,1,44,44,226636,226658,22,1070.9,468.8,947.8,431.0,188.3
Encode-Decode_Experiment-1-1,150472,pizza,encoding,1,44,44,227006,227028,22,961.0,419.1,1069.4,366.8,184.2
Encode-Decode_Experiment-1-1,150472,pizza,encoding,1,44,44,227436,227504,68,1034.6,376.5,436.9,405.0,560.2
Encode-Decode_Experiment-1-1,150472,pizza,encoding,1,44,44,227928,227972,44,453.7,418.2,524.4,528.1,250.3
Encode-Decode_Experiment-1-1,150472,pizza,encoding,1,44,44,228128,228176,48,538.0,555.0,887.9,572.6,472.4
Encode-Decode_Experiment-1-1,150472,pizza,encoding,1,44,44,228630,228692,62,932.5,569.3,459.0,587.0,480.8
Encode-Decode_Experiment-1-1,150472,pizza,encoding,1,44,44,229028,229072,44,451.3,587.3,593.0,672.0,253.4
Encode-Decode_Experiment-1-1,150472,pizza,encoding,1,44,44,229230,229294,64,609.7,686.4,838.1,1041.8,516.7
Encode-Decode_Experiment-1-1,150472,pizza,encoding,1,44,44,229466,229522,56,835.0,1038.5,1157.0,601.4,568.2
Encode-Decode_Experiment-1-1,150472,pizza,encoding,1,44,44,229624,229654,30,1170.6,573.1,924.1,450.4,352.4
Encode-Decode_Experiment-1-1,150472,pizza,encoding,1,44,44,229882,229904,22,940.6,462.2,938.4,350.7,208.7
Encode-Decode_Experiment-1-1,2409918,elephant,encoding,2,45,45,230582,230624,42,982.7,613.3,1181.6,479.2,307.3
Encode-Decode_Experiment-1-1,2409918,elephant,encoding,2,45,45,230936,230988,52,1197.7,471.9,1517.2,697.1,490.8
Encode-Decode_Experiment-1-1,2409918,elephant,encoding,2,45,45,231164,231202,38,1531.2,726.9,1627.9,781.0,248.1
Encode-Decode_Experiment-1-1,2409918,elephant,encoding,2,45,45,231712,231776,64,1620.2,788.6,1157.2,437.2,645.2
Encode-Decode_Experiment-1-1,2409918,elephant,encoding,2,45,45,232156,232238,82,1153.0,418.6,269.5,509.1,642.0
Encode-Decode_Experiment-1-1,2409918,elephant,encoding,2,45,45,232436,232494,58,287.9,523.2,314.1,807.0,501.9
Encode-Decode_Experiment-1-1,2409918,elephant,encoding,2,45,45,232700,232722,22,315.5,791.0,417.1,726.5,182.9
Encode-Decode_Experiment-1-1,2409918,elephant,encoding,2,45,45,233042,233058,16,398.3,729.2,384.5,678.2,99.3
Encode-Decode_Experiment-1-1,2409918,elephant,encoding,2,45,45,233354,233388,34,389.7,694.9,362.4,751.5,142.4
Encode-Decode_Experiment-1-1,2409918,elephant,encoding,2,45,45,233676,233896,220,364.1,778.7,1383.8,812.6,1092.5
Encode-Decode_Experiment-1-1,2409918,elephant,encoding,2,45,45,234148,234194,46,1363.5,707.5,1157.4,411.7,523.6
Encode-Decode_Experiment-1-1,2409918,elephant,encoding,2,45,45,234440,234462,22,1146.1,387.9,1177.4,314.2,151.5
Encode-Decode_Experiment-1-1,2409918,elephant,encoding,2,45,45,234624,234690,66,1187.9,331.6,422.9,369.1,582.0
Encode-Decode_Experiment-1-1,2409918,elephant,encoding,2,45,45,235040,235080,40,404.6,398.3,489.2,472.0,234.1
Encode-Decode_Experiment-1-1,2409918,elephant,encoding,2,45,45,235224,235248,24,505.6,501.7,928.7,678.6,556.8
Encode-Decode_Experiment-1-1,2374670,spray-vehicle,encoding,2,46,46,235684,235714,30,940.6,596.8,1126.9,702.5,283.5
Encode-Decode_Experiment-1-1,2374670,spray-vehicle,encoding,2,46,46,236150,236222,72,1127.5,707.5,431.6,583.7,506.1
Encode-Decode_Experiment-1-1,2374670,spray-vehicle,encoding,2,46,46,236366,236586,220,450.4,600.2,306.0,842.6,1203.0
Encode-Decode_Experiment-1-1,2374670,spray-vehicle,encoding,2,46,46,236770,236808,38,305.5,722.6,288.8,587.6,298.8
Encode-Decode_Experiment-1-1,2374670,spray-vehicle,encoding,2,46,46,237012,237078,66,301.0,580.1,225.6,1059.5,491.1
Encode-Decode_Experiment-1-1,2374670,spray-vehicle,encoding,2,46,46,237308,237322,14,224.8,1051.1,201.6,1011.2,78.9
Encode-Decode_Experiment-1-1,2374670,spray-vehicle,encoding,2,46,46,237812,237874,62,208.8,1007.2,986.5,680.7,519.8
Encode-Decode_Experiment-1-1,2374670,spray-vehicle,encoding,2,46,46,238708,238730,22,1059.2,686.6,1068.8,797.5,166.8
Encode-Decode_Experiment-1-1,2374670,spray-vehicle,encoding,2,46,46,239886,240178,292,1046.9,857.3,1264.5,1580.0,946.6
Encode-Decode_Experiment-1-1,2347400,wine,encoding,2,47,47,240616,240662,46,981.3,589.2,695.7,565.5,288.1
Encode-Decode_Experiment-1-1,2347400,wine,encoding,2,47,47,241076,241126,50,660.1,557.1,239.9,680.2,456.9
Encode-Decode_Experiment-1-1,2347400,wine,encoding,2,47,47,241408,241428,20,207.0,684.2,180.3,666.8,84.2
Encode-Decode_Experiment-1-1,2347400,wine,encoding,2,47,47,241560,241594,34,178.3,672.7,99.7,713.1,211.7
Encode-Decode_Experiment-1-1,2347400,wine,encoding,2,47,47,241814,241874,60,73.9,713.4,100.7,1065.8,545.0
Encode-Decode_Experiment-1-1,2347400,wine,encoding,2,47,47,242300,242388,88,96.9,1057.9,1285.3,604.3,543.0
Encode-Decode_Experiment-1-1,2347400,wine,encoding,2,47,47,242630,242658,28,1274.3,620.2,1306.8,687.5,150.5
Encode-Decode_Experiment-1-1,2347400,wine,encoding,2,47,47,242854,242874,20,1319.8,687.5,1287.7,694.6,70.1
Encode-Decode_Experiment-1-1,2347400,wine,encoding,2,47,47,243156,243172,16,1312.8,705.6,1341.9,694.8,70.0
Encode-Decode_Experiment-1-1,2347400,wine,encoding,2,47,47,243604,243630,26,1354.4,722.5,1321.4,740.1,96.7
Encode-Decode_Experiment-1-1,2347400,wine,encoding,2,47,47,244028,244046,18,1331.5,745.9,1364.0,721.8,85.2
Encode-Decode_Experiment-1-1,2347400,wine,encoding,2,47,47,244606,244634,28,1321.0,700.8,1287.2,715.6,105.4
Encode-Decode_Experiment-1-1,2347400,wine,encoding,2,47,47,244980,244998,18,1272.3,711.9,1310.2,740.7,84.4
Encode-Decode_Experiment-1-1,2410309,laptop,encoding,2,48,48,245862,245910,48,965.0,621.4,665.7,444.7,400.5
Encode-Decode_Experiment-1-1,2410309,laptop,encoding,2,48,48,246282,246310,28,635.5,435.5,551.5,342.5,237.3
Encode-Decode_Experiment-1-1,2410309,laptop,encoding,2,48,48,246932,246994,62,556.1,361.3,1141.9,679.0,632.7
Encode-Decode_Experiment-1-1,2410309,laptop,encoding,2,48,48,247238,247294,56,1173.4,706.2,1030.7,1006.8,579.8
Encode-Decode_Experiment-1-1,2410309,laptop,encoding,2,48,48,247588,247636,48,1036.6,1021.1,1378.3,887.2,345.4
Encode-Decode_Experiment-1-1,2410309,laptop,encoding,2,48,48,247982,248026,44,1407.8,878.5,1667.7,912.6,320.9
Encode-Decode_Experiment-1-1,2410309,laptop,encoding,2,48,48,248288,248350,62,1709.7,924.8,1254.0,783.7,478.6
Encode-Decode_Experiment-1-1,2410309,laptop,encoding,2,48,48,248546,248612,66,1271.8,769.5,1782.9,913.0,505.6
Encode-Decode_Experiment-1-1,2410309,laptop,encoding,2,48,48,248846,248876,30,1755.4,933.1,1708.1,954.8,116.1
Encode-Decode_Experiment-1-1,2410309,laptop,encoding,2,48,48,249184,249204,20,1695.1,949.7,1624.4,974.5,103.6
Encode-Decode_Experiment-1-1,2410309,laptop,encoding,2,48,48,249982,250284,302,1639.8,954.5,1426.6,996.8,946.0
Encode-Decode_Experiment-1-1,2347025,umbrella,encoding,2,49,49,250846,250890,44,994.2,661.3,682.2,683.7,281.5
Encode-Decode_Experiment-1-1,2347025,umbrella,encoding,2,49,49,251264,251328,64,654.6,679.3,1185.5,592.6,423.2
Encode-Decode_Experiment-1-1,2347025,umbrella,encoding,2,49,49,251734,251792,58,1150.7,582.0,601.1,578.5,493.1
Encode-Decode_Experiment-1-1,2347025,umbrella,encoding,2,49,49,251984,252016,32,585.9,572.6,536.8,671.4,238.4
Encode-Decode_Experiment-1-1,2347025,umbrella,encoding,2,49,49,252270,252312,42,537.8,690.0,723.2,664.4,276.2
Encode-Decode_Experiment-1-1,2347025,umbrella,encoding,2,49,49,252442,252504,62,752.0,672.2,1219.8,641.0,423.4
Encode-Decode_Experiment-1-1,2347025,umbrella,encoding,2,49,49,252690,252718,28,1199.3,638.1,1160.1,721.1,128.6
Encode-Decode_Experiment-1-1,2347025,umbrella,encoding,2,49,49,253008,253070,62,1149.6,703.0,1440.8,1013.1,563.0
Encode-Decode_Experiment-1-1,2347025,umbrella,encoding,2,49,49,253346,253362,16,1443.4,1006.7,1478.9,987.6,77.2
Encode-Decode_Experiment-1-1,2347025,umbrella,encoding,2,49,49,253732,253756,24,1464.9,996.0,1531.4,1070.1,123.4
Encode-Decode_Experiment-1-1,2347025,umbrella,encoding,2,49,49,254132,254202,70,1533.1,1061.0,703.2,651.3,646.1
Encode-Decode_Experiment-1-1,2347025,umbrella,encoding,2,49,49,254698,254762,64,687.0,611.4,1175.2,599.6,424.0
Encode-Decode_Experiment-1-1,2347025,umbrella,encoding,2,49,49,255238,255280,42,1151.9,610.4,1135.8,448.8,343.0
Encode-Decode_Experiment-1-1,2347025,umbrella,encoding,2,49,49,255442,255548,106,1142.1,455.7,100000000.0,100000000.0,1071.4
Encode-Decode_Experiment-1-1,2356125,airport,encoding,1,50,50,255820,255864,44,991.9,624.4,1164.6,747.0,339.3
Encode-Decode_Experiment-1-1,2356125,airport,encoding,1,50,50,256192,256262,70,1173.2,773.5,572.5,631.3,571.4
Encode-Decode_Experiment-1-1,2356125,airport,encoding,1,50,50,256524,256580,56,593.8,641.2,519.2,824.6,317.5
Encode-Decode_Experiment-1-1,2356125,airport,encoding,1,50,50,256782,256848,66,513.8,807.6,1166.3,746.0,515.2
Encode-Decode_Experiment-1-1,2356125,airport,encoding,1,50,50,257088,257158,70,1150.7,759.8,568.8,539.4,613.4
Encode-Decode_Experiment-1-1,2356125,airport,encoding,1,50,50,257324,257342,18,591.5,543.0,562.2,521.1,78.6
Encode-Decode_Experiment-1-1,2356125,airport,encoding,1,50,50,257514,257560,46,580.3,534.2,329.6,545.4,354.9
Encode-Decode_Experiment-1-1,2356125,airport,encoding,1,50,50,257964,257970,6,314.9,572.8,325.0,563.1,40.6
Encode-Decode_Experiment-1-1,2356125,airport,encoding,1,50,50,258212,258252,40,343.2,569.9,562.4,538.2,341.1
Encode-Decode_Experiment-1-1,2356125,airport,encoding,1,50,50,258470,258532,62,611.1,551.2,472.4,852.9,381.1
Encode-Decode_Experiment-1-1,2356125,airport,encoding,1,50,50,258704,258752,48,480.5,851.1,211.8,797.7,361.3
Encode-Decode_Experiment-1-1,2356125,airport,encoding,1,50,50,259188,259222,34,203.4,780.6,385.4,568.9,322.5
Encode-Decode_Experiment-1-1,2356125,airport,encoding,1,50,50,259416,259436,20,378.9,560.6,334.4,550.1,89.4
Encode-Decode_Experiment-1-1,2356125,airport,encoding,1,50,50,259564,259608,44,335.7,561.3,578.9,537.8,348.6
Encode-Decode_Experiment-1-1,2356125,airport,encoding,1,50,50,259766,259830,64,606.8,526.0,1153.2,626.6,474.0
Encode-Decode_Experiment-1-1,2356125,airport,encoding,1,50,50,260034,260056,22,1152.6,628.8,1053.4,558.2,213.1
Encode-Decode_Experiment-1-1,2356125,airport,encoding,1,50,50,260366,260408,42,1064.0,560.8,994.7,687.6,301.7
Encode-Decode_Experiment-1-1,2356125,airport,encoding,1,50,50,260788,260826,38,969.6,741.9,1069.9,775.7,227.1
Encode-Decode_Experiment-1-1,2387122,polar bear,encoding,2,51,51,261280,261480,200,958.6,645.8,1050.8,794.4,1140.7
Encode-Decode_Experiment-1-1,2387122,polar bear,encoding,2,51,51,261680,261734,54,1025.1,744.8,1021.9,962.9,390.1
Encode-Decode_Experiment-1-1,2387122,polar bear,encoding,2,51,51,262360,262420,60,1013.8,950.3,599.3,809.4,451.3
Encode-Decode_Experiment-1-1,2387122,polar bear,encoding,2,51,51,262792,262840,48,623.5,802.5,1013.7,625.9,470.2
Encode-Decode_Experiment-1-1,2387122,polar bear,encoding,2,51,51,263088,263108,20,1059.4,610.3,1054.9,700.5,158.1
Encode-Decode_Experiment-1-1,2387122,polar bear,encoding,2,51,51,263304,263338,34,1060.4,682.7,575.1,829.9,510.8
Encode-Decode_Experiment-1-1,2367132,video game,encoding,1,52,52,266198,266228,30,1015.7,641.8,757.6,665.4,291.8
Encode-Decode_Experiment-1-1,2367132,video game,encoding,1,52,52,266438,266482,44,784.7,667.0,617.5,646.0,214.7
Encode-Decode_Experiment-1-1,2367132,video game,encoding,1,52,52,266622,266658,36,604.8,647.3,494.1,731.2,232.5
Encode-Decode_Experiment-1-1,2367132,video game,encoding,1,52,52,266878,266954,76,470.5,726.8,1391.3,555.1,551.5
Encode-Decode_Experiment-1-1,2367132,video game,encoding,1,52,52,267104,267138,34,1369.6,562.6,1289.3,549.0,182.1
Encode-Decode_Experiment-1-1,2367132,video game,encoding,1,52,52,267226,267418,192,1279.5,567.6,1210.4,736.8,1192.3
Encode-Decode_Experiment-1-1,2367132,video game,encoding,1,52,52,267604,267616,12,1190.6,670.8,1191.9,638.9,72.6
Encode-Decode_Experiment-1-1,2367132,video game,encoding,1,52,52,267838,267898,60,1199.4,659.0,1620.7,733.6,412.4
Encode-Decode_Experiment-1-1,2367132,video game,encoding,1,52,52,268144,268200,56,1605.4,708.4,1036.1,427.0,650.7
Encode-Decode_Experiment-1-1,2367132,video game,encoding,1,52,52,268300,268356,56,1006.5,428.1,728.7,364.8,389.8
Encode-Decode_Experiment-1-1,2367132,video game,encoding,1,52,52,268788,268808,20,756.3,383.0,693.1,338.9,121.9
Encode-Decode_Experiment-1-1,2367132,video game,encoding,1,52,52,269012,269076,64,703.5,340.5,1296.8,387.3,490.3
Encode-Decode_Experiment-1-1,2367132,video game,encoding,1,52,52,269516,269792,276,1279.9,417.5,223.1,1048.5,1312.8
Encode-Decode_Experiment-1-1,2367132,video game,encoding,1,52,52,269920,269940,20,203.6,805.4,171.1,757.4,101.1
Encode-Decode_Experiment-1-1,2367132,video game,encoding,1,52,52,270302,270336,34,177.0,717.3,133.9,852.3,160.0
Encode-Decode_Experiment-1-1,2367132,video game,encoding,1,52,52,270592,270636,44,119.0,837.3,121.0,940.7,170.5
Encode-Decode_Experiment-1-1,2367132,video game,encoding,1,52,52,271040,271110,70,142.1,975.3,1220.8,417.1,676.7
Encode-Decode_Experiment-1-1,2367132,video game,encoding,2,53,53,271608,271862,254,955.5,717.4,960.6,679.0,1084.9
Encode-Decode_Experiment-1-1,2367132,video game,encoding,2,53,53,272820,273080,260,946.9,632.7,1225.8,661.4,916.5
Encode-Decode_Experiment-1-1,2367132,video game,encoding,2,53,53,273600,273642,42,1226.0,607.2,664.1,662.9,603.3
Encode-Decode_Experiment-1-1,2367132,video game,encoding,2,53,53,273878,273922,44,696.3,679.9,732.8,451.6,469.5
Encode-Decode_Experiment-1-1,2367132,video game,encoding,2,53,53,274154,274208,54,729.3,430.6,1273.9,475.1,479.8
Encode-Decode_Experiment-1-1,2367132,video game,encoding,2,53,53,274484,274542,58,1299.1,465.7,1611.8,697.7,511.0
Encode-Decode_Experiment-1-1,2367132,video game,encoding,2,53,53,275100,275188,88,1610.7,692.3,464.2,723.6,632.9
Encode-Decode_Experiment-1-1,2367132,video game,encoding,2,53,53,275376,275404,28,494.3,726.4,455.1,699.6,135.9
Encode-Decode_Experiment-1-1,2367132,video game,encoding,2,53,53,275510,275554,44,440.7,703.0,769.2,615.7,411.8
Encode-Decode_Experiment-1-1,2367132,video game,encoding,2,53,53,275876,275934,58,796.2,620.7,413.8,697.0,477.2
Encode-Decode_Experiment-1-1,2367132,video game,encoding,2,53,53,276146,276192,46,437.5,705.6,743.8,624.6,392.6
Encode-Decode_Experiment-1-1,2369373,chef,encoding,1,54,54,276654,276692,38,1009.2,698.7,991.8,835.0,239.5
Encode-Decode_Experiment-1-1,2369373,chef,encoding,1,54,54,277016,277180,164,1001.3,845.2,850.4,662.6,1009.2
Encode-Decode_Experiment-1-1,2369373,chef,encoding,1,54,54,277268,277326,58,853.2,636.3,1142.5,720.1,350.3
Encode-Decode_Experiment-1-1,2369373,chef,encoding,1,54,54,277620,277668,48,1142.6,731.6,817.0,630.4,414.5
Encode-Decode_Experiment-1-1,2369373,chef,encoding,1,54,54,277934,278168,234,807.1,664.4,440.3,874.7,1034.9
Encode-Decode_Experiment-1-1,2369373,chef,encoding,1,54,54,278252,278274,22,439.2,813.3,464.4,722.9,164.7
Encode-Decode_Experiment-1-1,2369373,chef,encoding,1,54,54,278552,278620,68,461.1,723.9,1159.7,662.6,523.4
Encode-Decode_Experiment-1-1,2369373,chef,encoding,1,54,54,279086,279108,22,1127.9,650.3,1093.1,717.6,107.9
Encode-Decode_Experiment-1-1,2369373,chef,encoding,1,54,54,279526,279576,50,1126.5,686.1,1044.0,409.1,444.0
Encode-Decode_Experiment-1-1,2369373,chef,encoding,1,54,54,279754,279798,44,1041.4,378.2,889.1,457.6,221.5
Encode-Decode_Experiment-1-1,2369373,chef,encoding,1,54,54,280040,280094,54,878.7,465.1,645.4,257.9,446.9
Encode-Decode_Experiment-1-1,2369373,chef,encoding,1,54,54,280184,280256,72,653.0,247.9,1189.6,694.8,619.9
Encode-Decode_Experiment-1-1,2369373,chef,encoding,1,54,54,280428,280448,20,1176.4,687.6,1174.9,625.0,115.5
Encode-Decode_Experiment-1-1,2369373,chef,encoding,1,54,54,280744,280780,36,1197.4,668.8,1294.9,701.0,214.8
Encode-Decode_Experiment-1-1,2369373,chef,encoding,1,54,54,281110,281132,22,1325.1,724.1,1276.4,643.3,154.2
Encode-Decode_Experiment-1-1,2369373,chef,encoding,1,54,54,281346,281370,24,1285.1,656.0,1104.2,673.5,234.9
Encode-Decode_Experiment-1-1,2369373,chef,encoding,1,54,54,281622,281640,18,1132.7,694.2,1224.7,701.9,131.1
Encode-Decode_Experiment-1-1,2369373,chef,encoding,2,55,55,281946,281998,52,990.0,626.0,956.6,838.1,372.5
Encode-Decode_Experiment-1-1,2369373,chef,encoding,2,55,55,282190,282230,40,959.3,830.7,1067.9,731.7,302.4
Encode-Decode_Experiment-1-1,2369373,chef,encoding,2,55,55,282516,282556,40,1054.7,710.7,1233.3,720.2,294.3
Encode-Decode_Experiment-1-1,2369373,chef,encoding,2,55,55,282816,283022,206,1267.4,723.6,1345.1,956.6,1328.5
Encode-Decode_Experiment-1-1,2369373,chef,encoding,2,55,55,283152,283188,36,1353.6,764.7,1217.1,763.9,263.4
Encode-Decode_Experiment-1-1,2369373,chef,encoding,2,55,55,283446,283480,34,1192.6,751.3,1105.6,766.0,198.7
Encode-Decode_Experiment-1-1,2369373,chef,encoding,2,55,55,283800,283850,50,1072.6,788.3,690.8,784.6,408.6
Encode-Decode_Experiment-1-1,2369373,chef,encoding,2,55,55,284094,284148,54,666.2,786.1,365.9,794.5,367.9
Encode-Decode_Experiment-1-1,2369373,chef,encoding,2,55,55,284224,284294,70,380.8,798.4,1189.1,761.2,507.4
Encode-Decode_Experiment-1-1,2369373,chef,encoding,2,55,55,284620,284642,22,1181.2,772.8,1344.8,762.1,230.3
Encode-Decode_Experiment-1-1,2369373,chef,encoding,2,55,55,285110,285148,38,1339.0,814.2,1181.1,832.3,247.6
Encode-Decode_Experiment-1-1,2369373,chef,encoding,2,55,55,285630,285658,28,1151.0,830.7,1381.2,824.0,264.5
Encode-Decode_Experiment-1-1,2369373,chef,encoding,2,55,55,286164,286188,24,1355.3,798.6,1209.4,784.0,178.9
Encode-Decode_Experiment-1-1,2369373,chef,encoding,2,55,55,286596,286758,162,1219.0,778.7,100000000.0,100000000.0,768.4
Encode-Decode_Experiment-1-1,2356125,airport,encoding,2,56,56,286990,287160,170,993.0,616.3,1194.2,849.6,1043.6
Encode-Decode_Experiment-1-1,2356125,airport,encoding,2,56,56,287478,287502,24,1194.3,793.1,1021.7,758.6,227.0
Encode-Decode_Experiment-1-1,2356125,airport,encoding,2,56,56,287722,287782,60,1035.6,763.7,539.8,799.3,493.6
Encode-Decode_Experiment-1-1,2356125,airport,encoding,2,56,56,288188,288248,60,564.0,793.0,191.8,783.8,425.1
Encode-Decode_Experiment-1-1,2356125,airport,encoding,2,56,56,288786,288818,32,233.6,775.9,321.3,812.5,182.2
