SubjectID,StimID,CueText,Phase,TrialIndex,TrialID,FixStart_ms,FixEnd_ms,Duration_ms,GazeX,GazeY,Salience
Encode-Decode_Experiment-6-1,2362704,bears,encoding,1,1,4,382,378,951.2,590.0,0.4891
Encode-Decode_Experiment-6-1,2362704,bears,encoding,1,1,400,636,236,915.1,625.1,0.71
Encode-Decode_Experiment-6-1,2362704,bears,encoding,1,1,658,926,268,885.7,537.4,0.1598
Encode-Decode_Experiment-6-1,2362704,bears,encoding,1,1,938,1124,186,855.0,514.5,0.1012
Encode-Decode_Experiment-6-1,2362704,bears,encoding,1,1,1146,1478,332,797.9,428.8,0.0193
Encode-Decode_Experiment-6-1,2362704,bears,encoding,1,1,1526,1812,286,936.3,762.9,0.3659
Encode-Decode_Experiment-6-1,2362704,bears,encoding,1,1,1826,2028,202,896.0,783.0,0.5957
Encode-Decode_Experiment-6-1,2362704,bears,encoding,1,1,2074,2342,268,1241.8,710.1,0.4243
Encode-Decode_Experiment-6-1,2362704,bears,encoding,1,1,2384,2586,202,902.7,535.4,0.1605
Encode-Decode_Experiment-6-1,2362704,bears,encoding,1,1,2610,3382,772,804.6,424.3,0.02
Encode-Decode_Experiment-6-1,2362704,bears,encoding,1,1,3392,3638,246,832.0,430.5,0.0322
Encode-Decode_Experiment-6-1,2362704,bears,encoding,1,1,3652,4048,396,782.2,403.4,0.0087
Encode-Decode_Experiment-6-1,2362704,bears,encoding,1,1,4170,4202,32,814.0,480.1,0.0644
Encode-Decode_Experiment-6-1,2362704,bears,encoding,1,1,4328,4490,162,826.2,439.9,0.0334
Encode-Decode_Experiment-6-1,2362704,bears,encoding,1,1,4510,5012,502,777.2,376.0,0.011
Encode-Decode_Experiment-6-1,2362704,bears,encoding,1,1,5032,5076,44,802.5,419.4,0.0166
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,2,2,5084,5368,284,908.8,580.4,0.1066
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,2,2,5412,5658,246,1189.4,457.3,0.6928
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,2,2,5682,6028,346,1195.6,357.0,0.7713
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,2,2,6076,6278,202,682.1,280.7,0.4437
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,2,2,6302,6858,556,663.2,184.0,0.1163
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,2,2,6910,7422,512,1151.6,357.4,0.9985
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,2,2,7448,7666,218,1202.1,468.2,0.7119
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,2,2,7718,8000,282,691.4,339.9,0.5512
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,2,2,8016,8248,232,649.3,348.8,0.4754
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,2,2,8294,8474,180,1015.6,507.1,0.0725
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,2,2,8506,8816,310,1179.3,447.1,0.6272
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,2,2,8834,9112,278,1199.1,389.2,0.5362
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,2,2,9134,9418,284,1194.8,460.8,0.7098
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,2,2,9430,9600,170,1228.0,479.7,0.5967
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,2,2,9650,9848,198,711.6,309.7,0.3905
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,2,2,9860,10034,174,688.0,300.0,0.4048
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,2,2,10060,10160,100,671.8,167.6,0.0504
Encode-Decode_Experiment-6-1,2360001,clock,encoding,3,3,10168,10476,308,964.0,585.7,0.0214
Encode-Decode_Experiment-6-1,2360001,clock,encoding,3,3,10522,10670,148,754.8,297.4,0.4546
Encode-Decode_Experiment-6-1,2360001,clock,encoding,3,3,10708,11174,466,1023.6,378.1,0.5015
Encode-Decode_Experiment-6-1,2360001,clock,encoding,3,3,11218,11664,446,646.5,261.5,0.3315
Encode-Decode_Experiment-6-1,2360001,clock,encoding,3,3,11716,11934,218,567.9,699.0,0.7206
Encode-Decode_Experiment-6-1,2360001,clock,encoding,3,3,11990,12162,172,1047.3,388.1,0.6356
Encode-Decode_Experiment-6-1,2360001,clock,encoding,3,3,12224,12454,230,1618.5,752.6,0.1971
Encode-Decode_Experiment-6-1,2360001,clock,encoding,3,3,12506,12776,270,1591.9,194.0,0.1964
Encode-Decode_Experiment-6-1,2360001,clock,encoding,3,3,12830,13004,174,993.0,457.8,0.1705
Encode-Decode_Experiment-6-1,2360001,clock,encoding,3,3,13022,13684,662,1000.1,396.5,0.5174
Encode-Decode_Experiment-6-1,2360001,clock,encoding,3,3,13716,13926,210,819.6,506.3,0.3726
Encode-Decode_Experiment-6-1,2360001,clock,encoding,3,3,13964,14152,188,584.3,687.8,0.7324
Encode-Decode_Experiment-6-1,2360001,clock,encoding,3,3,14198,14460,262,854.9,476.0,0.1913
Encode-Decode_Experiment-6-1,2360001,clock,encoding,3,3,14492,14792,300,778.1,278.4,0.5811
Encode-Decode_Experiment-6-1,2360001,clock,encoding,3,3,14816,15044,228,682.3,328.5,0.3231
Encode-Decode_Experiment-6-1,2360001,clock,encoding,3,3,15082,15236,154,763.2,620.3,0.0449
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,4,4,15244,15502,258,888.0,551.9,0.1
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,4,4,15546,15754,208,1203.7,450.1,0.6841
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,4,4,15778,16022,244,1213.5,343.6,0.6116
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,4,4,16048,16558,510,1266.9,455.1,0.547
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,4,4,16584,16902,318,1190.2,364.6,0.784
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,4,4,16920,17072,152,1115.6,319.1,0.5716
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,4,4,17122,17368,246,596.0,180.1,0.0342
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,4,4,17386,17896,510,656.1,164.9,0.0385
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,4,4,17928,18040,112,590.7,306.3,0.4128
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,4,4,18356,18512,156,709.0,297.5,0.3267
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,4,4,18564,18978,414,1187.5,388.8,0.527
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,4,4,18998,19416,418,1146.0,459.0,0.5473
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,4,4,19434,19862,428,1135.1,534.6,0.541
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,4,4,19884,20246,362,1212.6,475.6,0.6756
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,4,4,20264,20316,52,1276.4,479.9,0.482
Encode-Decode_Experiment-6-1,2383555,boat,encoding,5,5,20324,20588,264,968.8,574.1,0.3041
Encode-Decode_Experiment-6-1,2383555,boat,encoding,5,5,20616,20804,188,852.5,457.5,0.142
Encode-Decode_Experiment-6-1,2383555,boat,encoding,5,5,20824,20984,160,853.6,392.3,0.0832
Encode-Decode_Experiment-6-1,2383555,boat,encoding,5,5,21032,21380,348,1128.4,213.7,0.1691
Encode-Decode_Experiment-6-1,2383555,boat,encoding,5,5,21428,21792,364,736.4,419.7,0.0615
Encode-Decode_Experiment-6-1,2383555,boat,encoding,5,5,21812,22098,286,689.5,468.4,0.0841
Encode-Decode_Experiment-6-1,2383555,boat,encoding,5,5,22122,22340,218,732.5,603.0,0.4617
Encode-Decode_Experiment-6-1,2383555,boat,encoding,5,5,22364,22544,180,742.6,529.0,0.1184
Encode-Decode_Experiment-6-1,2383555,boat,encoding,5,5,22574,23158,584,825.6,366.3,0.0782
Encode-Decode_Experiment-6-1,2383555,boat,encoding,5,5,23212,23594,382,1141.0,787.1,0.6549
Encode-Decode_Experiment-6-1,2383555,boat,encoding,5,5,23630,23872,242,842.6,744.2,0.2414
Encode-Decode_Experiment-6-1,2383555,boat,encoding,5,5,23900,24286,386,744.2,593.3,0.4265
Encode-Decode_Experiment-6-1,2383555,boat,encoding,5,5,24306,24582,276,759.2,530.7,0.1242
Encode-Decode_Experiment-6-1,2383555,boat,encoding,5,5,24596,24804,208,760.1,503.5,0.1091
Encode-Decode_Experiment-6-1,2383555,boat,encoding,5,5,24832,25110,278,855.1,371.1,0.0683
