SubjectID,StimID,CueText,Phase,TrialIndex,TrialID,SaccStart_ms,SaccEnd_ms,Duration_ms,StartX,StartY,EndX,EndY,PeakVelocity
Encode-Decode_Experiment-10-1,2362704,bears,encoding,1,1,110,116,6,987.6,536.3,972.9,531.5,40.1
Encode-Decode_Experiment-10-1,2362704,bears,encoding,1,1,390,406,16,981.3,549.1,916.2,546.8,86.7
Encode-Decode_Experiment-10-1,2362704,bears,encoding,1,1,736,768,32,916.7,534.9,934.8,698.0,164.3
Encode-Decode_Experiment-10-1,2362704,bears,encoding,1,1,1210,1248,38,917.2,687.5,848.4,429.3,285.8
Encode-Decode_Experiment-10-1,2362704,bears,encoding,1,1,1456,1510,54,856.3,431.5,1283.2,650.7,228.1
Encode-Decode_Experiment-10-1,2362704,bears,encoding,1,1,2064,2100,36,1269.9,629.9,1002.5,684.1,213.5
Encode-Decode_Experiment-10-1,2362704,bears,encoding,1,1,2316,2340,24,1000.4,674.7,821.8,628.2,225.6
Encode-Decode_Experiment-10-1,2362704,bears,encoding,1,1,2574,2620,46,791.3,610.3,1109.7,993.6,308.1
Encode-Decode_Experiment-10-1,2362704,bears,encoding,1,1,2926,3000,74,1105.5,977.0,865.2,93.3,479.1
Encode-Decode_Experiment-10-1,2362704,bears,encoding,1,1,3250,3290,40,891.2,86.9,859.1,350.7,303.1
Encode-Decode_Experiment-10-1,2362704,bears,encoding,1,1,3492,3528,36,854.6,340.7,823.3,514.4,176.1
Encode-Decode_Experiment-10-1,2362704,bears,encoding,1,1,3670,3710,40,813.3,497.2,917.5,639.8,150.4
Encode-Decode_Experiment-10-1,2362704,bears,encoding,1,1,3914,3956,42,911.2,621.4,1223.0,643.8,228.6
Encode-Decode_Experiment-10-1,2362704,bears,encoding,1,1,4210,4250,40,1214.6,636.2,931.7,726.6,243.0
Encode-Decode_Experiment-10-1,2362704,bears,encoding,1,1,4424,4622,198,931.2,729.2,885.2,754.8,1142.2
Encode-Decode_Experiment-10-1,2362704,bears,encoding,1,1,4814,4836,22,892.9,751.8,851.7,646.5,164.2
Encode-Decode_Experiment-10-1,2362704,bears,encoding,1,1,5004,5042,38,854.1,630.1,838.7,297.9,393.7
Encode-Decode_Experiment-10-1,150472,pizza-slice,encoding,2,2,5414,5444,30,984.7,526.1,820.8,549.2,142.2
Encode-Decode_Experiment-10-1,150472,pizza-slice,encoding,2,2,5606,5628,22,812.0,539.6,682.9,492.9,150.0
Encode-Decode_Experiment-10-1,150472,pizza-slice,encoding,2,2,5798,5814,16,629.7,469.5,554.6,466.1,108.1
Encode-Decode_Experiment-10-1,150472,pizza-slice,encoding,2,2,6270,6312,42,529.7,451.3,880.2,329.7,229.4
Encode-Decode_Experiment-10-1,150472,pizza-slice,encoding,2,2,6554,6572,18,884.2,316.5,977.7,292.2,136.3
Encode-Decode_Experiment-10-1,150472,pizza-slice,encoding,2,2,7074,7126,52,982.6,276.8,1198.5,527.9,185.8
Encode-Decode_Experiment-10-1,150472,pizza-slice,encoding,2,2,7370,7450,80,1205.7,518.3,428.2,398.0,217.7
Encode-Decode_Experiment-10-1,150472,pizza-slice,encoding,2,2,7624,7648,24,434.3,387.8,420.4,302.5,132.6
Encode-Decode_Experiment-10-1,150472,pizza-slice,encoding,2,2,7792,7842,50,418.2,302.7,969.7,273.5,291.9
Encode-Decode_Experiment-10-1,150472,pizza-slice,encoding,2,2,8108,8170,62,962.1,262.3,1541.7,501.1,294.1
Encode-Decode_Experiment-10-1,150472,pizza-slice,encoding,2,2,8432,8468,36,1541.2,473.0,1686.9,305.9,193.6
Encode-Decode_Experiment-10-1,150472,pizza-slice,encoding,2,2,8602,8606,4,1702.0,269.9,1705.1,280.2,44.1
Encode-Decode_Experiment-10-1,150472,pizza-slice,encoding,2,2,8672,8760,88,1702.2,281.3,547.8,271.8,428.7
Encode-Decode_Experiment-10-1,150472,pizza-slice,encoding,2,2,9086,9104,18,560.8,273.7,457.4,288.9,138.7
Encode-Decode_Experiment-10-1,150472,pizza-slice,encoding,2,2,9322,9382,60,442.2,289.7,991.3,1.8,284.8
