SubjectID,StimID,CueText,Phase,TrialIndex,TrialID,SaccStart_ms,SaccEnd_ms,Duration_ms,StartX,StartY,EndX,EndY,PeakVelocity
Encode-Decode_Experiment-24-1,2385851,suitcase,encoding,1,1,310,332,22,973.3,525.7,861.4,447.1,201.2
Encode-Decode_Experiment-24-1,2385851,suitcase,encoding,1,1,690,710,20,843.8,447.3,938.3,393.9,150.0
Encode-Decode_Experiment-24-1,2385851,suitcase,encoding,1,1,906,928,22,972.6,389.4,1073.0,322.6,170.8
Encode-Decode_Experiment-24-1,2385851,suitcase,encoding,1,1,1102,1128,26,1068.8,325.6,861.6,380.7,263.1
Encode-Decode_Experiment-24-1,2385851,suitcase,encoding,1,1,1582,1594,12,859.7,385.3,901.1,398.1,71.3
Encode-Decode_Experiment-24-1,2385851,suitcase,encoding,1,1,1780,1806,26,894.1,408.5,1058.8,397.1,193.6
Encode-Decode_Experiment-24-1,2385851,suitcase,encoding,1,1,2022,2048,26,1055.8,400.8,858.5,480.4,268.2
Encode-Decode_Experiment-24-1,2385851,suitcase,encoding,1,1,2332,2350,18,862.8,491.0,845.7,422.3,124.5
Encode-Decode_Experiment-24-1,2385851,suitcase,encoding,1,1,2560,2596,36,849.0,431.4,1096.3,490.8,236.9
Encode-Decode_Experiment-24-1,2385851,suitcase,encoding,1,1,2864,2884,20,1096.5,491.3,1079.7,550.4,99.9
Encode-Decode_Experiment-24-1,2385851,suitcase,encoding,1,1,2950,2980,30,1086.2,538.3,840.7,531.7,254.9
Encode-Decode_Experiment-24-1,2385851,suitcase,encoding,1,1,3146,3174,28,849.4,534.5,799.5,379.2,230.9
Encode-Decode_Experiment-24-1,2385851,suitcase,encoding,1,1,3436,3464,28,810.8,375.7,1047.5,286.8,277.6
Encode-Decode_Experiment-24-1,2385851,suitcase,encoding,1,1,3654,3680,26,1069.7,278.5,1242.1,296.6,203.0
Encode-Decode_Experiment-24-1,2385851,suitcase,encoding,1,1,3866,3902,36,1242.9,296.3,835.7,363.7,375.3
Encode-Decode_Experiment-24-1,2385851,suitcase,encoding,1,1,4100,4128,28,837.8,365.5,648.8,412.2,222.5
Encode-Decode_Experiment-24-1,2385851,suitcase,encoding,1,1,4342,4366,24,658.4,416.1,798.6,403.1,166.8
Encode-Decode_Experiment-24-1,2385851,suitcase,encoding,1,1,4592,4608,16,800.9,410.2,860.6,398.0,87.6
Encode-Decode_Experiment-24-1,2385851,suitcase,encoding,1,1,4724,4774,50,844.7,409.4,1089.0,327.9,249.3
Encode-Decode_Experiment-24-1,2385851,suitcase,encoding,1,1,4988,5006,18,1115.6,296.6,1038.6,297.1,111.3
Encode-Decode_Experiment-24-1,2385550,tangerines,encoding,2,2,5368,5414,46,933.3,564.8,1271.3,619.5,212.4
Encode-Decode_Experiment-24-1,2385550,tangerines,encoding,2,2,5606,5664,58,1262.0,612.2,568.3,560.9,428.9
Encode-Decode_Experiment-24-1,2385550,tangerines,encoding,2,2,5828,5854,26,540.5,570.9,478.4,437.4,207.5
Encode-Decode_Experiment-24-1,2385550,tangerines,encoding,2,2,5932,5994,62,488.8,463.1,1232.8,536.2,381.8
Encode-Decode_Experiment-24-1,2385550,tangerines,encoding,2,2,6326,6338,12,1275.9,548.3,1231.9,533.8,80.8
Encode-Decode_Experiment-24-1,2385550,tangerines,encoding,2,2,6496,6518,22,1244.2,532.8,1208.1,454.0,158.6
Encode-Decode_Experiment-24-1,2385550,tangerines,encoding,2,2,6698,6748,50,1223.6,463.6,522.0,453.8,407.9
Encode-Decode_Experiment-24-1,2385550,tangerines,encoding,2,2,6902,6924,22,528.5,456.9,534.7,541.5,153.5
Encode-Decode_Experiment-24-1,2385550,tangerines,encoding,2,2,7288,7344,56,549.0,532.1,1301.9,630.1,344.6
Encode-Decode_Experiment-24-1,2385550,tangerines,encoding,2,2,7618,7640,22,1301.8,640.1,1295.5,543.0,162.5
Encode-Decode_Experiment-24-1,2385550,tangerines,encoding,2,2,7848,7900,52,1289.7,555.3,516.4,531.5,437.5
Encode-Decode_Experiment-24-1,2385550,tangerines,encoding,2,2,8260,8276,16,519.9,528.7,493.6,507.1,65.9
Encode-Decode_Experiment-24-1,2385550,tangerines,encoding,2,2,8424,8444,20,509.5,506.4,468.8,423.9,170.2
Encode-Decode_Experiment-24-1,2385550,tangerines,encoding,2,2,8734,8756,22,476.7,426.8,419.2,486.9,129.8
Encode-Decode_Experiment-24-1,2385550,tangerines,encoding,2,2,9130,9152,22,437.8,477.4,430.8,396.4,126.6
Encode-Decode_Experiment-24-1,2385550,tangerines,encoding,2,2,9390,9414,24,430.1,413.7,549.3,480.1,173.4
Encode-Decode_Experiment-24-1,2385550,tangerines,encoding,2,2,9576,9638,62,547.0,482.9,1208.3,534.2,348.4
Encode-Decode_Experiment-24-1,2385550,tangerines,encoding,2,2,9806,9828,22,1236.4,545.2,1302.5,618.0,184.3
Encode-Decode_Experiment-24-1,2385550,tangerines,encoding,2,2,9972,9994,22,1297.1,602.3,1293.6,537.7,119.2
Encode-Decode_Experiment-24-1,2344622,cat,encoding,3,3,10482,10502,20,968.7,547.7,873.5,590.9,147.3
Encode-Decode_Experiment-24-1,2344622,cat,encoding,3,3,10864,10900,36,864.1,587.6,1003.7,410.9,234.5
Encode-Decode_Experiment-24-1,2344622,cat,encoding,3,3,11044,11088,44,1007.1,421.8,641.5,614.0,337.5
Encode-Decode_Experiment-24-1,2344622,cat,encoding,3,3,11276,11300,24,643.9,617.9,783.1,582.7,184.3
Encode-Decode_Experiment-24-1,2344622,cat,encoding,3,3,11478,11530,52,784.6,579.7,1090.6,325.6,423.2
Encode-Decode_Experiment-24-1,2344622,cat,encoding,3,3,11704,11740,36,1113.0,308.3,1252.8,514.7,348.3
Encode-Decode_Experiment-24-1,2344622,cat,encoding,3,3,11880,11920,40,1264.0,512.6,1419.5,628.7,342.9
