SubjectID,StimID,CueText,Phase,TrialIndex,TrialID,SaccStart_ms,SaccEnd_ms,Duration_ms,StartX,StartY,EndX,EndY,PeakVelocity
Encode-Decode_Experiment-4-1,2397102,cake,encoding,1,1,398,438,40,974.5,571.2,670.2,343.7,368.5
Encode-Decode_Experiment-4-1,2397102,cake,encoding,1,1,520,566,46,685.7,354.0,982.8,952.6,586.6
Encode-Decode_Experiment-4-1,2397102,cake,encoding,1,1,830,852,22,987.4,937.5,1094.2,987.6,185.2
Encode-Decode_Experiment-4-1,2397102,cake,encoding,1,1,1246,1260,14,1098.7,961.8,1046.4,965.8,83.1
Encode-Decode_Experiment-4-1,2397102,cake,encoding,1,1,1554,1572,18,1048.0,975.3,1120.0,985.5,107.0
Encode-Decode_Experiment-4-1,2397102,cake,encoding,1,1,1982,2002,20,1098.1,988.1,1037.8,975.9,100.7
Encode-Decode_Experiment-4-1,2397102,cake,encoding,1,1,2210,2250,40,1047.2,981.4,1055.4,343.1,679.4
Encode-Decode_Experiment-4-1,2397102,cake,encoding,1,1,2386,2422,36,1056.2,344.8,1059.1,240.2,238.9
Encode-Decode_Experiment-4-1,2397102,cake,encoding,1,1,2606,2658,52,1069.1,232.5,574.8,235.3,401.4
Encode-Decode_Experiment-4-1,2397102,cake,encoding,1,1,2856,2898,42,572.8,234.2,517.7,483.3,383.5
Encode-Decode_Experiment-4-1,2397102,cake,encoding,1,1,3032,3090,58,516.7,500.9,1011.9,931.8,635.0
Encode-Decode_Experiment-4-1,2397102,cake,encoding,1,1,3460,3488,28,1002.6,931.3,1071.8,953.3,151.8
Encode-Decode_Experiment-4-1,2397102,cake,encoding,1,1,3822,3836,14,1074.9,959.0,1014.7,951.0,92.5
Encode-Decode_Experiment-4-1,2397102,cake,encoding,1,1,4086,4140,54,1031.2,948.0,837.6,245.9,565.5
Encode-Decode_Experiment-4-1,2397102,cake,encoding,1,1,4292,4322,30,853.4,260.9,1046.1,152.5,304.6
Encode-Decode_Experiment-4-1,2397102,cake,encoding,1,1,4720,4748,28,1051.8,193.2,1079.0,362.7,290.9
Encode-Decode_Experiment-4-1,2397102,cake,encoding,1,1,4982,5012,30,1090.5,374.7,1202.5,380.9,219.8
Encode-Decode_Experiment-4-1,2356125,airport,encoding,2,2,7206,7260,54,757.2,495.0,1184.4,436.1,420.8
Encode-Decode_Experiment-4-1,2356125,airport,encoding,2,2,7524,7560,36,1174.1,446.6,1219.3,604.1,388.9
Encode-Decode_Experiment-4-1,2356125,airport,encoding,2,2,7930,7958,28,1221.3,626.6,967.4,584.1,319.4
Encode-Decode_Experiment-4-1,2356125,airport,encoding,2,2,8144,8196,52,981.4,596.9,496.3,502.4,442.3
Encode-Decode_Experiment-4-1,2356125,airport,encoding,2,2,8340,8368,28,487.9,504.1,571.6,374.7,230.0
Encode-Decode_Experiment-4-1,2356125,airport,encoding,2,2,8550,8604,54,577.9,381.7,1109.8,429.9,524.4
Encode-Decode_Experiment-4-1,2356125,airport,encoding,2,2,8726,8760,34,1095.3,439.9,1115.6,580.3,341.0
Encode-Decode_Experiment-4-1,2356125,airport,encoding,2,2,8936,8990,54,1112.9,608.0,477.8,613.5,497.2
Encode-Decode_Experiment-4-1,2356125,airport,encoding,2,2,9204,9242,38,463.8,618.6,286.0,493.6,326.1
Encode-Decode_Experiment-4-1,2356125,airport,encoding,2,2,9368,9404,36,285.6,479.9,336.1,365.8,251.8
Encode-Decode_Experiment-4-1,2356125,airport,encoding,2,2,9590,9616,26,334.0,358.2,580.8,336.4,329.6
Encode-Decode_Experiment-4-1,2356125,airport,encoding,2,2,9794,9852,58,582.2,346.4,1138.5,373.8,500.6
Encode-Decode_Experiment-4-1,2356125,airport,encoding,2,2,10040,10092,52,1118.7,380.8,1465.2,351.8,363.6
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,10404,10442,38,957.4,546.9,514.4,433.7,388.0
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,10626,10650,24,534.7,443.1,656.8,528.8,224.7
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,10904,10962,58,654.4,519.7,1174.4,485.4,469.9
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,11120,11158,38,1161.6,480.0,1287.0,578.5,298.8
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,11478,11556,78,1294.7,592.9,172.0,536.4,634.9
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,11814,11820,6,183.7,548.9,171.7,560.8,49.3
