SubjectID,StimID,CueText,Phase,TrialIndex,TrialID,FixStart_ms,FixEnd_ms,Duration_ms,GazeX,GazeY
Encode-Decode_Experiment-8-1,2379478,baby-milk,encoding,1,1,4,62,58,1001.3,534.5
Encode-Decode_Experiment-8-1,2379478,baby-milk,encoding,1,1,80,276,196,946.5,542.8
Encode-Decode_Experiment-8-1,2379478,baby-milk,encoding,1,1,302,470,168,1083.5,482.4
Encode-Decode_Experiment-8-1,2379478,baby-milk,encoding,1,1,510,846,336,1025.0,321.8
Encode-Decode_Experiment-8-1,2379478,baby-milk,encoding,1,1,878,1086,208,1123.0,446.5
Encode-Decode_Experiment-8-1,2379478,baby-milk,encoding,1,1,1112,1412,300,1004.2,470.7
Encode-Decode_Experiment-8-1,2379478,baby-milk,encoding,1,1,1454,1640,186,805.0,386.1
Encode-Decode_Experiment-8-1,2379478,baby-milk,encoding,1,1,1672,1984,312,997.0,288.1
Encode-Decode_Experiment-8-1,2379478,baby-milk,encoding,1,1,2026,2176,150,1103.6,498.9
Encode-Decode_Experiment-8-1,2379478,baby-milk,encoding,1,1,2200,2428,228,1203.3,468.5
Encode-Decode_Experiment-8-1,2379478,baby-milk,encoding,1,1,2464,2752,288,976.8,630.0
Encode-Decode_Experiment-8-1,2379478,baby-milk,encoding,1,1,2796,3114,318,984.3,433.8
Encode-Decode_Experiment-8-1,2379478,baby-milk,encoding,1,1,3124,3474,350,1003.8,451.4
Encode-Decode_Experiment-8-1,2379478,baby-milk,encoding,1,1,3482,4094,612,1007.2,466.8
Encode-Decode_Experiment-8-1,2379478,baby-milk,encoding,1,1,4130,4328,198,1259.1,495.7
Encode-Decode_Experiment-8-1,2379478,baby-milk,encoding,1,1,4340,4542,202,1237.6,481.7
Encode-Decode_Experiment-8-1,2379478,baby-milk,encoding,1,1,4594,4818,224,781.7,808.7
Encode-Decode_Experiment-8-1,2379478,baby-milk,encoding,1,1,4844,5076,232,675.4,843.8
Encode-Decode_Experiment-8-1,2412687,dog,encoding,2,2,5084,5434,350,977.0,527.0
Encode-Decode_Experiment-8-1,2412687,dog,encoding,2,2,5460,5872,412,912.6,645.4
Encode-Decode_Experiment-8-1,2412687,dog,encoding,2,2,5902,6052,150,869.4,772.5
Encode-Decode_Experiment-8-1,2412687,dog,encoding,2,2,6104,6248,144,1022.2,504.2
Encode-Decode_Experiment-8-1,2412687,dog,encoding,2,2,6306,6480,174,1566.4,142.6
Encode-Decode_Experiment-8-1,2412687,dog,encoding,2,2,6510,6692,182,1735.3,74.5
Encode-Decode_Experiment-8-1,2412687,dog,encoding,2,2,6702,6892,190,1763.2,60.5
Encode-Decode_Experiment-8-1,2412687,dog,encoding,2,2,6952,7098,146,1544.7,608.3
Encode-Decode_Experiment-8-1,2412687,dog,encoding,2,2,7148,7274,126,1362.0,898.3
Encode-Decode_Experiment-8-1,2412687,dog,encoding,2,2,7316,7602,286,981.5,942.9
Encode-Decode_Experiment-8-1,2412687,dog,encoding,2,2,7646,7900,254,874.9,707.6
Encode-Decode_Experiment-8-1,2412687,dog,encoding,2,2,7920,8338,418,880.0,633.3
Encode-Decode_Experiment-8-1,2412687,dog,encoding,2,2,8488,8512,24,850.1,582.2
Encode-Decode_Experiment-8-1,2412687,dog,encoding,2,2,8564,8868,304,872.2,194.1
Encode-Decode_Experiment-8-1,2412687,dog,encoding,2,2,8908,9110,202,1036.9,458.7
Encode-Decode_Experiment-8-1,2412687,dog,encoding,2,2,9132,9298,166,1024.6,513.6
Encode-Decode_Experiment-8-1,2412687,dog,encoding,2,2,9464,9628,164,909.5,644.5
Encode-Decode_Experiment-8-1,2412687,dog,encoding,2,2,9636,9910,274,901.2,638.4
Encode-Decode_Experiment-8-1,2412687,dog,encoding,2,2,9962,10154,192,1463.3,821.3
Encode-Decode_Experiment-8-1,2387122,polar bear,encoding,3,3,10162,10450,288,1039.2,532.0
Encode-Decode_Experiment-8-1,2387122,polar bear,encoding,3,3,10474,10528,54,927.5,516.4
Encode-Decode_Experiment-8-1,2387122,polar bear,encoding,3,3,10562,10746,184,751.0,632.6
Encode-Decode_Experiment-8-1,2387122,polar bear,encoding,3,3,10792,11010,218,871.8,914.7
Encode-Decode_Experiment-8-1,2387122,polar bear,encoding,3,3,11054,11276,222,1163.7,860.7
Encode-Decode_Experiment-8-1,2387122,polar bear,encoding,3,3,11334,11664,330,1066.1,406.2
Encode-Decode_Experiment-8-1,2387122,polar bear,encoding,3,3,11688,12034,346,1075.2,490.4
Encode-Decode_Experiment-8-1,2387122,polar bear,encoding,3,3,12078,12356,278,658.0,640.6
Encode-Decode_Experiment-8-1,2387122,polar bear,encoding,3,3,12372,12652,280,702.9,640.5
Encode-Decode_Experiment-8-1,2387122,polar bear,encoding,3,3,12696,12962,266,875.0,929.0
Encode-Decode_Experiment-8-1,2387122,polar bear,encoding,3,3,13126,13224,98,847.4,927.8
Encode-Decode_Experiment-8-1,2387122,polar bear,encoding,3,3,13248,13352,104,734.0,933.8
Encode-Decode_Experiment-8-1,2387122,polar bear,encoding,3,3,13418,13782,364,1102.2,211.1
Encode-Decode_Experiment-8-1,2387122,polar bear,encoding,3,3,13808,13942,134,963.0,154.1
Encode-Decode_Experiment-8-1,2387122,polar bear,encoding,3,3,13986,14388,402,1063.9,315.0
Encode-Decode_Experiment-8-1,2387122,polar bear,encoding,3,3,14416,14568,152,1156.5,341.4
Encode-Decode_Experiment-8-1,2387122,polar bear,encoding,3,3,14612,14796,184,881.4,210.7
Encode-Decode_Experiment-8-1,2387122,polar bear,encoding,3,3,14840,15200,360,1026.5,520.4
Encode-Decode_Experiment-8-1,2356125,airport,encoding,4,4,15242,15484,242,962.9,529.1
Encode-Decode_Experiment-8-1,2356125,airport,encoding,4,4,15510,15646,136,1122.6,547.9
Encode-Decode_Experiment-8-1,2356125,airport,encoding,4,4,15674,15802,128,1200.9,638.1
Encode-Decode_Experiment-8-1,2356125,airport,encoding,4,4,15858,16108,250,518.3,727.3
Encode-Decode_Experiment-8-1,2356125,airport,encoding,4,4,16150,16312,162,230.1,688.7
Encode-Decode_Experiment-8-1,2356125,airport,encoding,4,4,16356,16500,144,380.1,417.3
Encode-Decode_Experiment-8-1,2356125,airport,encoding,4,4,16530,16762,232,597.5,419.5
Encode-Decode_Experiment-8-1,2356125,airport,encoding,4,4,16814,17130,316,1124.1,466.7
Encode-Decode_Experiment-8-1,2356125,airport,encoding,4,4,17158,17334,176,1274.6,521.6
Encode-Decode_Experiment-8-1,2356125,airport,encoding,4,4,17514,17678,164,1268.7,631.6
Encode-Decode_Experiment-8-1,2356125,airport,encoding,4,4,17702,18092,390,1202.1,672.5
Encode-Decode_Experiment-8-1,2356125,airport,encoding,4,4,18150,18544,394,471.0,726.6
Encode-Decode_Experiment-8-1,2356125,airport,encoding,4,4,18578,18916,338,172.4,708.1
Encode-Decode_Experiment-8-1,2356125,airport,encoding,4,4,19036,19304,268,1337.1,697.7
Encode-Decode_Experiment-8-1,2356125,airport,encoding,4,4,19342,19594,252,1329.6,532.8
Encode-Decode_Experiment-8-1,2356125,airport,encoding,4,4,19638,19876,238,1724.7,505.1
Encode-Decode_Experiment-8-1,2356125,airport,encoding,4,4,20052,20154,102,519.6,491.0
Encode-Decode_Experiment-8-1,2356125,airport,encoding,4,4,20182,20310,128,339.3,442.1
