SubjectID,StimID,CueText,Phase,TrialIndex,TrialID,FixStart_ms,FixEnd_ms,Duration_ms,GazeX,GazeY,Salience
Encode-Decode_Experiment-18-1,2383555,boat,encoding,1,1,4,238,234,1017.5,570.6,0.3724
Encode-Decode_Experiment-18-1,2383555,boat,encoding,1,1,274,420,146,885.4,447.9,0.1008
Encode-Decode_Experiment-18-1,2383555,boat,encoding,1,1,464,702,238,1044.0,225.9,0.1705
Encode-Decode_Experiment-18-1,2383555,boat,encoding,1,1,750,946,196,822.3,402.1,0.0977
Encode-Decode_Experiment-18-1,2383555,boat,encoding,1,1,970,1148,178,856.6,305.3,0.5157
Encode-Decode_Experiment-18-1,2383555,boat,encoding,1,1,1180,1366,186,836.9,475.1,0.1522
Encode-Decode_Experiment-18-1,2383555,boat,encoding,1,1,1546,1610,64,1156.4,650.5,0.3915
Encode-Decode_Experiment-18-1,2383555,boat,encoding,1,1,1660,1974,314,1121.2,237.3,0.1522
Encode-Decode_Experiment-18-1,2383555,boat,encoding,1,1,2022,2288,266,867.2,274.3,0.854
Encode-Decode_Experiment-18-1,2383555,boat,encoding,1,1,2316,2464,148,806.3,424.7,0.0916
Encode-Decode_Experiment-18-1,2383555,boat,encoding,1,1,2508,2818,310,1148.1,290.4,0.1461
Encode-Decode_Experiment-18-1,2383555,boat,encoding,1,1,2856,3162,306,882.1,210.8,0.1408
Encode-Decode_Experiment-18-1,2383555,boat,encoding,1,1,3350,3442,92,903.6,182.1,0.0305
Encode-Decode_Experiment-18-1,2383555,boat,encoding,1,1,3460,3800,340,847.9,207.3,0.0993
Encode-Decode_Experiment-18-1,2383555,boat,encoding,1,1,3808,4226,418,856.7,203.8,0.0913
Encode-Decode_Experiment-18-1,2383555,boat,encoding,1,1,4422,4698,276,1011.8,208.8,0.1326
Encode-Decode_Experiment-18-1,2383555,boat,encoding,1,1,4726,4924,198,821.5,182.9,0.0224
Encode-Decode_Experiment-18-1,2383555,boat,encoding,1,1,4962,5074,112,1057.5,200.3,0.1549
Encode-Decode_Experiment-18-1,2369373,chef,encoding,2,2,5082,5184,102,1008.6,573.1,0.7205
Encode-Decode_Experiment-18-1,2369373,chef,encoding,2,2,5194,5358,164,984.5,568.4,0.7015
Encode-Decode_Experiment-18-1,2369373,chef,encoding,2,2,5402,5596,194,875.8,209.0,0.0704
Encode-Decode_Experiment-18-1,2369373,chef,encoding,2,2,5646,5944,298,544.9,488.2,0.097
Encode-Decode_Experiment-18-1,2369373,chef,encoding,2,2,5996,6172,176,1113.4,584.7,0.3092
Encode-Decode_Experiment-18-1,2369373,chef,encoding,2,2,6216,6376,160,922.9,105.8,0.0372
Encode-Decode_Experiment-18-1,2369373,chef,encoding,2,2,6426,6748,322,1109.1,612.0,0.2349
Encode-Decode_Experiment-18-1,2369373,chef,encoding,2,2,6792,7024,232,838.7,111.3,0.1203
Encode-Decode_Experiment-18-1,2369373,chef,encoding,2,2,7056,7166,110,865.9,239.5,0.0921
Encode-Decode_Experiment-18-1,2369373,chef,encoding,2,2,7228,7378,150,1674.2,435.2,0.2362
Encode-Decode_Experiment-18-1,2369373,chef,encoding,2,2,7436,7610,174,998.0,831.4,0.0598
Encode-Decode_Experiment-18-1,2369373,chef,encoding,2,2,7658,7748,90,624.3,626.4,0.0787
Encode-Decode_Experiment-18-1,2369373,chef,encoding,2,2,7920,8016,96,500.3,453.2,0.1757
Encode-Decode_Experiment-18-1,2369373,chef,encoding,2,2,8036,8312,276,466.2,514.5,0.153
Encode-Decode_Experiment-18-1,2369373,chef,encoding,2,2,8348,8584,236,720.0,575.4,0.0688
Encode-Decode_Experiment-18-1,2369373,chef,encoding,2,2,8628,8968,340,1006.9,634.3,0.2562
Encode-Decode_Experiment-18-1,2369373,chef,encoding,2,2,9020,9194,174,457.7,575.3,0.0951
Encode-Decode_Experiment-18-1,2369373,chef,encoding,2,2,9228,9446,218,660.7,701.0,0.0265
Encode-Decode_Experiment-18-1,2369373,chef,encoding,2,2,9486,9558,72,420.8,548.9,0.1295
Encode-Decode_Experiment-18-1,2369373,chef,encoding,2,2,9620,10154,534,1168.0,589.4,0.3515
Encode-Decode_Experiment-18-1,2409918,elephant,encoding,3,3,10162,10430,268,965.3,569.8,0.0603
Encode-Decode_Experiment-18-1,2409918,elephant,encoding,3,3,10452,10538,86,1015.3,530.6,0.1229
Encode-Decode_Experiment-18-1,2409918,elephant,encoding,3,3,10576,10772,196,1218.8,464.7,0.2374
Encode-Decode_Experiment-18-1,2409918,elephant,encoding,3,3,10796,10918,122,1218.8,386.8,0.1535
Encode-Decode_Experiment-18-1,2409918,elephant,encoding,3,3,10980,11218,238,485.7,483.9,0.3532
Encode-Decode_Experiment-18-1,2409918,elephant,encoding,3,3,11258,11356,98,336.1,188.5,0.0465
Encode-Decode_Experiment-18-1,2409918,elephant,encoding,3,3,11416,11562,146,1162.7,305.2,0.1469
Encode-Decode_Experiment-18-1,2409918,elephant,encoding,3,3,11594,11988,394,1169.7,471.3,0.2516
Encode-Decode_Experiment-18-1,2409918,elephant,encoding,3,3,12010,12184,174,1087.8,504.8,0.2951
Encode-Decode_Experiment-18-1,2409918,elephant,encoding,3,3,12200,12242,42,1064.9,546.8,0.0955
Encode-Decode_Experiment-18-1,2409918,elephant,encoding,3,3,12288,12554,266,1573.3,674.3,0.0165
Encode-Decode_Experiment-18-1,2409918,elephant,encoding,3,3,12592,12906,314,1555.8,529.7,0.039
Encode-Decode_Experiment-18-1,2409918,elephant,encoding,3,3,12928,13018,90,1546.8,597.5,0.0114
Encode-Decode_Experiment-18-1,2409918,elephant,encoding,3,3,13102,13452,350,363.5,242.4,0.1293
Encode-Decode_Experiment-18-1,2409918,elephant,encoding,3,3,13492,13716,224,329.7,161.6,0.096
Encode-Decode_Experiment-18-1,2409918,elephant,encoding,3,3,13748,13926,178,425.0,382.1,0.2857
Encode-Decode_Experiment-18-1,2409918,elephant,encoding,3,3,13954,14138,184,515.8,484.3,0.3055
Encode-Decode_Experiment-18-1,2409918,elephant,encoding,3,3,14166,14388,222,309.4,556.7,0.0515
Encode-Decode_Experiment-18-1,2409918,elephant,encoding,3,3,14482,14836,354,1210.6,151.7,0.0809
Encode-Decode_Experiment-18-1,2409918,elephant,encoding,3,3,14882,15000,118,1654.0,211.0,0.1077
Encode-Decode_Experiment-18-1,2409918,elephant,encoding,3,3,15188,15236,48,1753.0,262.2,0.0129
Encode-Decode_Experiment-18-1,2345035,football,encoding,4,4,15244,15510,266,983.7,581.5,0.0298
Encode-Decode_Experiment-18-1,2345035,football,encoding,4,4,15556,15760,204,976.0,243.7,0.146
Encode-Decode_Experiment-18-1,2345035,football,encoding,4,4,15788,15974,186,800.7,203.7,0.2509
Encode-Decode_Experiment-18-1,2345035,football,encoding,4,4,16016,16194,178,1067.2,260.6,0.1018
Encode-Decode_Experiment-18-1,2345035,football,encoding,4,4,16234,16454,220,1328.6,241.4,0.1275
Encode-Decode_Experiment-18-1,2345035,football,encoding,4,4,16510,16750,240,1129.0,696.1,0.2372
Encode-Decode_Experiment-18-1,2345035,football,encoding,4,4,16802,17088,286,1328.5,259.4,0.1329
Encode-Decode_Experiment-18-1,2345035,football,encoding,4,4,17100,17244,144,1334.0,232.2,0.1215
Encode-Decode_Experiment-18-1,2345035,football,encoding,4,4,17290,17586,296,1831.8,138.3,0.0995
Encode-Decode_Experiment-18-1,2345035,football,encoding,4,4,17664,17850,186,771.8,173.1,0.1676
Encode-Decode_Experiment-18-1,2345035,football,encoding,4,4,17902,18072,170,1117.7,645.7,0.1769
Encode-Decode_Experiment-18-1,2345035,football,encoding,4,4,18114,18336,222,1045.1,423.4,0.3471
Encode-Decode_Experiment-18-1,2345035,football,encoding,4,4,18384,18646,262,681.2,203.1,0.2228
Encode-Decode_Experiment-18-1,2345035,football,encoding,4,4,18718,18864,146,1256.4,808.8,0.0333
Encode-Decode_Experiment-18-1,2345035,football,encoding,4,4,18890,19022,132,1277.5,886.9,0.3303
Encode-Decode_Experiment-18-1,2345035,football,encoding,4,4,19200,19254,54,877.8,217.4,0.266
Encode-Decode_Experiment-18-1,2345035,football,encoding,4,4,19280,19610,330,958.7,313.7,0.1631
Encode-Decode_Experiment-18-1,2345035,football,encoding,4,4,19678,19900,222,1317.8,935.7,0.3111
Encode-Decode_Experiment-18-1,2345035,football,encoding,4,4,19940,20190,250,1061.4,830.6,0.231
Encode-Decode_Experiment-18-1,2345035,football,encoding,4,4,20224,20312,88,823.4,714.1,0.031
Encode-Decode_Experiment-18-1,2386442,teeth,encoding,5,5,20320,20590,270,997.4,590.1,0.1328
Encode-Decode_Experiment-18-1,2386442,teeth,encoding,5,5,20618,20750,132,936.1,697.7,0.0874
Encode-Decode_Experiment-18-1,2386442,teeth,encoding,5,5,20798,20964,166,1386.2,609.4,0.1721
Encode-Decode_Experiment-18-1,2386442,teeth,encoding,5,5,20982,21182,200,1445.6,627.0,0.1742
Encode-Decode_Experiment-18-1,2386442,teeth,encoding,5,5,21260,21490,230,316.4,234.2,0.0651
Encode-Decode_Experiment-18-1,2386442,teeth,encoding,5,5,21516,21710,194,184.7,190.3,0.072
Encode-Decode_Experiment-18-1,2386442,teeth,encoding,5,5,21778,21978,200,1282.7,418.6,0.0735
