SubjectID,StimID,CueText,Phase,TrialIndex,TrialID,FixStart_ms,FixEnd_ms,Duration_ms,GazeX,GazeY,Salience
Encode-Decode_Experiment-23-1,2411268,apple,encoding,1,1,4,334,330,973.7,595.3,0.1414
Encode-Decode_Experiment-23-1,2411268,apple,encoding,1,1,368,554,186,1035.7,454.8,0.0902
Encode-Decode_Experiment-23-1,2411268,apple,encoding,1,1,578,756,178,1111.4,382.3,0.1157
Encode-Decode_Experiment-23-1,2411268,apple,encoding,1,1,780,948,168,1037.7,307.3,0.3609
Encode-Decode_Experiment-23-1,2411268,apple,encoding,1,1,978,1212,234,810.2,224.9,0.4171
Encode-Decode_Experiment-23-1,2411268,apple,encoding,1,1,1238,1348,110,953.7,202.0,0.1758
Encode-Decode_Experiment-23-1,2411268,apple,encoding,1,1,1536,1730,194,1136.4,358.8,0.1293
Encode-Decode_Experiment-23-1,2411268,apple,encoding,1,1,1756,2088,332,1019.0,324.6,0.2901
Encode-Decode_Experiment-23-1,2411268,apple,encoding,1,1,2132,2312,180,805.0,259.6,0.1636
Encode-Decode_Experiment-23-1,2411268,apple,encoding,1,1,2350,2556,206,575.9,215.4,0.1013
Encode-Decode_Experiment-23-1,2411268,apple,encoding,1,1,2578,2788,210,529.7,167.0,0.2261
Encode-Decode_Experiment-23-1,2411268,apple,encoding,1,1,2842,3068,226,1198.9,365.8,0.1127
Encode-Decode_Experiment-23-1,2411268,apple,encoding,1,1,3088,3242,154,1145.1,412.1,0.1394
Encode-Decode_Experiment-23-1,2411268,apple,encoding,1,1,3270,3496,226,1231.9,468.3,0.1656
Encode-Decode_Experiment-23-1,2411268,apple,encoding,1,1,3552,4104,552,981.9,922.0,0.053
Encode-Decode_Experiment-23-1,2411268,apple,encoding,1,1,4122,4462,340,1045.4,949.8,0.0893
Encode-Decode_Experiment-23-1,2411268,apple,encoding,1,1,4708,5076,368,1161.2,835.9,0.0992
Encode-Decode_Experiment-23-1,2374670,spray-vehicle,encoding,2,2,5112,5540,428,920.5,586.3,0.2062
Encode-Decode_Experiment-23-1,2374670,spray-vehicle,encoding,2,2,5574,5778,204,1100.3,589.8,0.3151
Encode-Decode_Experiment-23-1,2374670,spray-vehicle,encoding,2,2,5804,6024,220,1000.2,571.9,0.2491
Encode-Decode_Experiment-23-1,2374670,spray-vehicle,encoding,2,2,6068,6324,256,1282.5,842.5,0.0886
Encode-Decode_Experiment-23-1,2374670,spray-vehicle,encoding,2,2,6354,6550,196,1265.8,699.2,0.4573
Encode-Decode_Experiment-23-1,2374670,spray-vehicle,encoding,2,2,6588,6752,164,1332.7,516.1,0.2808
Encode-Decode_Experiment-23-1,2374670,spray-vehicle,encoding,2,2,6780,6820,40,1174.2,511.9,0.1442
Encode-Decode_Experiment-23-1,2374670,spray-vehicle,encoding,2,2,6848,6984,136,1130.4,356.7,0.0691
Encode-Decode_Experiment-23-1,2374670,spray-vehicle,encoding,2,2,7032,7228,196,796.0,234.6,0.2473
Encode-Decode_Experiment-23-1,2374670,spray-vehicle,encoding,2,2,7274,7406,132,419.1,185.4,0.2279
Encode-Decode_Experiment-23-1,2374670,spray-vehicle,encoding,2,2,7436,7652,216,301.8,109.1,0.7241
Encode-Decode_Experiment-23-1,2374670,spray-vehicle,encoding,2,2,7714,8102,388,1010.7,547.0,0.2816
Encode-Decode_Experiment-23-1,2374670,spray-vehicle,encoding,2,2,8130,8262,132,1186.8,623.6,0.4357
Encode-Decode_Experiment-23-1,2374670,spray-vehicle,encoding,2,2,8304,8516,212,938.4,529.0,0.2559
Encode-Decode_Experiment-23-1,2374670,spray-vehicle,encoding,2,2,8542,8890,348,1011.9,618.8,0.3665
Encode-Decode_Experiment-23-1,2374670,spray-vehicle,encoding,2,2,8934,9274,340,761.8,694.2,0.0931
Encode-Decode_Experiment-23-1,2374670,spray-vehicle,encoding,2,2,9318,9832,514,1191.9,669.2,0.3785
Encode-Decode_Experiment-23-1,2374670,spray-vehicle,encoding,2,2,9850,10150,300,1179.7,615.3,0.4519
Encode-Decode_Experiment-23-1,2408717,surfboard,encoding,3,3,10158,10390,232,958.1,588.3,0.0247
Encode-Decode_Experiment-23-1,2408717,surfboard,encoding,3,3,10426,10720,294,749.9,557.7,0.1149
Encode-Decode_Experiment-23-1,2408717,surfboard,encoding,3,3,10766,11048,282,351.1,576.9,0.3045
