SubjectID,StimID,CueText,Phase,TrialIndex,TrialID,SaccStart_ms,SaccEnd_ms,Duration_ms,StartX,StartY,EndX,EndY,PeakVelocity
Encode-Decode_Experiment-21-1,2409918,elephant,encoding,1,1,300,334,34,986.4,567.4,1168.8,442.9,193.5
Encode-Decode_Experiment-21-1,2409918,elephant,encoding,1,1,552,618,66,1169.2,439.8,456.9,612.1,365.3
Encode-Decode_Experiment-21-1,2409918,elephant,encoding,1,1,942,1116,174,432.2,610.6,374.9,478.2,1193.8
Encode-Decode_Experiment-21-1,2409918,elephant,encoding,1,1,1210,1232,22,374.8,478.9,347.7,371.5,165.6
Encode-Decode_Experiment-21-1,2409918,elephant,encoding,1,1,1520,1532,12,349.0,344.1,319.2,313.2,82.9
Encode-Decode_Experiment-21-1,2409918,elephant,encoding,1,1,1762,1828,66,329.5,314.0,1120.1,315.0,375.9
Encode-Decode_Experiment-21-1,2409918,elephant,encoding,1,1,2006,2032,26,1154.3,322.1,1118.3,473.3,242.7
Encode-Decode_Experiment-21-1,2409918,elephant,encoding,1,1,2464,2482,18,1129.1,457.4,1166.6,495.1,64.0
Encode-Decode_Experiment-21-1,2409918,elephant,encoding,1,1,2514,2540,26,1164.1,499.8,1012.1,573.2,242.5
Encode-Decode_Experiment-21-1,2409918,elephant,encoding,1,1,2778,2834,56,1027.5,572.1,1612.3,703.8,261.8
Encode-Decode_Experiment-21-1,2409918,elephant,encoding,1,1,3260,3280,20,1603.8,687.2,1567.7,600.7,157.6
Encode-Decode_Experiment-21-1,2409918,elephant,encoding,1,1,3432,3468,36,1561.7,599.0,1303.5,636.6,245.4
Encode-Decode_Experiment-21-1,2409918,elephant,encoding,1,1,3574,3758,184,1312.5,643.5,1273.3,636.4,1284.4
Encode-Decode_Experiment-21-1,2409918,elephant,encoding,1,1,4094,4110,16,1258.4,605.8,1313.9,643.4,96.8
Encode-Decode_Experiment-21-1,2409918,elephant,encoding,1,1,4336,4358,22,1322.5,645.7,1221.6,594.3,140.2
Encode-Decode_Experiment-21-1,2409918,elephant,encoding,1,1,4490,4546,56,1207.7,588.6,1715.6,240.7,372.9
Encode-Decode_Experiment-21-1,2409918,elephant,encoding,1,1,4828,4884,56,1712.8,243.3,1224.8,186.6,360.5
Encode-Decode_Experiment-21-1,2409918,elephant,encoding,1,1,5060,5076,16,1209.0,195.5,1312.5,172.4,139.1
Encode-Decode_Experiment-21-1,2379478,baby-milk,encoding,2,2,5330,5360,30,938.3,561.7,1131.0,539.6,173.2
Encode-Decode_Experiment-21-1,2379478,baby-milk,encoding,2,2,5788,5808,20,1138.3,550.2,1040.9,519.8,117.8
Encode-Decode_Experiment-21-1,2379478,baby-milk,encoding,2,2,6070,6112,42,1012.4,519.3,904.4,314.7,218.4
Encode-Decode_Experiment-21-1,2379478,baby-milk,encoding,2,2,6362,6380,18,913.2,312.5,984.1,282.8,109.6
Encode-Decode_Experiment-21-1,2379478,baby-milk,encoding,2,2,6718,6740,22,986.0,275.9,885.3,307.4,120.7
Encode-Decode_Experiment-21-1,2379478,baby-milk,encoding,2,2,7024,7058,34,890.7,307.2,1033.8,508.6,289.9
Encode-Decode_Experiment-21-1,2379478,baby-milk,encoding,2,2,7228,7238,10,1022.8,503.2,1002.1,486.7,53.4
Encode-Decode_Experiment-21-1,2379478,baby-milk,encoding,2,2,7530,7538,8,1001.6,480.6,1019.3,471.5,45.0
Encode-Decode_Experiment-21-1,2379478,baby-milk,encoding,2,2,7690,7722,32,1013.9,471.0,970.8,660.2,244.2
Encode-Decode_Experiment-21-1,2379478,baby-milk,encoding,2,2,7896,7932,36,980.2,653.2,696.2,782.8,284.6
Encode-Decode_Experiment-21-1,2379478,baby-milk,encoding,2,2,8234,8246,12,707.2,781.5,669.6,756.8,79.8
Encode-Decode_Experiment-21-1,2379478,baby-milk,encoding,2,2,8422,8456,34,679.9,752.5,821.8,975.5,287.2
Encode-Decode_Experiment-21-1,2379478,baby-milk,encoding,2,2,8706,8726,20,829.9,971.9,933.3,937.9,137.7
Encode-Decode_Experiment-21-1,2379478,baby-milk,encoding,2,2,8874,8948,74,952.3,926.3,580.9,355.5,405.6
Encode-Decode_Experiment-21-1,2379478,baby-milk,encoding,2,2,9232,9412,180,573.2,345.4,860.8,226.6,1136.5
Encode-Decode_Experiment-21-1,2379478,baby-milk,encoding,2,2,9564,9606,42,858.4,228.5,641.7,105.5,237.2
Encode-Decode_Experiment-21-1,2379478,baby-milk,encoding,2,2,9972,10024,52,639.4,107.1,996.9,221.4,293.0
Encode-Decode_Experiment-21-1,2411268,apple,encoding,3,3,10398,10438,40,959.0,553.0,939.9,328.0,239.5
Encode-Decode_Experiment-21-1,2411268,apple,encoding,3,3,10604,10630,26,942.1,337.8,1128.9,341.9,199.2
Encode-Decode_Experiment-21-1,2411268,apple,encoding,3,3,10784,10808,24,1138.2,337.2,1017.3,211.6,238.5
Encode-Decode_Experiment-21-1,2411268,apple,encoding,3,3,11252,11278,26,981.2,182.3,1056.6,272.9,158.9
Encode-Decode_Experiment-21-1,2411268,apple,encoding,3,3,11628,11654,26,1051.4,259.3,1165.6,348.7,170.0
Encode-Decode_Experiment-21-1,2411268,apple,encoding,3,3,11836,11846,10,1161.0,346.9,1129.6,347.0,55.7
Encode-Decode_Experiment-21-1,2411268,apple,encoding,3,3,12050,12066,16,1126.5,345.3,1111.7,303.4,90.9
Encode-Decode_Experiment-21-1,2411268,apple,encoding,3,3,12392,12414,22,1119.0,326.5,1240.7,392.0,197.4
Encode-Decode_Experiment-21-1,2411268,apple,encoding,3,3,12642,12656,14,1236.9,403.8,1187.7,435.9,98.1
Encode-Decode_Experiment-21-1,2411268,apple,encoding,3,3,12838,12850,12,1184.6,431.9,1187.8,396.7,74.9
Encode-Decode_Experiment-21-1,2411268,apple,encoding,3,3,13316,13338,22,1184.3,405.5,1230.4,489.6,138.4
Encode-Decode_Experiment-21-1,2411268,apple,encoding,3,3,13578,13634,56,1228.3,488.8,989.8,830.8,376.8
Encode-Decode_Experiment-21-1,2411268,apple,encoding,3,3,13854,13874,20,989.6,841.3,899.3,891.9,141.6
Encode-Decode_Experiment-21-1,2411268,apple,encoding,3,3,14080,14100,20,904.6,886.1,902.7,806.3,134.4
Encode-Decode_Experiment-21-1,2411268,apple,encoding,3,3,14260,14300,40,903.9,813.2,561.9,837.3,252.5
Encode-Decode_Experiment-21-1,2411268,apple,encoding,3,3,14480,14528,48,585.8,832.6,640.2,537.5,276.4
Encode-Decode_Experiment-21-1,2411268,apple,encoding,3,3,14666,14704,38,640.2,543.6,642.5,267.2,295.0
Encode-Decode_Experiment-21-1,2411268,apple,encoding,3,3,14994,15136,142,644.0,281.6,717.4,161.5,1213.7
Encode-Decode_Experiment-21-1,2370664,donuts,encoding,4,4,15482,15502,20,946.3,545.5,1029.3,495.6,135.0
Encode-Decode_Experiment-21-1,2370664,donuts,encoding,4,4,15746,15800,54,1033.8,490.2,614.2,593.4,288.9
Encode-Decode_Experiment-21-1,2370664,donuts,encoding,4,4,15972,15992,20,597.3,595.2,615.1,681.2,163.3
Encode-Decode_Experiment-21-1,2370664,donuts,encoding,4,4,16164,16236,72,610.4,666.5,1426.7,615.1,350.2
Encode-Decode_Experiment-21-1,2370664,donuts,encoding,4,4,16572,16596,24,1460.2,613.0,1525.4,520.7,168.2
Encode-Decode_Experiment-21-1,2370664,donuts,encoding,4,4,16994,17050,56,1527.3,531.3,1067.4,430.3,357.8
Encode-Decode_Experiment-21-1,2370664,donuts,encoding,4,4,17442,17454,12,1042.3,441.5,1083.8,423.7,79.5
Encode-Decode_Experiment-21-1,2370664,donuts,encoding,4,4,17662,17776,114,1101.0,406.9,841.5,1112.3,1075.9
Encode-Decode_Experiment-21-1,2370664,donuts,encoding,4,4,17954,17972,18,862.8,1040.4,938.7,998.3,121.6
Encode-Decode_Experiment-21-1,2370664,donuts,encoding,4,4,18162,18230,68,926.0,1003.1,1738.6,968.7,336.2
Encode-Decode_Experiment-21-1,2370664,donuts,encoding,4,4,18534,18546,12,1767.7,971.9,1726.8,943.5,80.4
Encode-Decode_Experiment-21-1,2370664,donuts,encoding,4,4,18896,18976,80,1741.7,956.2,539.1,812.6,488.8
Encode-Decode_Experiment-21-1,2370664,donuts,encoding,4,4,19096,19134,38,536.2,804.0,540.6,537.8,326.9
Encode-Decode_Experiment-21-1,2370664,donuts,encoding,4,4,19622,19684,62,555.8,527.5,1076.9,384.3,292.4
Encode-Decode_Experiment-21-1,2370664,donuts,encoding,4,4,19934,20108,174,1101.6,379.4,1105.0,305.8,1399.4
Encode-Decode_Experiment-21-1,2370664,donuts,encoding,4,4,20232,20242,10,1107.9,326.0,1136.4,340.1,60.5
Encode-Decode_Experiment-21-1,2410309,laptop,encoding,5,5,20384,20554,170,967.3,561.6,953.7,504.0,1167.9
Encode-Decode_Experiment-21-1,2410309,laptop,encoding,5,5,20736,20774,38,962.8,538.9,690.7,538.9,196.3
Encode-Decode_Experiment-21-1,2410309,laptop,encoding,5,5,20926,20958,32,692.8,531.4,478.1,568.3,213.5
Encode-Decode_Experiment-21-1,2410309,laptop,encoding,5,5,21164,21172,8,485.0,566.5,459.1,565.6,55.2
Encode-Decode_Experiment-21-1,2410309,laptop,encoding,5,5,21542,21616,74,465.5,560.1,1081.0,515.8,289.6
Encode-Decode_Experiment-21-1,2410309,laptop,encoding,5,5,21754,21778,24,1105.1,519.1,1271.0,565.5,197.9
Encode-Decode_Experiment-21-1,2410309,laptop,encoding,5,5,21924,21934,10,1274.3,579.2,1305.9,596.5,69.4
Encode-Decode_Experiment-21-1,2410309,laptop,encoding,5,5,22070,22112,42,1308.8,603.9,1087.5,856.8,334.7
Encode-Decode_Experiment-21-1,2410309,laptop,encoding,5,5,22296,22316,20,1095.8,856.5,1034.7,924.7,136.2
Encode-Decode_Experiment-21-1,2410309,laptop,encoding,5,5,22568,22590,22,1040.7,927.6,1199.2,938.8,179.2
Encode-Decode_Experiment-21-1,2410309,laptop,encoding,5,5,22782,22814,32,1229.5,936.1,1021.2,927.8,182.7
Encode-Decode_Experiment-21-1,2410309,laptop,encoding,5,5,23092,23100,8,1022.4,922.7,1011.1,906.5,49.5
Encode-Decode_Experiment-21-1,2410309,laptop,encoding,5,5,23304,23352,48,1014.7,917.9,1520.9,856.2,269.3
Encode-Decode_Experiment-21-1,2410309,laptop,encoding,5,5,23604,23646,42,1521.6,855.5,1774.9,708.4,227.0
Encode-Decode_Experiment-21-1,2410309,laptop,encoding,5,5,24004,24062,58,1784.9,706.1,1311.9,666.8,368.5
Encode-Decode_Experiment-21-1,2410309,laptop,encoding,5,5,24248,24266,18,1292.3,656.9,1283.1,596.6,115.5
