SubjectID,StimID,CueText,Phase,TrialIndex,TrialID,FixStart_ms,FixEnd_ms,Duration_ms,GazeX,GazeY
Encode-Decode_Experiment-4-1,2356125,airport,encoding,2,2,7960,8142,182,978.1,594.0
Encode-Decode_Experiment-4-1,2356125,airport,encoding,2,2,8198,8338,140,487.6,501.2
Encode-Decode_Experiment-4-1,2356125,airport,encoding,2,2,8370,8548,178,580.3,382.3
Encode-Decode_Experiment-4-1,2356125,airport,encoding,2,2,8606,8724,118,1096.8,436.1
Encode-Decode_Experiment-4-1,2356125,airport,encoding,2,2,8762,8934,172,1112.0,602.0
Encode-Decode_Experiment-4-1,2356125,airport,encoding,2,2,8992,9202,210,461.4,617.6
Encode-Decode_Experiment-4-1,2356125,airport,encoding,2,2,9244,9366,122,284.5,482.4
Encode-Decode_Experiment-4-1,2356125,airport,encoding,2,2,9406,9588,182,339.2,355.7
Encode-Decode_Experiment-4-1,2356125,airport,encoding,2,2,9618,9792,174,584.1,343.9
Encode-Decode_Experiment-4-1,2356125,airport,encoding,2,2,9854,10038,184,1123.1,374.9
Encode-Decode_Experiment-4-1,2356125,airport,encoding,2,2,10094,10140,46,1459.1,353.4
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,10148,10402,254,955.6,544.2
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,10444,10624,180,535.7,441.0
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,10652,10902,250,655.3,523.0
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,10964,11118,154,1165.2,482.7
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,11160,11476,316,1293.9,595.4
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,11558,11812,254,187.6,543.8
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,11822,11974,152,180.4,563.6
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,12016,12288,272,539.2,403.3
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,12354,12542,188,1201.3,437.3
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,12594,12882,288,1327.9,557.4
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,12898,13092,194,1302.0,575.9
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,13134,13408,274,1282.9,327.1
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,13478,13610,132,583.1,356.8
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,13634,13858,224,633.8,439.3
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,13930,14090,160,525.2,932.5
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,14154,14342,188,1181.3,945.3
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,14408,14514,106,1489.6,512.6
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,14562,14692,130,1267.1,275.8
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,14756,14978,222,699.9,301.9
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,15014,15170,156,569.3,263.7
Encode-Decode_Experiment-4-1,2379478,baby-milk,encoding,4,4,15230,15492,262,980.0,574.7
Encode-Decode_Experiment-4-1,2379478,baby-milk,encoding,4,4,15526,15728,202,1012.0,426.5
Encode-Decode_Experiment-4-1,2379478,baby-milk,encoding,4,4,15756,16038,282,1016.4,303.2
Encode-Decode_Experiment-4-1,2379478,baby-milk,encoding,4,4,16066,16410,344,861.8,340.9
Encode-Decode_Experiment-4-1,2379478,baby-milk,encoding,4,4,16464,16618,154,1172.0,455.5
Encode-Decode_Experiment-4-1,2379478,baby-milk,encoding,4,4,16652,16878,226,1243.1,445.2
Encode-Decode_Experiment-4-1,2379478,baby-milk,encoding,4,4,16942,17160,218,686.9,876.2
Encode-Decode_Experiment-4-1,2379478,baby-milk,encoding,4,4,17190,17338,148,646.8,802.6
Encode-Decode_Experiment-4-1,2379478,baby-milk,encoding,4,4,17390,17814,424,898.7,901.8
Encode-Decode_Experiment-4-1,2379478,baby-milk,encoding,4,4,17844,18122,278,669.1,787.6
Encode-Decode_Experiment-4-1,2379478,baby-milk,encoding,4,4,18184,18278,94,1043.0,345.9
Encode-Decode_Experiment-4-1,2379478,baby-milk,encoding,4,4,18306,18464,158,1070.7,251.2
Encode-Decode_Experiment-4-1,2379478,baby-milk,encoding,4,4,18488,18750,262,1000.5,230.5
Encode-Decode_Experiment-4-1,2379478,baby-milk,encoding,4,4,18810,19150,340,672.6,358.1
Encode-Decode_Experiment-4-1,2379478,baby-milk,encoding,4,4,19196,19444,248,970.7,222.9
Encode-Decode_Experiment-4-1,2379478,baby-milk,encoding,4,4,19470,19734,264,1171.6,170.5
Encode-Decode_Experiment-4-1,2379478,baby-milk,encoding,4,4,19768,20032,264,1265.7,371.7
Encode-Decode_Experiment-4-1,2379478,baby-milk,encoding,4,4,20056,20174,118,1223.5,421.2
Encode-Decode_Experiment-4-1,2379478,baby-milk,encoding,4,4,20212,20306,94,863.5,718.5
Encode-Decode_Experiment-4-1,2385550,tangerines,encoding,5,5,20314,20548,234,974.0,577.3
Encode-Decode_Experiment-4-1,2385550,tangerines,encoding,5,5,20598,21032,434,526.9,529.6
Encode-Decode_Experiment-4-1,2385550,tangerines,encoding,5,5,21054,21192,138,452.8,510.7
Encode-Decode_Experiment-4-1,2385550,tangerines,encoding,5,5,21238,21494,256,919.6,627.6
Encode-Decode_Experiment-4-1,2385550,tangerines,encoding,5,5,21554,21806,252,1378.6,597.5
Encode-Decode_Experiment-4-1,2385550,tangerines,encoding,5,5,21840,22082,242,1384.7,408.6
Encode-Decode_Experiment-4-1,2385550,tangerines,encoding,5,5,22110,22608,498,1236.8,461.8
Encode-Decode_Experiment-4-1,2385550,tangerines,encoding,5,5,22670,23028,358,522.4,433.0
Encode-Decode_Experiment-4-1,2385550,tangerines,encoding,5,5,23084,23302,218,570.4,763.6
Encode-Decode_Experiment-4-1,2385550,tangerines,encoding,5,5,23336,23472,136,521.4,842.0
Encode-Decode_Experiment-4-1,2385550,tangerines,encoding,5,5,23516,23686,170,831.1,857.0
Encode-Decode_Experiment-4-1,2385550,tangerines,encoding,5,5,23728,23864,136,1158.9,670.1
Encode-Decode_Experiment-4-1,2385550,tangerines,encoding,5,5,23932,24138,206,1802.0,845.5
Encode-Decode_Experiment-4-1,2385550,tangerines,encoding,5,5,24212,24452,240,1236.2,394.0
Encode-Decode_Experiment-4-1,2385550,tangerines,encoding,5,5,24514,24792,278,820.8,569.0
Encode-Decode_Experiment-4-1,2385550,tangerines,encoding,5,5,24840,25130,290,494.5,397.9
Encode-Decode_Experiment-4-1,2385550,tangerines,encoding,5,5,25156,25284,128,646.1,381.7
Encode-Decode_Experiment-4-1,2385550,tangerines,encoding,5,5,25352,25386,34,1345.5,279.7
Encode-Decode_Experiment-4-1,2356125,airport,encoding,6,6,25396,25688,292,940.8,514.0
Encode-Decode_Experiment-4-1,2356125,airport,encoding,6,6,25728,25882,154,1139.5,513.3
Encode-Decode_Experiment-4-1,2356125,airport,encoding,6,6,25924,26080,156,1156.3,612.1
Encode-Decode_Experiment-4-1,2356125,airport,encoding,6,6,26150,26336,186,524.9,505.6
Encode-Decode_Experiment-4-1,2356125,airport,encoding,6,6,26380,26646,266,458.5,539.2
Encode-Decode_Experiment-4-1,2356125,airport,encoding,6,6,26698,26850,152,357.4,357.2
Encode-Decode_Experiment-4-1,2356125,airport,encoding,6,6,26888,27112,224,609.3,343.4
Encode-Decode_Experiment-4-1,2356125,airport,encoding,6,6,27174,27392,218,1113.4,417.4
Encode-Decode_Experiment-4-1,2356125,airport,encoding,6,6,27432,27698,266,1151.6,484.3
Encode-Decode_Experiment-4-1,2356125,airport,encoding,6,6,27750,28026,276,1484.4,401.3
Encode-Decode_Experiment-4-1,2356125,airport,encoding,6,6,28070,28294,224,1158.1,336.8
Encode-Decode_Experiment-4-1,2356125,airport,encoding,6,6,28352,28638,286,465.7,492.0
Encode-Decode_Experiment-4-1,2356125,airport,encoding,6,6,28680,28948,268,291.9,327.3
Encode-Decode_Experiment-4-1,2356125,airport,encoding,6,6,28988,29344,356,557.7,320.3
Encode-Decode_Experiment-4-1,2356125,airport,encoding,6,6,29406,29590,184,182.1,548.9
Encode-Decode_Experiment-4-1,2356125,airport,encoding,6,6,29640,29756,116,396.4,324.0
Encode-Decode_Experiment-4-1,2356125,airport,encoding,6,6,29782,29870,88,321.5,326.3
Encode-Decode_Experiment-4-1,2356125,airport,encoding,6,6,29912,30214,302,599.7,305.3
Encode-Decode_Experiment-4-1,2356125,airport,encoding,6,6,30260,30466,206,326.4,332.1
Encode-Decode_Experiment-4-1,2362704,bears,encoding,7,7,30474,30748,274,977.0,573.7
Encode-Decode_Experiment-4-1,2362704,bears,encoding,7,7,30778,30974,196,884.9,695.8
Encode-Decode_Experiment-4-1,2362704,bears,encoding,7,7,31010,31162,152,834.4,516.8
Encode-Decode_Experiment-4-1,2362704,bears,encoding,7,7,31224,31444,220,1257.4,666.6
Encode-Decode_Experiment-4-1,2362704,bears,encoding,7,7,31506,31772,266,856.5,717.8
Encode-Decode_Experiment-4-1,2362704,bears,encoding,7,7,31800,32002,202,715.4,658.0
Encode-Decode_Experiment-4-1,2362704,bears,encoding,7,7,32062,32200,138,804.1,352.3
Encode-Decode_Experiment-4-1,2362704,bears,encoding,7,7,32226,32422,196,854.7,422.2
Encode-Decode_Experiment-4-1,2362704,bears,encoding,7,7,32480,32766,286,1257.5,396.3
Encode-Decode_Experiment-4-1,2362704,bears,encoding,7,7,32796,33056,260,1235.4,545.4
Encode-Decode_Experiment-4-1,2362704,bears,encoding,7,7,33096,33484,388,1297.5,634.6
Encode-Decode_Experiment-4-1,2362704,bears,encoding,7,7,33524,33708,184,823.1,350.2
Encode-Decode_Experiment-4-1,2362704,bears,encoding,7,7,33732,33900,168,811.4,421.0
Encode-Decode_Experiment-4-1,2362704,bears,encoding,7,7,33918,34096,178,802.9,393.6
Encode-Decode_Experiment-4-1,2362704,bears,encoding,7,7,34154,34460,306,1068.9,896.1
Encode-Decode_Experiment-4-1,2362704,bears,encoding,7,7,34532,34688,156,868.5,363.5
Encode-Decode_Experiment-4-1,2362704,bears,encoding,7,7,34714,34836,122,812.0,383.4
Encode-Decode_Experiment-4-1,2362704,bears,encoding,7,7,35028,35162,134,1150.2,288.7
Encode-Decode_Experiment-4-1,2362704,bears,encoding,7,7,35220,35544,324,799.6,367.3
Encode-Decode_Experiment-4-1,2394020,horse ride,encoding,8,8,35552,35664,112,948.2,577.2
Encode-Decode_Experiment-4-1,2394020,horse ride,encoding,8,8,35680,35908,228,982.4,573.1
Encode-Decode_Experiment-4-1,2394020,horse ride,encoding,8,8,35946,36292,346,854.9,662.7
Encode-Decode_Experiment-4-1,2394020,horse ride,encoding,8,8,36316,36642,326,935.2,597.9
Encode-Decode_Experiment-4-1,2394020,horse ride,encoding,8,8,36698,37348,650,1535.1,529.4
Encode-Decode_Experiment-4-1,2394020,horse ride,encoding,8,8,37372,38092,720,1515.5,607.5
Encode-Decode_Experiment-4-1,2394020,horse ride,encoding,8,8,38128,38258,130,1452.4,422.3
Encode-Decode_Experiment-4-1,2394020,horse ride,encoding,8,8,38372,38566,194,1451.4,453.7
Encode-Decode_Experiment-4-1,2394020,horse ride,encoding,8,8,38634,38832,198,840.6,589.6
Encode-Decode_Experiment-4-1,2394020,horse ride,encoding,8,8,38860,39340,480,917.5,516.5
Encode-Decode_Experiment-4-1,2394020,horse ride,encoding,8,8,39384,39538,154,691.3,620.4
Encode-Decode_Experiment-4-1,2394020,horse ride,encoding,8,8,39606,39786,180,1464.4,544.2
Encode-Decode_Experiment-4-1,2394020,horse ride,encoding,8,8,39854,40164,310,884.8,562.0
Encode-Decode_Experiment-4-1,2394020,horse ride,encoding,8,8,40184,40626,442,913.1,561.8
Encode-Decode_Experiment-4-1,2374670,spray-vehicle,encoding,9,9,40634,40928,294,1023.3,582.1
Encode-Decode_Experiment-4-1,2374670,spray-vehicle,encoding,9,9,40956,41266,310,923.8,509.2
Encode-Decode_Experiment-4-1,2374670,spray-vehicle,encoding,9,9,41310,41700,390,1188.0,666.1
Encode-Decode_Experiment-4-1,2374670,spray-vehicle,encoding,9,9,41730,42042,312,982.1,535.2
Encode-Decode_Experiment-4-1,2374670,spray-vehicle,encoding,9,9,42082,42306,224,962.3,795.5
Encode-Decode_Experiment-4-1,2374670,spray-vehicle,encoding,9,9,42350,42496,146,1305.8,793.8
Encode-Decode_Experiment-4-1,2374670,spray-vehicle,encoding,9,9,42542,42738,196,1015.5,378.9
Encode-Decode_Experiment-4-1,2374670,spray-vehicle,encoding,9,9,42788,43092,304,436.5,192.8
Encode-Decode_Experiment-4-1,2374670,spray-vehicle,encoding,9,9,43158,43418,260,1022.6,506.4
Encode-Decode_Experiment-4-1,2374670,spray-vehicle,encoding,9,9,43458,43748,290,1186.4,573.1
Encode-Decode_Experiment-4-1,2374670,spray-vehicle,encoding,9,9,43772,44116,344,1189.5,648.6
Encode-Decode_Experiment-4-1,2374670,spray-vehicle,encoding,9,9,44180,44354,174,689.5,821.6
Encode-Decode_Experiment-4-1,2374670,spray-vehicle,encoding,9,9,44418,44578,160,288.7,978.5
Encode-Decode_Experiment-4-1,2374670,spray-vehicle,encoding,9,9,44644,44892,248,845.6,705.8
Encode-Decode_Experiment-4-1,2374670,spray-vehicle,encoding,9,9,44948,45174,226,634.5,357.1
Encode-Decode_Experiment-4-1,2374670,spray-vehicle,encoding,9,9,45222,45540,318,672.0,152.6
Encode-Decode_Experiment-4-1,2374670,spray-vehicle,encoding,9,9,45606,45706,100,1319.4,171.3
Encode-Decode_Experiment-4-1,2347400,wine,encoding,10,10,45714,45954,240,963.6,579.1
Encode-Decode_Experiment-4-1,2347400,wine,encoding,10,10,45986,46266,280,1216.3,511.2
Encode-Decode_Experiment-4-1,2347400,wine,encoding,10,10,46308,46434,126,1260.7,410.6
Encode-Decode_Experiment-4-1,2347400,wine,encoding,10,10,46498,46620,122,705.8,479.9
Encode-Decode_Experiment-4-1,2347400,wine,encoding,10,10,46656,46946,290,611.4,449.8
Encode-Decode_Experiment-4-1,2347400,wine,encoding,10,10,46976,47390,414,432.2,388.1
Encode-Decode_Experiment-4-1,2347400,wine,encoding,10,10,47448,47628,180,344.0,651.0
Encode-Decode_Experiment-4-1,2347400,wine,encoding,10,10,47682,47876,194,482.7,858.8
Encode-Decode_Experiment-4-1,2347400,wine,encoding,10,10,47948,48132,184,1313.8,738.4
Encode-Decode_Experiment-4-1,2347400,wine,encoding,10,10,48164,48306,142,1307.2,573.8
Encode-Decode_Experiment-4-1,2347400,wine,encoding,10,10,48324,48426,102,1307.2,609.7
Encode-Decode_Experiment-4-1,2347400,wine,encoding,10,10,48474,48686,212,1256.5,396.2
Encode-Decode_Experiment-4-1,2347400,wine,encoding,10,10,48858,48896,38,1262.4,451.1
Encode-Decode_Experiment-4-1,2347400,wine,encoding,10,10,48964,49242,278,602.1,467.8
Encode-Decode_Experiment-4-1,2347400,wine,encoding,10,10,49274,50208,934,573.0,367.8
Encode-Decode_Experiment-4-1,2347400,wine,encoding,10,10,50246,50478,232,394.7,388.2
Encode-Decode_Experiment-4-1,2347400,wine,encoding,10,10,50544,50750,206,488.1,817.4
Encode-Decode_Experiment-4-1,2409918,elephant,encoding,11,11,50778,50978,200,948.0,585.5
Encode-Decode_Experiment-4-1,2409918,elephant,encoding,11,11,51022,51260,238,1210.0,407.5
Encode-Decode_Experiment-4-1,2409918,elephant,encoding,11,11,51288,51638,350,1208.2,296.6
Encode-Decode_Experiment-4-1,2409918,elephant,encoding,11,11,51718,51946,228,362.9,396.3
Encode-Decode_Experiment-4-1,2409918,elephant,encoding,11,11,51986,52214,228,393.2,597.3
Encode-Decode_Experiment-4-1,2409918,elephant,encoding,11,11,52240,52514,274,425.3,634.8
Encode-Decode_Experiment-4-1,2409918,elephant,encoding,11,11,52588,52806,218,1328.2,580.6
Encode-Decode_Experiment-4-1,2409918,elephant,encoding,11,11,52850,53090,240,1561.6,504.3
Encode-Decode_Experiment-4-1,2409918,elephant,encoding,11,11,53142,53302,160,1448.7,632.1
Encode-Decode_Experiment-4-1,2409918,elephant,encoding,11,11,53368,53614,246,1222.1,268.2
Encode-Decode_Experiment-4-1,2409918,elephant,encoding,11,11,53648,53858,210,1200.3,371.5
Encode-Decode_Experiment-4-1,2409918,elephant,encoding,11,11,53884,54054,170,1148.5,424.7
Encode-Decode_Experiment-4-1,2409918,elephant,encoding,11,11,54128,54474,346,368.9,297.4
Encode-Decode_Experiment-4-1,2409918,elephant,encoding,11,11,54508,55198,690,301.4,261.2
Encode-Decode_Experiment-4-1,2409918,elephant,encoding,11,11,55274,55424,150,1199.0,243.2
Encode-Decode_Experiment-4-1,2409918,elephant,encoding,11,11,55460,55844,384,1165.6,398.7
Encode-Decode_Experiment-4-1,2345035,football,encoding,12,12,55852,55920,68,955.3,584.6
Encode-Decode_Experiment-4-1,2345035,football,encoding,12,12,55944,56064,120,993.6,583.5
Encode-Decode_Experiment-4-1,2345035,football,encoding,12,12,56096,56306,210,880.7,418.2
Encode-Decode_Experiment-4-1,2345035,football,encoding,12,12,56356,56576,220,1224.1,830.0
Encode-Decode_Experiment-4-1,2345035,football,encoding,12,12,56636,56892,256,837.0,863.5
Encode-Decode_Experiment-4-1,2345035,football,encoding,12,12,56966,57286,320,1065.9,323.2
Encode-Decode_Experiment-4-1,2345035,football,encoding,12,12,57318,57454,136,1304.1,189.5
Encode-Decode_Experiment-4-1,2345035,football,encoding,12,12,57520,57736,216,736.2,204.9
Encode-Decode_Experiment-4-1,2345035,football,encoding,12,12,57774,57998,224,857.3,192.4
Encode-Decode_Experiment-4-1,2345035,football,encoding,12,12,58074,58506,432,1231.4,787.7
Encode-Decode_Experiment-4-1,2345035,football,encoding,12,12,58574,58778,204,959.7,321.9
Encode-Decode_Experiment-4-1,2345035,football,encoding,12,12,58814,59032,218,674.4,140.9
Encode-Decode_Experiment-4-1,2345035,football,encoding,12,12,59070,59314,244,834.5,132.2
Encode-Decode_Experiment-4-1,2345035,football,encoding,12,12,59352,59420,68,687.4,261.2
Encode-Decode_Experiment-4-1,2345035,football,encoding,12,12,59476,59616,140,1019.0,356.9
Encode-Decode_Experiment-4-1,2345035,football,encoding,12,12,59648,59854,206,964.5,372.6
Encode-Decode_Experiment-4-1,2345035,football,encoding,12,12,59918,60126,208,1222.1,708.1
Encode-Decode_Experiment-4-1,2345035,football,encoding,12,12,60170,60402,232,1294.7,852.8
Encode-Decode_Experiment-4-1,2345035,football,encoding,12,12,60430,60652,222,1265.5,845.4
Encode-Decode_Experiment-4-1,2345035,football,encoding,12,12,60690,60884,194,881.8,772.6
Encode-Decode_Experiment-4-1,2383555,boat,encoding,13,13,60932,61206,274,982.0,577.9
Encode-Decode_Experiment-4-1,2383555,boat,encoding,13,13,61238,61424,186,850.3,422.5
Encode-Decode_Experiment-4-1,2383555,boat,encoding,13,13,61462,62174,712,751.5,549.6
Encode-Decode_Experiment-4-1,2383555,boat,encoding,13,13,62238,62644,406,1123.7,277.5
Encode-Decode_Experiment-4-1,2383555,boat,encoding,13,13,62676,62864,188,904.1,354.0
Encode-Decode_Experiment-4-1,2383555,boat,encoding,13,13,62888,63218,330,849.8,366.6
Encode-Decode_Experiment-4-1,2383555,boat,encoding,13,13,63260,63418,158,672.7,390.6
Encode-Decode_Experiment-4-1,2383555,boat,encoding,13,13,63464,63812,348,465.3,607.6
Encode-Decode_Experiment-4-1,2383555,boat,encoding,13,13,63856,63956,100,301.8,714.5
Encode-Decode_Experiment-4-1,2383555,boat,encoding,13,13,64022,64320,298,713.4,442.9
Encode-Decode_Experiment-4-1,2383555,boat,encoding,13,13,64360,64620,260,849.2,325.0
Encode-Decode_Experiment-4-1,2383555,boat,encoding,13,13,64662,65090,428,1143.0,185.5
Encode-Decode_Experiment-4-1,2383555,boat,encoding,13,13,65154,65418,264,1592.3,484.2
Encode-Decode_Experiment-4-1,2383555,boat,encoding,13,13,65450,65682,232,1652.2,357.1
Encode-Decode_Experiment-4-1,2383555,boat,encoding,13,13,65748,65924,176,600.4,299.3
Encode-Decode_Experiment-4-1,2383555,boat,encoding,13,13,65980,66014,34,44.4,227.9
Encode-Decode_Experiment-4-1,2386442,teeth,encoding,14,14,66022,66048,26,978.6,577.0
Encode-Decode_Experiment-4-1,2386442,teeth,encoding,14,14,66056,66266,210,983.6,535.6
Encode-Decode_Experiment-4-1,2386442,teeth,encoding,14,14,66318,66424,106,1272.0,493.3
Encode-Decode_Experiment-4-1,2386442,teeth,encoding,14,14,66484,66846,362,919.0,716.0
Encode-Decode_Experiment-4-1,2386442,teeth,encoding,14,14,66916,67186,270,298.0,398.8
Encode-Decode_Experiment-4-1,2386442,teeth,encoding,14,14,67216,67862,646,229.7,278.1
Encode-Decode_Experiment-4-1,2386442,teeth,encoding,14,14,67930,68016,86,983.8,370.7
Encode-Decode_Experiment-4-1,2386442,teeth,encoding,14,14,68068,68188,120,801.1,608.5
Encode-Decode_Experiment-4-1,2386442,teeth,encoding,14,14,68224,68438,214,887.7,609.6
Encode-Decode_Experiment-4-1,2386442,teeth,encoding,14,14,68502,68684,182,1309.9,376.7
Encode-Decode_Experiment-4-1,2386442,teeth,encoding,14,14,68710,68946,236,1302.9,349.7
Encode-Decode_Experiment-4-1,2386442,teeth,encoding,14,14,68996,69098,102,1445.7,507.0
Encode-Decode_Experiment-4-1,2386442,teeth,encoding,14,14,69128,69340,212,1267.1,382.0
Encode-Decode_Experiment-4-1,2386442,teeth,encoding,14,14,69394,69592,198,1435.6,561.5
Encode-Decode_Experiment-4-1,2386442,teeth,encoding,14,14,69632,69812,180,860.3,718.6
Encode-Decode_Experiment-4-1,2386442,teeth,encoding,14,14,69882,70022,140,201.3,572.8
Encode-Decode_Experiment-4-1,2386442,teeth,encoding,14,14,70046,70264,218,197.4,516.6
Encode-Decode_Experiment-4-1,2386442,teeth,encoding,14,14,70412,70620,208,813.8,765.8
Encode-Decode_Experiment-4-1,2386442,teeth,encoding,14,14,70658,70852,194,930.6,742.4
Encode-Decode_Experiment-4-1,2386442,teeth,encoding,14,14,70916,71090,174,1418.2,566.4
Encode-Decode_Experiment-4-1,2374670,spray-vehicle,encoding,15,15,71098,71364,266,1030.8,568.5
Encode-Decode_Experiment-4-1,2374670,spray-vehicle,encoding,15,15,71390,71528,138,932.8,526.0
Encode-Decode_Experiment-4-1,2374670,spray-vehicle,encoding,15,15,71572,71970,398,1183.7,657.8
Encode-Decode_Experiment-4-1,2374670,spray-vehicle,encoding,15,15,72026,72306,280,920.8,781.2
Encode-Decode_Experiment-4-1,2374670,spray-vehicle,encoding,15,15,72362,72662,300,1256.1,784.0
Encode-Decode_Experiment-4-1,2374670,spray-vehicle,encoding,15,15,72716,72978,262,1040.9,573.3
Encode-Decode_Experiment-4-1,2374670,spray-vehicle,encoding,15,15,73012,73502,490,947.8,477.9
Encode-Decode_Experiment-4-1,2374670,spray-vehicle,encoding,15,15,73550,74072,522,1187.0,608.0
Encode-Decode_Experiment-4-1,2374670,spray-vehicle,encoding,15,15,74088,74348,260,1192.3,652.7
Encode-Decode_Experiment-4-1,2374670,spray-vehicle,encoding,15,15,74416,74592,176,504.2,392.3
Encode-Decode_Experiment-4-1,2374670,spray-vehicle,encoding,15,15,74638,74902,264,414.4,815.5
Encode-Decode_Experiment-4-1,2374670,spray-vehicle,encoding,15,15,75034,75194,160,419.8,260.2
Encode-Decode_Experiment-4-1,2374670,spray-vehicle,encoding,15,15,75256,75494,238,955.2,397.5
Encode-Decode_Experiment-4-1,2374670,spray-vehicle,encoding,15,15,75518,75782,264,970.1,461.9
Encode-Decode_Experiment-4-1,2374670,spray-vehicle,encoding,15,15,75822,76040,218,1006.7,572.9
Encode-Decode_Experiment-4-1,2374670,spray-vehicle,encoding,15,15,76100,76174,74,1410.4,709.9
Encode-Decode_Experiment-4-1,2385851,suitcase,encoding,16,16,76182,76434,252,977.2,565.6
Encode-Decode_Experiment-4-1,2385851,suitcase,encoding,16,16,76480,76738,258,1079.1,352.9
Encode-Decode_Experiment-4-1,2385851,suitcase,encoding,16,16,76780,77122,342,848.5,417.0
Encode-Decode_Experiment-4-1,2385851,suitcase,encoding,16,16,77150,77418,268,839.3,370.2
Encode-Decode_Experiment-4-1,2385851,suitcase,encoding,16,16,77472,77652,180,1113.7,337.5
Encode-Decode_Experiment-4-1,2385851,suitcase,encoding,16,16,77694,77968,274,1136.5,476.0
Encode-Decode_Experiment-4-1,2385851,suitcase,encoding,16,16,78006,78196,190,1143.6,625.1
Encode-Decode_Experiment-4-1,2385851,suitcase,encoding,16,16,78242,78502,260,835.3,626.6
Encode-Decode_Experiment-4-1,2385851,suitcase,encoding,16,16,78544,78920,376,1162.8,612.1
Encode-Decode_Experiment-4-1,2385851,suitcase,encoding,16,16,78952,79170,218,842.0,581.5
Encode-Decode_Experiment-4-1,2385851,suitcase,encoding,16,16,79216,79632,416,865.4,389.6
Encode-Decode_Experiment-4-1,2385851,suitcase,encoding,16,16,79660,80000,340,840.2,340.7
Encode-Decode_Experiment-4-1,2385851,suitcase,encoding,16,16,80044,80178,134,852.6,503.6
Encode-Decode_Experiment-4-1,2385851,suitcase,encoding,16,16,80206,80522,316,921.0,342.9
Encode-Decode_Experiment-4-1,2385851,suitcase,encoding,16,16,80556,80726,170,838.4,371.3
Encode-Decode_Experiment-4-1,2385851,suitcase,encoding,16,16,80774,81254,480,1101.9,252.6
