svg_z_dec_within_resid,prop_total_resid,prop_relations_resid,prop_objects_resid
-1.44347323124241,0.1601996244138706,0.022625367510898164,0.16853060007580445
,,,
,,,
,,,
0.3616806289312088,-0.8188582472337189,-0.6854345866047084,-0.8000515537419411
-0.03476841438185552,-0.02426378269062357,-0.052792709851505415,-0.034968678480520876
-0.6443100197172309,-0.12473719002659867,-0.35773375653116984,-0.05309642733476849
0.9647155760663276,0.1749946782952898,0.2601363124999686,0.18509863712036867
,0.16889124188285787,0.29510707962735105,0.08321162134765558
-1.8248353297533686,0.10398044557899833,0.3352390902206328,0.01867789941662701
-0.0075886064567203815,-0.08372983011196639,-0.19006806559639688,-0.07008086350704024
,,,
,,,
,-0.27139986993696535,-0.24766735482404642,-0.2584360575536852
-0.3150739817621073,-0.11917978869138496,0.11011811857650977,-0.13202879289397684
,,,
-0.4741985236024914,-0.012298629919664239,-0.2997806450347034,0.06774032576526479
-2.0221783134904747,-0.13110763070008807,-0.001332875463772809,-0.14251190698834826
-0.6779385566530798,0.08143703017043019,-0.12359384986153338,-0.011397798487244148
1.0807954865336546,0.29559152919371656,0.3670413370158205,0.39594408484251065
,,,
1.4014354721582483,0.10843152438637904,0.07385490172349102,0.04228740604933523
-0.9150935268479254,0.20422468348309963,0.39341412344140514,0.10818996024230787
,,,
1.005674621359546,0.05785022925520428,-0.14242319096780492,0.17100350103618883
1.112209063815547,-0.09472461441158497,0.08634644969070349,-0.1391326514758353
-0.1880431350541935,-0.03509463271715452,-0.025908948699657763,-0.03157720702946126
,-0.10268613522339898,-0.10781172506374526,-0.08486898561131684
0.5869495246160985,0.12341010405149011,0.19219657633927278,0.18547663789867064
-1.111283860755249,0.2764996954607678,0.1358379376799589,0.29010069654747617
-0.47277237460308313,0.3822987458013587,0.21781445239108332,0.41963513513323036
-0.15790763102995384,0.17222012849633606,0.06709608669316214,0.22034753612678815
0.550427876440547,-0.6212672957086536,-0.5467395011502582,-0.5870945871532564
1.2973247457170483,0.11140493048409505,0.46871101924951697,-0.0774199708438128
,,,
1.2862313466391435,-0.6290646265278657,-0.537704253008749,-0.5962337019491701
0.9690034772158556,0.11209686385201212,0.46035223887849464,-0.04465185901435198
-0.3560980134389133,0.03953215079498007,-0.14257536978698293,0.2211076323038974
-0.21207593663613594,0.2991823828321768,0.21456380434767652,0.21439638172724518
-0.47070898262274863,0.015747915232006027,0.272978287496919,-0.08746059228546921
,,,
-1.0574346911522094,-0.6549564535478875,-0.5733637739062053,-0.6299222193390689
0.21332629407934267,-0.6183797180742393,-0.5491896612602014,-0.5902487425494161
-0.09907059801674173,0.22567831514830472,0.3007464750063187,0.2635930621126287
-0.7797571398665177,0.0522977985672024,0.464264043634815,-0.20730135450731357
0.43542582760974624,0.3567926652140271,-0.1441042842020397,0.3801977824414121
0.2542575919025882,-0.18320913225120117,-0.5374873312635478,0.11060362267830248
,,,
-0.8758374560988267,0.38474416623703767,-0.13894796270444432,0.414585634064113
,0.25765749916144354,0.48336294062894547,0.18515789221940748
,,,
-0.6739331301603717,0.11204387902971202,0.2780344588687469,0.04435139929169152
-0.16522412849144397,-0.26626221663713856,-0.24038661493038083,-0.28659922044333735
0.06488170704553564,0.058062620483193994,-0.04825509276624579,0.2880501520285209
-0.30711040110941074,0.2341018757847665,0.4787325022524498,-0.009522932688500352
,,,
0.22569927563337938,0.0006893866229228385,-0.08627838389551179,-0.05905228331778456
,,,
-0.7244731585738385,-0.2069111876735822,-0.3423325330603082,-0.20051225454669053
0.08745047721051191,-0.2164084467442126,0.11670076640068627,-0.3597396276111123
,,,
,-0.011989857984062713,0.025382535667968442,0.027362991626244337
0.26273596073458094,-0.27821676304696913,-0.483873274166108,-0.1827003758702369
,,,
,0.13548597118463757,0.2992642107946729,0.11751764672991405
-0.0690155934608469,-0.013402427814035889,-0.31601703167961354,0.0017804011815055754
0.7901787782176768,0.043843882181780036,0.11563139855095711,0.00814770548827648
,,,
,0.3218028387332095,0.19120144186640864,0.3097144507613556
,,,
0.5088102129542336,0.08716044587979366,0.012195616096289164,0.3012019473701675
0.45079163069628614,-0.09893221552343279,-0.2410299435626324,0.0663224416067304
,0.017565299429633918,0.15777136024481597,-0.01615651496293491
,-0.02023404069795287,0.26203400072505056,-0.1433911750104797
0.0436558071215464,0.1307630891354803,-0.016736279425112355,0.25601230434924727
-1.6862701846264416,0.08175119911772455,0.49242980132640324,-0.12160460894296099
-0.3354968044119206,-0.08620944055188318,0.05084476593561704,-0.22462563473621489
,,,
