svg_z_enc_within_z,pred_objects,ci_lower_objects,ci_upper_objects,pred_relations,ci_lower_relations,ci_upper_relations
0.351136705050078,0.5824374029254158,0.5598890773933141,0.6049857284575175,0.4919203316335419,0.4693720061014401,0.5144686571656436
0.3839764153954104,0.5832883909422093,0.5604979821902296,0.606078799694189,0.4927621320140059,0.46997172326202624,0.5155525407659856
0.4168161257407428,0.5841393789590029,0.5610867281266364,0.6071920297913694,0.4936039323944699,0.47055128156210335,0.5166565832268365
0.4496558360860756,0.5849903669757964,0.56165599485543,0.6083247390961628,0.494445732774934,0.4711113606545676,0.5177801048953004
0.482495546431408,0.5858413549925899,0.5622064789269011,0.6094762310582788,0.495287533155398,0.47165265708970916,0.5189224092210868
0.5153352567767404,0.5866923430093834,0.5627388872343762,0.6106457987843907,0.496129333535862,0.4721758777608548,0.5200827893108693
0.5481749671220733,0.5875433310261771,0.5632539310124672,0.6118327310398869,0.496971133916326,0.4726817339026162,0.5212605339300359
0.5810146774674056,0.5883943190429706,0.5637523204425565,0.6130363176433846,0.4978129342967901,0.473170935696376,0.5224549328972041
0.613854387812738,0.5892453070597641,0.5642347598935059,0.6142558542260222,0.4986547346772541,0.4736441875109959,0.5236652818435122
0.6466940981580704,0.5900962950765576,0.5647019438026135,0.6154906463505017,0.49949653505771807,0.474102183783774,0.5248908863316621
0.6795338085034033,0.5909472830933511,0.5651545531829806,0.6167400130037216,0.5003383354381822,0.4745456055278116,0.5261310653485527
0.7123735188487357,0.5917982711101446,0.5655932527287314,0.6180032894915578,0.5011801358186462,0.474975117437233,0.5273851542000594
0.7452132291940681,0.5926492591269382,0.5660186884787696,0.6192798297751069,0.5020219361991102,0.4753913655509415,0.5286525068472788
0.7780529395394009,0.5935002471437317,0.5664314859925446,0.6205690082949189,0.5028637365795742,0.475794975428387,0.5299324977307613
0.8108926498847333,0.5943512351605252,0.5668322489871765,0.6218702213338739,0.5037055369600383,0.47618655078668953,0.531224523133387
0.8437323602300657,0.5952022231773187,0.567221558383681,0.6231828879709564,0.5045473373405023,0.4765666725468646,0.53252800213414
0.8765720705753985,0.5960532111941124,0.5675999717104455,0.6245064506777792,0.5053891377209663,0.4769358982372994,0.5338423772046331
0.9094117809207309,0.5969041992109059,0.5679680228140166,0.6258403756077952,0.5062309381014303,0.47729476170454094,0.5351671144983196
0.9422514912660633,0.5977551872276994,0.5683262218302391,0.6271841526251597,0.5070727384818944,0.4776437730844341,0.5365017038793547
0.9750912016113957,0.5986061752444929,0.5686750553724609,0.6285372951165249,0.5079145388623584,0.4779834189903263,0.5378456587343904
1.0079309119567286,0.5994571632612864,0.5690149868975799,0.6298993396249929,0.5087563392428224,0.4783141628791159,0.5391985156065289
1.040770622302061,0.60030815127808,0.5693464572149302,0.6312698453412299,0.5095981396232864,0.4786364455601365,0.5405598336864362
1.0736103326473934,0.6011591392948735,0.5696698851071798,0.6326483934825673,0.5104399400037505,0.47895068581605676,0.5419291941914443
1.1064500429927262,0.602010127311667,0.5699856680364458,0.6340345865868883,0.5112817403842145,0.4792572811089932,0.5433061996594357
1.1392897533380586,0.6028611153284605,0.5702941829125967,0.6354280477443244,0.5121235407646785,0.47955660834881464,0.5446904731805423
1.172129463683391,0.603712103345254,0.5705957869041913,0.6368284197863168,0.5129653411451425,0.47984902470407975,0.5460816575862052
1.2049691740287234,0.6045630913620477,0.5708908182756375,0.6382353644484579,0.5138071415256066,0.48013486843919645,0.5474794146120168
1.2378088843740562,0.6054140793788412,0.5711795972369571,0.6396485615207252,0.5146489419060706,0.4804144597641865,0.5488834240479546
1.2706485947193886,0.6062650673956347,0.5714624267950108,0.6410677079962586,0.5154907422865346,0.48068810168591064,0.5502933828871585
1.303488305064721,0.6071160554124282,0.571739593597184,0.6424925172276724,0.5163325426669986,0.48095608085175434,0.5517090044822428
1.3363280154100539,0.6079670434292217,0.5720113687603924,0.643922718098051,0.5171743430474627,0.48121866837863336,0.553130017716292
1.3691677257553863,0.6088180314460153,0.5722780086798488,0.6453580542121818,0.5180161434279267,0.4814761206617601,0.5545561661940932
