svg_z_enc_within_z,pred_total_pct,ci_lower_pct,ci_upper_pct
-0.5882352941176472,53.697335624119425,51.770612521153325,55.624058727085526
-0.5546218487394958,53.77655074498876,51.87930391871775,55.67379757125976
-0.5210084033613447,53.85576586585808,51.98674244342109,55.72478928829507
-0.4873949579831933,53.93498098672741,52.092870507692204,55.77709146576262
-0.4537815126050422,54.014196107596746,52.19762986606984,55.83076234912365
-0.4201680672268908,54.09341122846607,52.300962001215936,55.885860455716205
-0.38655462184873945,54.17262634933541,52.402808566563785,55.94244413210703
-0.3529411764705883,54.25184147020473,52.50311188399356,56.00057105641591
-0.31932773109243695,54.33105659107406,52.60181549258706,56.060297689561054
-0.2857142857142858,54.410271711943395,52.69886474186486,56.12167868202192
-0.25210084033613445,54.489486832812716,52.794207420060715,56.184766245564724
-0.2184873949579833,54.568701953682044,52.88779440509443,56.24960950226965
-0.18487394957983194,54.64791707455138,52.97958032316471,56.31625382593805
-0.1512605042016808,54.7271321954207,53.069524197525354,56.38474019331605
-0.11764705882352944,54.80634731629004,53.157590068276726,56.45510456430335
-0.0840336134453783,54.885562437159365,53.24374756312611,56.527377311192616
-0.050420168067226934,54.964777558028686,53.32797239923678,56.601582716820594
-0.016806722689075793,55.04399267889802,53.41024679760884,56.67773856018721
0.01680672268907557,55.12320779976735,53.490559793937074,56.75585580559762
0.05042016806722671,55.202422920636685,53.5689074334789,56.83593840779447
0.08403361344537785,55.28163804150601,53.64529284193542,56.9179832410766
0.11764705882352944,55.360853162375335,53.71972616940322,57.00198015534744
0.15126050420168058,55.44006828324467,53.79222440972503,57.08791215676431
0.18487394957983172,55.51928340411399,53.86281110266692,57.17575570556107
0.2184873949579833,55.59849852498333,53.9315159309059,57.26548111906076
0.25210084033613445,55.677713645852656,53.998374227514766,57.357053064190545
0.2857142857142856,55.756928766721984,54.063426412268235,57.450431121175725
0.31932773109243673,55.83614388759132,54.12671737655672,57.54557039862591
0.3529411764705883,55.91535900846064,54.188295836991216,57.642422179930065
0.38655462184873945,55.99457412932997,54.24821367701929,57.740934581640644
0.4201680672268906,56.073789250199304,54.30652529422836,57.841053206170244
0.45378151260504174,56.153004371068626,54.36328696871596,57.94272177342129
0.4873949579831933,56.23221949193796,54.4185562651992,58.04588271867672
0.5210084033613445,56.31143461280729,54.472391478648774,58.1504777469658
0.5546218487394956,56.39064973367661,54.524851130370976,58.256448336982245
0.5882352941176467,56.469864854545946,54.57599351878169,58.36373619031021
0.6218487394957983,56.549079975415275,54.625876326736226,58.472283624094324
0.6554621848739495,56.628295096284596,54.674556285264586,58.582033907304606
0.6890756302521006,56.70751021715393,54.72208889194109,58.69293154236678
0.7226890756302522,56.78672533802326,54.76852818088906,58.80492249515746
0.7563025210084033,56.865940458892595,54.81392654055532,58.91795437722986
0.7899159663865545,56.945155579761916,54.85833457484423,59.03197658467961
0.8235294117647056,57.024370700631245,54.90180100292703,59.14694039833546
0.8571428571428572,57.10358582150058,54.94437259298673,59.26279905001442
0.8907563025210083,57.1828009423699,54.98609412526917,59.37950775947064
0.9243697478991595,57.262016063239244,55.027008380045494,59.49702374643299
0.9579831932773106,57.341231184108565,55.06715614640557,59.61530622181156
0.9915966386554622,57.42044630497789,55.10657624816759,59.73431636178819
1.0252100840336134,57.49966142584723,55.14530558357671,59.854017268117744
1.0588235294117645,57.57887654671655,55.183379175857226,59.974373917575875
1.0924369747899156,57.65809166758588,55.22083023206339,60.095353103108366
1.1260504201680672,57.737306788455214,55.257690208032564,60.216923368877865
1.1596638655462184,57.816521909324535,55.29398887757663,60.33905494107245
1.1932773109243695,57.89573703019387,55.32975440434812,60.46171965603963
1.226890756302521,57.9749521510632,55.3650134150857,60.5848908870407
1.2605042016806722,58.05416727193252,55.39979107318073,60.70854347068432
1.2941176470588234,58.133382392801856,55.434111151711996,60.832653633891724
1.3277310924369745,58.212597513671184,55.46799610527321,60.95719892206915
1.361344537815126,58.29181263454052,55.50146714006925,61.08215812901179
1.3949579831932772,58.37102775540984,55.53454428188446,61.20751122893523
1.4285714285714284,58.45024287627917,55.56724644163348,61.33323931092486
1.4621848739495795,58.529457997148505,55.5995914782935,61.45932451600351
1.495798319327731,58.608673118017826,55.63159625908962,61.58574997694603
1.5294117647058822,58.687888238887155,55.663276716864075,61.712499760910234
1.5630252100840334,58.76710335975649,55.69464790460758,61.8395588149054
1.5966386554621845,58.84631848062581,55.725724047168555,61.966912914083075
1.6302521008403361,58.92553360149515,55.75651859018562,62.09454861280468
1.6638655462184873,59.004748722364475,55.787044246310714,62.222453198418236
1.6974789915966384,59.0839638432338,55.817313038807605,62.350614647659995
1.7310924369747895,59.16317896410314,55.847336342622015,62.47902158558426
1.7647058823529411,59.24239408497246,55.87712492302806,62.60766324691686
1.7983193277310923,59.321609205841796,55.906688971961124,62.73652943972247
1.8319327731092434,59.400824326711124,55.936038142149094,62.865610511273154
1.865546218487395,59.480039447580445,55.96518157915579,62.99489731600511
1.8991596638655461,59.55925456844978,55.99412795144833,63.12438118545124
1.9327731092436973,59.63846968931911,56.022885478599036,63.254053900039175
1.9663865546218484,59.71768481018843,56.05146195772911,63.38390766264775
2.0,59.796899931057766,56.07986478829786,63.51393507381767
