svg_z_dec_within_z,pred_total,ci_lower,ci_upper
1.6953541660713844,0.6138301120589882,0.5612855251462934,0.666374698971683
1.7276209326244574,0.6141620650476682,0.5608273470543008,0.6674967830410357
1.7598876991775299,0.6144940180363482,0.5603646391747725,0.6686233968979238
1.7921544657306028,0.6148259710250282,0.5598975981076585,0.669754343942398
1.8244212322836757,0.6151579240137083,0.5594264102206938,0.6708894378067227
1.8566879988367482,0.6154898770023882,0.558951252232467,0.6720285017723094
1.888954765389821,0.6158218299910683,0.5584722917628608,0.6731713682192757
1.921221531942894,0.6161537829797483,0.557989687852213,0.6743178781072836
1.953488298495967,0.6164857359684283,0.5575035914505914,0.6754678804862652
1.9857550650490394,0.6168176889571083,0.5570141458786025,0.6766212320356141
2.0180218316021126,0.6171496419457884,0.5565214872611529,0.6777777966304238
2.050288598155185,0.6174815949344683,0.5560257449355696,0.678937444933367
2.082555364708258,0.6178135479231484,0.5555270418354581,0.6801000540108386
