SubjectID,StimID,Question,Accuracy,RT_ms,Response,CorrectKey,TrialIndex
Encode-Decode_Experiment-3-1,1069,85 - 65 = ?,1,2330,2,2,1
Encode-Decode_Experiment-3-1,1020,4 * 3 = ?,1,3130,2,2,2
Encode-Decode_Experiment-3-1,1051,73 - 29 = ?,0,3818,1,3,3
Encode-Decode_Experiment-3-1,1112,87 - 40 = ?,1,4030,3,3,4
Encode-Decode_Experiment-3-1,1107,95 - 2 = ?,1,1858,3,3,5
Encode-Decode_Experiment-3-1,1119,8 * 11 = ?,1,2701,3,3,6
Encode-Decode_Experiment-3-1,1141,90 - 63 = ?,1,4486,4,4,7
Encode-Decode_Experiment-3-1,1136,4 * 10 = ?,1,1697,4,4,8
Encode-Decode_Experiment-3-1,1045,27 + 38 = ?,0,3930,3,4,9
Encode-Decode_Experiment-3-1,1076,12 * 12 = ?,1,1785,2,2,10
Encode-Decode_Experiment-3-1,1026,71 - 39 = ?,1,6351,3,3,11
Encode-Decode_Experiment-3-1,1145,12 * 4 = ?,1,2246,1,1,12
Encode-Decode_Experiment-3-1,1127,48 + 11 = ?,1,2906,3,3,13
Encode-Decode_Experiment-3-1,1058,84 + 92 = ?,0,3731,3,4,14
Encode-Decode_Experiment-3-1,1110,83 + 43 = ?,1,4515,2,2,15
Encode-Decode_Experiment-3-1,1061,83 + 59 = ?,1,6164,3,3,16
Encode-Decode_Experiment-3-1,1079,68 - 47 = ?,1,3019,2,2,17
Encode-Decode_Experiment-3-1,1080,31 + 56 = ?,1,3759,2,2,18
Encode-Decode_Experiment-3-1,1133,68 + 50 = ?,1,2854,3,3,19
Encode-Decode_Experiment-3-1,1070,11 * 11 = ?,1,3330,2,2,20
Encode-Decode_Experiment-3-1,1060,12 * 10 = ?,1,1994,2,2,21
Encode-Decode_Experiment-3-1,1008,39 + 30 = ?,1,1815,1,1,22
Encode-Decode_Experiment-3-1,1010,36 + 28 = ?,1,3644,1,1,23
Encode-Decode_Experiment-3-1,1053,60 + 11 = ?,1,2639,3,3,24
Encode-Decode_Experiment-3-1,1125,100 - 84 = ?,1,2763,1,1,25
Encode-Decode_Experiment-3-1,1124,3 * 12 = ?,1,2082,2,2,26
Encode-Decode_Experiment-3-1,1022,97 - 86 = ?,1,3244,2,2,27
Encode-Decode_Experiment-3-1,1106,100 - 65 = ?,1,2407,4,4,28
Encode-Decode_Experiment-3-1,1068,7 * 10 = ?,1,1331,2,2,29
Encode-Decode_Experiment-3-1,1101,9 * 10 = ?,1,1635,3,3,30
Encode-Decode_Experiment-3-1,1041,7 * 9 = ?,0,3839,2,4,31
Encode-Decode_Experiment-3-1,1123,67 - 37 = ?,1,2163,3,3,32
Encode-Decode_Experiment-3-1,1029,91 - 36 = ?,0,3306,1,3,33
Encode-Decode_Experiment-3-1,1012,63 - 35 = ?,1,5394,1,1,34
Encode-Decode_Experiment-3-1,1140,10 * 12 = ?,1,1392,2,2,35
Encode-Decode_Experiment-3-1,1086,10 * 10 = ?,1,1293,4,4,36
Encode-Decode_Experiment-3-1,1040,74 - 58 = ?,1,4031,4,4,37
Encode-Decode_Experiment-3-1,1071,8 * 12 = ?,1,3515,3,3,38
Encode-Decode_Experiment-3-1,1098,37 + 22 = ?,1,3251,3,3,39
Encode-Decode_Experiment-3-1,1046,8 * 9 = ?,0,2511,1,4,40
Encode-Decode_Experiment-3-1,1134,100 - 4 = ?,1,2863,4,4,41
Encode-Decode_Experiment-3-1,1087,27 + 85 = ?,0,4378,4,1,42
Encode-Decode_Experiment-3-1,1017,58 - 37 = ?,1,3720,2,2,43
Encode-Decode_Experiment-3-1,1084,52 - 34 = ?,0,4249,1,3,44
Encode-Decode_Experiment-3-1,1121,100 - 71 = ?,1,2772,3,3,45
Encode-Decode_Experiment-3-1,1099,79 + 52 = ?,0,4275,1,2,46
Encode-Decode_Experiment-3-1,1120,10 * 11 = ?,1,5021,4,4,47
Encode-Decode_Experiment-3-1,1002,10 * 11 = ?,1,1754,1,1,48
Encode-Decode_Experiment-3-1,1027,33 + 12 = ?,1,4136,3,3,49
Encode-Decode_Experiment-3-1,1142,12 * 8 = ?,1,4440,3,3,50
Encode-Decode_Experiment-3-1,1059,38 - 25 = ?,1,4892,3,3,51
Encode-Decode_Experiment-3-1,1063,52 + 33 = ?,1,3581,2,2,52
Encode-Decode_Experiment-3-1,1113,71 + 87 = ?,1,4643,1,1,53
Encode-Decode_Experiment-3-1,1096,12 * 11 = ?,1,7719,4,4,54
Encode-Decode_Experiment-3-1,1016,40 + 44 = ?,1,1647,2,2,55
Encode-Decode_Experiment-3-1,1116,35 - 24 = ?,0,0,,2,56
Encode-Decode_Experiment-3-1,1104,55 + 31 = ?,0,0,,2,57
