SubjectID,StimID,Question,Accuracy,RT_ms,Response,CorrectKey,TrialIndex
Encode-Decode_Experiment-7-1,1034,82 - 76 = ?,1,6658,3,3,1
Encode-Decode_Experiment-7-1,1087,27 + 85 = ?,0,12013,3,1,2
Encode-Decode_Experiment-7-1,1028,5 * 7 = ?,1,4410,3,3,3
Encode-Decode_Experiment-7-1,1056,100 - 94 = ?,1,3006,4,4,4
Encode-Decode_Experiment-7-1,1073,30 - 27 = ?,1,3131,1,1,5
Encode-Decode_Experiment-7-1,1058,84 + 92 = ?,1,21819,4,4,6
Encode-Decode_Experiment-7-1,1064,67 + 72 = ?,1,11936,2,2,7
Encode-Decode_Experiment-7-1,1065,35 + 45 = ?,1,4016,3,3,8
Encode-Decode_Experiment-7-1,1011,71 - 10 = ?,1,2093,1,1,9
Encode-Decode_Experiment-7-1,1053,60 + 11 = ?,1,3597,3,3,10
Encode-Decode_Experiment-7-1,1131,45 + 16 = ?,1,6627,2,2,11
Encode-Decode_Experiment-7-1,1046,8 * 9 = ?,1,6895,4,4,12
Encode-Decode_Experiment-7-1,1008,39 + 30 = ?,1,3592,1,1,13
Encode-Decode_Experiment-7-1,1095,32 + 74 = ?,1,5893,2,2,14
Encode-Decode_Experiment-7-1,1060,12 * 10 = ?,1,2607,2,2,15
Encode-Decode_Experiment-7-1,1029,91 - 36 = ?,0,15404,4,3,16
Encode-Decode_Experiment-7-1,1048,75 - 34 = ?,1,13290,4,4,17
Encode-Decode_Experiment-7-1,1086,10 * 10 = ?,1,2052,4,4,18
Encode-Decode_Experiment-7-1,1042,34 + 34 = ?,1,5279,4,4,19
Encode-Decode_Experiment-7-1,1141,90 - 63 = ?,1,12857,4,4,20
Encode-Decode_Experiment-7-1,1044,12 * 9 = ?,1,3268,4,4,21
Encode-Decode_Experiment-7-1,1080,31 + 56 = ?,1,9758,2,2,22
Encode-Decode_Experiment-7-1,1122,39 + 39 = ?,1,8381,2,2,23
Encode-Decode_Experiment-7-1,1022,97 - 86 = ?,1,8579,2,2,24
Encode-Decode_Experiment-7-1,1039,13 + 3 = ?,1,1842,4,4,25
Encode-Decode_Experiment-7-1,1038,10 * 8 = ?,1,2429,4,4,26
Encode-Decode_Experiment-7-1,1031,11 * 10 = ?,1,3137,3,3,27
Encode-Decode_Experiment-7-1,1027,33 + 12 = ?,1,4561,3,3,28
Encode-Decode_Experiment-7-1,1078,56 + 15 = ?,1,5832,1,1,29
Encode-Decode_Experiment-7-1,1057,27 - 8 = ?,1,3828,2,2,30
Encode-Decode_Experiment-7-1,1002,10 * 11 = ?,1,1824,1,1,31
Encode-Decode_Experiment-7-1,1075,76 + 27 = ?,1,8572,2,2,32
Encode-Decode_Experiment-7-1,1099,79 + 52 = ?,1,16947,2,2,33
Encode-Decode_Experiment-7-1,1116,35 - 24 = ?,1,4642,2,2,34
Encode-Decode_Experiment-7-1,1026,71 - 39 = ?,0,0,,3,35
