SubjectID,StimID,Question,Accuracy,RT_ms,Response,CorrectKey,TrialIndex
Encode-Decode_Experiment-10-1,1040,74 - 58 = ?,0,3865,3,4,1
Encode-Decode_Experiment-10-1,1017,58 - 37 = ?,1,4844,2,2,2
Encode-Decode_Experiment-10-1,1060,12 * 10 = ?,1,3375,2,2,3
Encode-Decode_Experiment-10-1,1100,59 - 13 = ?,1,2725,4,4,4
Encode-Decode_Experiment-10-1,1008,39 + 30 = ?,1,3350,1,1,5
Encode-Decode_Experiment-10-1,1134,100 - 4 = ?,1,2781,4,4,6
Encode-Decode_Experiment-10-1,1117,79 - 23 = ?,1,4107,2,2,7
Encode-Decode_Experiment-10-1,1123,67 - 37 = ?,1,6332,3,3,8
Encode-Decode_Experiment-10-1,1064,67 + 72 = ?,0,4988,3,2,9
Encode-Decode_Experiment-10-1,1077,92 - 54 = ?,1,5482,3,3,10
Encode-Decode_Experiment-10-1,1041,7 * 9 = ?,0,5955,2,4,11
Encode-Decode_Experiment-10-1,1018,33 + 47 = ?,1,3250,2,2,12
Encode-Decode_Experiment-10-1,1059,38 - 25 = ?,1,5166,3,3,13
Encode-Decode_Experiment-10-1,1131,45 + 16 = ?,1,3052,2,2,14
Encode-Decode_Experiment-10-1,1144,95 - 86 = ?,1,11744,1,1,15
Encode-Decode_Experiment-10-1,1110,83 + 43 = ?,1,4351,2,2,16
Encode-Decode_Experiment-10-1,1009,30 + 17 = ?,1,3239,1,1,17
Encode-Decode_Experiment-10-1,1049,100 - 36 = ?,1,5483,1,1,18
Encode-Decode_Experiment-10-1,1032,23 + 27 = ?,1,5741,3,3,19
Encode-Decode_Experiment-10-1,1034,82 - 76 = ?,1,9748,3,3,20
Encode-Decode_Experiment-10-1,1005,11 * 12 = ?,1,2484,1,1,21
Encode-Decode_Experiment-10-1,1045,27 + 38 = ?,0,5982,3,4,22
Encode-Decode_Experiment-10-1,1003,10 * 9 = ?,1,2460,1,1,23
Encode-Decode_Experiment-10-1,1061,83 + 59 = ?,1,6414,3,3,24
Encode-Decode_Experiment-10-1,1089,100 - 28 = ?,1,5850,2,2,25
Encode-Decode_Experiment-10-1,1070,11 * 11 = ?,1,2159,2,2,26
Encode-Decode_Experiment-10-1,1142,12 * 8 = ?,0,5252,4,3,27
Encode-Decode_Experiment-10-1,1050,23 + 28 = ?,1,3488,2,2,28
Encode-Decode_Experiment-10-1,1115,51 + 17 = ?,1,2594,3,3,29
Encode-Decode_Experiment-10-1,1122,39 + 39 = ?,1,4103,2,2,30
Encode-Decode_Experiment-10-1,1057,27 - 8 = ?,1,4857,2,2,31
Encode-Decode_Experiment-10-1,1140,10 * 12 = ?,1,2275,2,2,32
Encode-Decode_Experiment-10-1,1074,100 - 47 = ?,1,4933,4,4,33
Encode-Decode_Experiment-10-1,1062,59 + 30 = ?,1,5557,3,3,34
Encode-Decode_Experiment-10-1,1051,73 - 29 = ?,1,3741,3,3,35
Encode-Decode_Experiment-10-1,1048,75 - 34 = ?,1,2460,4,4,36
Encode-Decode_Experiment-10-1,1132,46 - 11 = ?,1,4607,3,3,37
Encode-Decode_Experiment-10-1,1024,24 + 31 = ?,1,4524,2,2,38
Encode-Decode_Experiment-10-1,1026,71 - 39 = ?,0,6756,2,3,39
Encode-Decode_Experiment-10-1,1071,8 * 12 = ?,1,4156,3,3,40
Encode-Decode_Experiment-10-1,1086,10 * 10 = ?,1,2211,4,4,41
Encode-Decode_Experiment-10-1,1120,10 * 11 = ?,0,4264,3,4,42
Encode-Decode_Experiment-10-1,1090,7 * 7 = ?,1,4026,4,4,43
Encode-Decode_Experiment-10-1,1084,52 - 34 = ?,1,4950,3,3,44
Encode-Decode_Experiment-10-1,1043,8 * 10 = ?,1,2133,4,4,45
Encode-Decode_Experiment-10-1,1109,80 - 17 = ?,1,5029,1,1,46
Encode-Decode_Experiment-10-1,1058,84 + 92 = ?,0,0,,4,47
