SubjectID,StimID,Question,Accuracy,RT_ms,Response,CorrectKey,TrialIndex
Encode-Decode_Experiment-6-1,1137,97 - 87 = ?,1,7979,2,2,1
Encode-Decode_Experiment-6-1,1106,100 - 65 = ?,1,5281,4,4,2
Encode-Decode_Experiment-6-1,1117,79 - 23 = ?,0,12427,1,2,3
Encode-Decode_Experiment-6-1,1099,79 + 52 = ?,1,7888,2,2,4
Encode-Decode_Experiment-6-1,1055,40 - 24 = ?,1,7434,3,3,5
Encode-Decode_Experiment-6-1,1097,54 - 48 = ?,1,10462,1,1,6
Encode-Decode_Experiment-6-1,1006,100 - 87 = ?,1,5713,1,1,7
Encode-Decode_Experiment-6-1,1042,34 + 34 = ?,1,4897,4,4,8
Encode-Decode_Experiment-6-1,1034,82 - 76 = ?,1,11235,3,3,9
Encode-Decode_Experiment-6-1,1068,7 * 10 = ?,1,4079,2,2,10
Encode-Decode_Experiment-6-1,1105,75 + 74 = ?,1,17264,3,3,11
Encode-Decode_Experiment-6-1,1001,42 + 25 = ?,1,7003,1,1,12
Encode-Decode_Experiment-6-1,1136,4 * 10 = ?,1,2560,4,4,13
Encode-Decode_Experiment-6-1,1091,75 - 51 = ?,1,10127,1,1,14
Encode-Decode_Experiment-6-1,1040,74 - 58 = ?,1,16639,4,4,15
Encode-Decode_Experiment-6-1,1069,85 - 65 = ?,1,10867,2,2,16
Encode-Decode_Experiment-6-1,1088,73 + 58 = ?,1,15717,1,1,17
Encode-Decode_Experiment-6-1,1107,95 - 2 = ?,1,4549,3,3,18
Encode-Decode_Experiment-6-1,1049,100 - 36 = ?,1,5797,1,1,19
Encode-Decode_Experiment-6-1,1052,31 + 28 = ?,1,8514,4,4,20
Encode-Decode_Experiment-6-1,1144,95 - 86 = ?,1,8059,1,1,21
Encode-Decode_Experiment-6-1,1086,10 * 10 = ?,1,3462,4,4,22
Encode-Decode_Experiment-6-1,1123,67 - 37 = ?,1,7176,3,3,23
Encode-Decode_Experiment-6-1,1032,23 + 27 = ?,1,8206,3,3,24
Encode-Decode_Experiment-6-1,1021,46 + 1 = ?,1,2579,2,2,25
Encode-Decode_Experiment-6-1,1081,9 * 11 = ?,1,3553,3,3,26
Encode-Decode_Experiment-6-1,1130,12 * 6 = ?,1,17073,4,4,27
Encode-Decode_Experiment-6-1,1145,12 * 4 = ?,1,4795,1,1,28
Encode-Decode_Experiment-6-1,1095,32 + 74 = ?,1,9128,2,2,29
Encode-Decode_Experiment-6-1,1035,49 + 30 = ?,0,0,,3,30
