SubjectID,StimID,Question,Accuracy,RT_ms,Response,CorrectKey,TrialIndex
Encode-Decode_Experiment-2-1,1044,12 * 9 = ?,1,3084,4,4,1
Encode-Decode_Experiment-2-1,1026,71 - 39 = ?,0,10750,1,3,2
Encode-Decode_Experiment-2-1,1018,33 + 47 = ?,1,2670,2,2,3
Encode-Decode_Experiment-2-1,1004,8 * 4 = ?,1,1785,1,1,4
Encode-Decode_Experiment-2-1,1094,48 + 86 = ?,1,4599,2,2,5
Encode-Decode_Experiment-2-1,1037,33 - 10 = ?,1,2100,4,4,6
Encode-Decode_Experiment-2-1,1119,8 * 11 = ?,1,1469,3,3,7
Encode-Decode_Experiment-2-1,1067,45 - 39 = ?,1,7040,3,3,8
Encode-Decode_Experiment-2-1,1039,13 + 3 = ?,1,1348,4,4,9
Encode-Decode_Experiment-2-1,1053,60 + 11 = ?,1,3940,3,3,10
Encode-Decode_Experiment-2-1,1059,38 - 25 = ?,1,1628,3,3,11
Encode-Decode_Experiment-2-1,1090,7 * 7 = ?,1,2760,4,4,12
Encode-Decode_Experiment-2-1,1052,31 + 28 = ?,1,3806,4,4,13
Encode-Decode_Experiment-2-1,1112,87 - 40 = ?,1,3716,3,3,14
Encode-Decode_Experiment-2-1,1042,34 + 34 = ?,1,1492,4,4,15
Encode-Decode_Experiment-2-1,1031,11 * 10 = ?,1,2126,3,3,16
Encode-Decode_Experiment-2-1,1092,52 + 79 = ?,1,2030,1,1,17
Encode-Decode_Experiment-2-1,1139,46 + 97 = ?,1,2306,4,4,18
Encode-Decode_Experiment-2-1,1144,95 - 86 = ?,1,1835,1,1,19
Encode-Decode_Experiment-2-1,1143,65 - 50 = ?,1,5414,2,2,20
Encode-Decode_Experiment-2-1,1106,100 - 65 = ?,1,3043,4,4,21
Encode-Decode_Experiment-2-1,1116,35 - 24 = ?,1,2302,2,2,22
Encode-Decode_Experiment-2-1,1111,12 * 7 = ?,1,4056,2,2,23
Encode-Decode_Experiment-2-1,1013,95 - 77 = ?,0,10219,3,2,24
Encode-Decode_Experiment-2-1,1024,24 + 31 = ?,1,2847,2,2,25
Encode-Decode_Experiment-2-1,1017,58 - 37 = ?,0,6035,4,2,26
Encode-Decode_Experiment-2-1,1132,46 - 11 = ?,1,3087,3,3,27
Encode-Decode_Experiment-2-1,1138,10 * 9 = ?,1,1377,4,4,28
Encode-Decode_Experiment-2-1,1091,75 - 51 = ?,1,4463,1,1,29
Encode-Decode_Experiment-2-1,1135,56 - 30 = ?,1,3482,3,3,30
Encode-Decode_Experiment-2-1,1080,31 + 56 = ?,1,4164,2,2,31
Encode-Decode_Experiment-2-1,1137,97 - 87 = ?,1,1634,2,2,32
Encode-Decode_Experiment-2-1,1142,12 * 8 = ?,1,5318,3,3,33
Encode-Decode_Experiment-2-1,1009,30 + 17 = ?,1,1519,1,1,34
Encode-Decode_Experiment-2-1,1065,35 + 45 = ?,1,3080,3,3,35
Encode-Decode_Experiment-2-1,1104,55 + 31 = ?,1,3402,2,2,36
Encode-Decode_Experiment-2-1,1140,10 * 12 = ?,1,1791,2,2,37
Encode-Decode_Experiment-2-1,1049,100 - 36 = ?,0,3732,3,1,38
Encode-Decode_Experiment-2-1,1131,45 + 16 = ?,0,5564,3,2,39
Encode-Decode_Experiment-2-1,1130,12 * 6 = ?,1,5522,4,4,40
Encode-Decode_Experiment-2-1,1095,32 + 74 = ?,1,5931,2,2,41
Encode-Decode_Experiment-2-1,1088,73 + 58 = ?,1,9803,1,1,42
Encode-Decode_Experiment-2-1,1025,17 + 42 = ?,1,4056,3,3,43
Encode-Decode_Experiment-2-1,1113,71 + 87 = ?,1,2107,1,1,44
Encode-Decode_Experiment-2-1,1145,12 * 4 = ?,1,3316,1,1,45
Encode-Decode_Experiment-2-1,1010,36 + 28 = ?,1,1741,1,1,46
Encode-Decode_Experiment-2-1,1074,100 - 47 = ?,1,3780,4,4,47
Encode-Decode_Experiment-2-1,1054,100 - 30 = ?,1,1634,1,1,48
Encode-Decode_Experiment-2-1,1141,90 - 63 = ?,1,4254,4,4,49
Encode-Decode_Experiment-2-1,1056,100 - 94 = ?,1,2978,4,4,50
Encode-Decode_Experiment-2-1,1033,7 * 3 = ?,1,1600,3,3,51
Encode-Decode_Experiment-2-1,1099,79 + 52 = ?,1,8773,2,2,52
Encode-Decode_Experiment-2-1,1114,100 - 12 = ?,0,0,,1,53
