SubjectID,StimID,Question,Accuracy,RT_ms,Response,CorrectKey,TrialIndex
Encode-Decode_Experiment-9-1,1068,7 * 10 = ?,1,3258,2,2,1
Encode-Decode_Experiment-9-1,1104,55 + 31 = ?,1,3566,2,2,2
Encode-Decode_Experiment-9-1,1025,17 + 42 = ?,1,3531,3,3,3
Encode-Decode_Experiment-9-1,1052,31 + 28 = ?,1,4067,4,4,4
Encode-Decode_Experiment-9-1,1031,11 * 10 = ?,1,3326,3,3,5
Encode-Decode_Experiment-9-1,1101,9 * 10 = ?,1,1646,3,3,6
Encode-Decode_Experiment-9-1,1144,95 - 86 = ?,1,7961,1,1,7
Encode-Decode_Experiment-9-1,1013,95 - 77 = ?,1,15832,2,2,8
Encode-Decode_Experiment-9-1,1019,3 * 10 = ?,1,1564,2,2,9
Encode-Decode_Experiment-9-1,1010,36 + 28 = ?,1,7867,1,1,10
Encode-Decode_Experiment-9-1,1143,65 - 50 = ?,1,1894,2,2,11
Encode-Decode_Experiment-9-1,1134,100 - 4 = ?,1,2183,4,4,12
Encode-Decode_Experiment-9-1,1141,90 - 63 = ?,1,8349,4,4,13
Encode-Decode_Experiment-9-1,1076,12 * 12 = ?,1,1637,2,2,14
Encode-Decode_Experiment-9-1,1056,100 - 94 = ?,1,1657,4,4,15
Encode-Decode_Experiment-9-1,1127,48 + 11 = ?,1,2819,3,3,16
Encode-Decode_Experiment-9-1,1007,24 + 19 = ?,1,12879,1,1,17
Encode-Decode_Experiment-9-1,1142,12 * 8 = ?,1,2514,3,3,18
Encode-Decode_Experiment-9-1,1015,6 * 8 = ?,0,12626,4,2,19
Encode-Decode_Experiment-9-1,1120,10 * 11 = ?,1,4118,4,4,20
Encode-Decode_Experiment-9-1,1040,74 - 58 = ?,1,8031,4,4,21
Encode-Decode_Experiment-9-1,1043,8 * 10 = ?,1,1635,4,4,22
Encode-Decode_Experiment-9-1,1079,68 - 47 = ?,1,4071,2,2,23
Encode-Decode_Experiment-9-1,1036,4 * 10 = ?,1,1642,3,3,24
Encode-Decode_Experiment-9-1,1102,100 - 63 = ?,1,4341,3,3,25
Encode-Decode_Experiment-9-1,1038,10 * 8 = ?,1,1613,4,4,26
Encode-Decode_Experiment-9-1,1062,59 + 30 = ?,1,2914,3,3,27
Encode-Decode_Experiment-9-1,1108,5 * 11 = ?,1,1443,3,3,28
Encode-Decode_Experiment-9-1,1009,30 + 17 = ?,1,1982,1,1,29
Encode-Decode_Experiment-9-1,1114,100 - 12 = ?,1,2444,1,1,30
Encode-Decode_Experiment-9-1,1139,46 + 97 = ?,1,13935,4,4,31
Encode-Decode_Experiment-9-1,1136,4 * 10 = ?,1,1264,4,4,32
Encode-Decode_Experiment-9-1,1092,52 + 79 = ?,1,6265,1,1,33
Encode-Decode_Experiment-9-1,1123,67 - 37 = ?,1,3476,3,3,34
Encode-Decode_Experiment-9-1,1084,52 - 34 = ?,1,5670,3,3,35
Encode-Decode_Experiment-9-1,1110,83 + 43 = ?,1,4113,2,2,36
Encode-Decode_Experiment-9-1,1074,100 - 47 = ?,1,3330,4,4,37
Encode-Decode_Experiment-9-1,1146,100 - 80 = ?,1,1258,3,3,38
Encode-Decode_Experiment-9-1,1061,83 + 59 = ?,0,16429,4,3,39
Encode-Decode_Experiment-9-1,1064,67 + 72 = ?,1,10561,2,2,40
Encode-Decode_Experiment-9-1,1097,54 - 48 = ?,1,5656,1,1,41
Encode-Decode_Experiment-9-1,1105,75 + 74 = ?,0,3451,4,3,42
Encode-Decode_Experiment-9-1,1034,82 - 76 = ?,0,0,,3,43
Encode-Decode_Experiment-9-1,1080,31 + 56 = ?,0,0,,2,44
