SubjectID,StimID,Question,Accuracy,RT_ms,Response,CorrectKey,TrialIndex
Encode-Decode_Experiment-16-1,1094,48 + 86 = ?,0,20888,4,2,1
Encode-Decode_Experiment-16-1,1060,12 * 10 = ?,1,2722,2,2,2
Encode-Decode_Experiment-16-1,1108,5 * 11 = ?,1,2491,3,3,3
Encode-Decode_Experiment-16-1,1068,7 * 10 = ?,1,1956,2,2,4
Encode-Decode_Experiment-16-1,1128,49 + 86 = ?,1,9371,1,1,5
Encode-Decode_Experiment-16-1,1049,100 - 36 = ?,1,11642,1,1,6
Encode-Decode_Experiment-16-1,1054,100 - 30 = ?,1,1477,1,1,7
Encode-Decode_Experiment-16-1,1139,46 + 97 = ?,1,13815,4,4,8
Encode-Decode_Experiment-16-1,1131,45 + 16 = ?,1,5900,2,2,9
Encode-Decode_Experiment-16-1,1113,71 + 87 = ?,1,14606,1,1,10
Encode-Decode_Experiment-16-1,1140,10 * 12 = ?,1,1667,2,2,11
Encode-Decode_Experiment-16-1,1148,21 - 18 = ?,1,3678,2,2,12
Encode-Decode_Experiment-16-1,1023,22 + 48 = ?,1,9215,2,2,13
Encode-Decode_Experiment-16-1,1133,68 + 50 = ?,1,10132,3,3,14
Encode-Decode_Experiment-16-1,1083,93 - 87 = ?,1,3660,1,1,15
Encode-Decode_Experiment-16-1,1004,8 * 4 = ?,1,22655,1,1,16
Encode-Decode_Experiment-16-1,1059,38 - 25 = ?,1,6250,3,3,17
Encode-Decode_Experiment-16-1,1022,97 - 86 = ?,1,5350,2,2,18
Encode-Decode_Experiment-16-1,1006,100 - 87 = ?,1,3901,1,1,19
Encode-Decode_Experiment-16-1,1051,73 - 29 = ?,1,14678,3,3,20
Encode-Decode_Experiment-16-1,1111,12 * 7 = ?,1,10168,2,2,21
Encode-Decode_Experiment-16-1,1093,100 - 53 = ?,1,5446,3,3,22
Encode-Decode_Experiment-16-1,1124,3 * 12 = ?,1,4729,2,2,23
Encode-Decode_Experiment-16-1,1075,76 + 27 = ?,1,13705,2,2,24
Encode-Decode_Experiment-16-1,1057,27 - 8 = ?,1,12651,2,2,25
Encode-Decode_Experiment-16-1,1105,75 + 74 = ?,0,13230,4,3,26
Encode-Decode_Experiment-16-1,1084,52 - 34 = ?,1,13106,3,3,27
Encode-Decode_Experiment-16-1,1033,7 * 3 = ?,1,2227,3,3,28
Encode-Decode_Experiment-16-1,1025,17 + 42 = ?,0,0,,3,29
Encode-Decode_Experiment-16-1,1141,90 - 63 = ?,0,0,,4,30
