SubjectID,StimID,Question,Accuracy,RT_ms,Response,CorrectKey,TrialIndex
Encode-Decode_Experiment-27-1,1105,75 + 74 = ?,1,3395,3,3,1
Encode-Decode_Experiment-27-1,1071,8 * 12 = ?,1,8864,3,3,2
Encode-Decode_Experiment-27-1,1113,71 + 87 = ?,0,5306,3,1,3
Encode-Decode_Experiment-27-1,1135,56 - 30 = ?,1,3211,3,3,4
Encode-Decode_Experiment-27-1,1055,40 - 24 = ?,1,2704,3,3,5
Encode-Decode_Experiment-27-1,1077,92 - 54 = ?,1,4409,3,3,6
Encode-Decode_Experiment-27-1,1056,100 - 94 = ?,1,2238,4,4,7
Encode-Decode_Experiment-27-1,1050,23 + 28 = ?,1,5234,2,2,8
Encode-Decode_Experiment-27-1,1080,31 + 56 = ?,1,3030,2,2,9
Encode-Decode_Experiment-27-1,1081,9 * 11 = ?,0,1650,4,3,10
Encode-Decode_Experiment-27-1,1142,12 * 8 = ?,1,2981,3,3,11
Encode-Decode_Experiment-27-1,1127,48 + 11 = ?,1,2419,3,3,12
Encode-Decode_Experiment-27-1,1115,51 + 17 = ?,1,3048,3,3,13
Encode-Decode_Experiment-27-1,1108,5 * 11 = ?,1,2995,3,3,14
Encode-Decode_Experiment-27-1,1075,76 + 27 = ?,1,5841,2,2,15
Encode-Decode_Experiment-27-1,1038,10 * 8 = ?,1,1557,4,4,16
Encode-Decode_Experiment-27-1,1107,95 - 2 = ?,1,1716,3,3,17
Encode-Decode_Experiment-27-1,1027,33 + 12 = ?,1,2900,3,3,18
Encode-Decode_Experiment-27-1,1067,45 - 39 = ?,1,11054,3,3,19
Encode-Decode_Experiment-27-1,1013,95 - 77 = ?,1,3921,2,2,20
Encode-Decode_Experiment-27-1,1134,100 - 4 = ?,1,1778,4,4,21
Encode-Decode_Experiment-27-1,1029,91 - 36 = ?,1,4136,3,3,22
Encode-Decode_Experiment-27-1,1098,37 + 22 = ?,1,3800,3,3,23
Encode-Decode_Experiment-27-1,1025,17 + 42 = ?,1,1909,3,3,24
Encode-Decode_Experiment-27-1,1057,27 - 8 = ?,1,4982,2,2,25
Encode-Decode_Experiment-27-1,1116,35 - 24 = ?,0,4916,4,2,26
Encode-Decode_Experiment-27-1,1084,52 - 34 = ?,0,6269,1,3,27
Encode-Decode_Experiment-27-1,1076,12 * 12 = ?,1,3663,2,2,28
Encode-Decode_Experiment-27-1,1137,97 - 87 = ?,1,1986,2,2,29
Encode-Decode_Experiment-27-1,1136,4 * 10 = ?,1,1680,4,4,30
Encode-Decode_Experiment-27-1,1044,12 * 9 = ?,1,6249,4,4,31
Encode-Decode_Experiment-27-1,1009,30 + 17 = ?,1,6973,1,1,32
Encode-Decode_Experiment-27-1,1037,33 - 10 = ?,1,2042,4,4,33
Encode-Decode_Experiment-27-1,1109,80 - 17 = ?,1,2438,1,1,34
Encode-Decode_Experiment-27-1,1036,4 * 10 = ?,1,2266,3,3,35
Encode-Decode_Experiment-27-1,1090,7 * 7 = ?,1,1453,4,4,36
Encode-Decode_Experiment-27-1,1070,11 * 11 = ?,1,3248,2,2,37
Encode-Decode_Experiment-27-1,1088,73 + 58 = ?,1,9323,1,1,38
Encode-Decode_Experiment-27-1,1010,36 + 28 = ?,1,3139,1,1,39
Encode-Decode_Experiment-27-1,1043,8 * 10 = ?,1,1251,4,4,40
Encode-Decode_Experiment-27-1,1095,32 + 74 = ?,1,3439,2,2,41
Encode-Decode_Experiment-27-1,1141,90 - 63 = ?,1,3899,4,4,42
Encode-Decode_Experiment-27-1,1092,52 + 79 = ?,1,4996,1,1,43
Encode-Decode_Experiment-27-1,1103,84 - 31 = ?,1,2777,2,2,44
Encode-Decode_Experiment-27-1,1139,46 + 97 = ?,0,7128,2,4,45
Encode-Decode_Experiment-27-1,1046,8 * 9 = ?,1,5336,4,4,46
Encode-Decode_Experiment-27-1,1022,97 - 86 = ?,0,3176,3,2,47
Encode-Decode_Experiment-27-1,1096,12 * 11 = ?,1,12590,4,4,48
Encode-Decode_Experiment-27-1,1047,100 - 50 = ?,1,2252,4,4,49
Encode-Decode_Experiment-27-1,1078,56 + 15 = ?,0,0,,1,50
Encode-Decode_Experiment-27-1,1118,96 - 9 = ?,0,0,,3,51
