SubjectID,StimID,Question,Accuracy,RT_ms,Response,CorrectKey,TrialIndex
Encode-Decode_Experiment-12-1,1145,12 * 4 = ?,1,4710,1,1,1
Encode-Decode_Experiment-12-1,1056,100 - 94 = ?,1,2015,4,4,2
Encode-Decode_Experiment-12-1,1073,30 - 27 = ?,1,1348,1,1,3
Encode-Decode_Experiment-12-1,1142,12 * 8 = ?,1,2307,3,3,4
Encode-Decode_Experiment-12-1,1119,8 * 11 = ?,1,2356,3,3,5
Encode-Decode_Experiment-12-1,1085,90 + 52 = ?,1,3859,4,4,6
Encode-Decode_Experiment-12-1,1043,8 * 10 = ?,1,2037,4,4,7
Encode-Decode_Experiment-12-1,1102,100 - 63 = ?,1,2481,3,3,8
Encode-Decode_Experiment-12-1,1055,40 - 24 = ?,1,2643,3,3,9
Encode-Decode_Experiment-12-1,1112,87 - 40 = ?,1,4526,3,3,10
Encode-Decode_Experiment-12-1,1078,56 + 15 = ?,1,4238,1,1,11
Encode-Decode_Experiment-12-1,1066,100 - 79 = ?,1,1755,1,1,12
Encode-Decode_Experiment-12-1,1045,27 + 38 = ?,1,5434,4,4,13
Encode-Decode_Experiment-12-1,1106,100 - 65 = ?,1,2830,4,4,14
Encode-Decode_Experiment-12-1,1130,12 * 6 = ?,1,2322,4,4,15
Encode-Decode_Experiment-12-1,1021,46 + 1 = ?,0,2523,3,2,16
Encode-Decode_Experiment-12-1,1111,12 * 7 = ?,1,7139,2,2,17
Encode-Decode_Experiment-12-1,1027,33 + 12 = ?,1,6339,3,3,18
Encode-Decode_Experiment-12-1,1080,31 + 56 = ?,1,6067,2,2,19
Encode-Decode_Experiment-12-1,1067,45 - 39 = ?,1,2686,3,3,20
Encode-Decode_Experiment-12-1,1019,3 * 10 = ?,1,1576,2,2,21
Encode-Decode_Experiment-12-1,1044,12 * 9 = ?,1,7078,4,4,22
Encode-Decode_Experiment-12-1,1034,82 - 76 = ?,1,3208,3,3,23
Encode-Decode_Experiment-12-1,1051,73 - 29 = ?,1,10580,3,3,24
Encode-Decode_Experiment-12-1,1117,79 - 23 = ?,1,9826,2,2,25
Encode-Decode_Experiment-12-1,1101,9 * 10 = ?,1,1622,3,3,26
Encode-Decode_Experiment-12-1,1057,27 - 8 = ?,1,6099,2,2,27
Encode-Decode_Experiment-12-1,1100,59 - 13 = ?,1,7156,4,4,28
Encode-Decode_Experiment-12-1,1050,23 + 28 = ?,1,7067,2,2,29
Encode-Decode_Experiment-12-1,1099,79 + 52 = ?,1,6701,2,2,30
Encode-Decode_Experiment-12-1,1141,90 - 63 = ?,1,3087,4,4,31
Encode-Decode_Experiment-12-1,1008,39 + 30 = ?,1,2945,1,1,32
Encode-Decode_Experiment-12-1,1128,49 + 86 = ?,1,18536,1,1,33
Encode-Decode_Experiment-12-1,1016,40 + 44 = ?,1,2904,2,2,34
Encode-Decode_Experiment-12-1,1022,97 - 86 = ?,0,3498,3,2,35
Encode-Decode_Experiment-12-1,1075,76 + 27 = ?,1,7914,2,2,36
Encode-Decode_Experiment-12-1,1115,51 + 17 = ?,1,10067,3,3,37
Encode-Decode_Experiment-12-1,1072,44 + 41 = ?,1,4054,2,2,38
Encode-Decode_Experiment-12-1,1048,75 - 34 = ?,0,13625,2,4,39
Encode-Decode_Experiment-12-1,1047,100 - 50 = ?,1,2333,4,4,40
Encode-Decode_Experiment-12-1,1084,52 - 34 = ?,1,6733,3,3,41
Encode-Decode_Experiment-12-1,1122,39 + 39 = ?,1,5389,2,2,42
Encode-Decode_Experiment-12-1,1013,95 - 77 = ?,0,0,,2,43
Encode-Decode_Experiment-12-1,1076,12 * 12 = ?,0,0,,2,44
