SubjectID,StimID,Question,Accuracy,RT_ms,Response,CorrectKey,TrialIndex
Encode-Decode_Experiment-20-1,1147,28 + 37 = ?,1,3077,2,2,40
Encode-Decode_Experiment-20-1,1031,11 * 10 = ?,1,1647,3,3,41
Encode-Decode_Experiment-20-1,1143,65 - 50 = ?,1,2963,2,2,42
Encode-Decode_Experiment-20-1,1098,37 + 22 = ?,1,2489,3,3,43
Encode-Decode_Experiment-20-1,1142,12 * 8 = ?,1,4811,3,3,44
Encode-Decode_Experiment-20-1,1043,8 * 10 = ?,1,1424,4,4,45
Encode-Decode_Experiment-20-1,1022,97 - 86 = ?,1,1924,2,2,46
Encode-Decode_Experiment-20-1,1032,23 + 27 = ?,1,3099,3,3,47
Encode-Decode_Experiment-20-1,1026,71 - 39 = ?,1,2964,3,3,48
Encode-Decode_Experiment-20-1,1116,35 - 24 = ?,1,1635,2,2,49
Encode-Decode_Experiment-20-1,1081,9 * 11 = ?,1,1079,3,3,50
Encode-Decode_Experiment-20-1,1129,24 + 94 = ?,1,4057,2,2,51
Encode-Decode_Experiment-20-1,1099,79 + 52 = ?,0,1941,1,2,52
Encode-Decode_Experiment-20-1,1016,40 + 44 = ?,1,2828,2,2,53
Encode-Decode_Experiment-20-1,1010,36 + 28 = ?,1,4256,1,1,54
Encode-Decode_Experiment-20-1,1052,31 + 28 = ?,1,2651,4,4,55
Encode-Decode_Experiment-20-1,1007,24 + 19 = ?,1,3063,1,1,56
Encode-Decode_Experiment-20-1,1125,100 - 84 = ?,1,1529,1,1,57
Encode-Decode_Experiment-20-1,1054,100 - 30 = ?,1,1369,1,1,58
Encode-Decode_Experiment-20-1,1059,38 - 25 = ?,1,2080,3,3,59
Encode-Decode_Experiment-20-1,1056,100 - 94 = ?,1,1786,4,4,60
Encode-Decode_Experiment-20-1,1033,7 * 3 = ?,1,1416,3,3,61
Encode-Decode_Experiment-20-1,1051,73 - 29 = ?,1,2493,3,3,62
Encode-Decode_Experiment-20-1,1014,48 - 14 = ?,1,2894,2,2,63
Encode-Decode_Experiment-20-1,1113,71 + 87 = ?,1,2920,1,1,64
Encode-Decode_Experiment-20-1,1023,22 + 48 = ?,1,2664,2,2,65
Encode-Decode_Experiment-20-1,1083,93 - 87 = ?,1,4347,1,1,66
Encode-Decode_Experiment-20-1,1058,84 + 92 = ?,0,0,,4,67
Encode-Decode_Experiment-20-1,1049,100 - 36 = ?,0,0,,1,68
