SubjectID,StimID,Question,Accuracy,RT_ms,Response,CorrectKey,TrialIndex
Encode-Decode_Experiment-20-1,1092,52 + 79 = ?,1,3658,1,1,1
Encode-Decode_Experiment-20-1,1036,4 * 10 = ?,1,2221,3,3,2
Encode-Decode_Experiment-20-1,1019,3 * 10 = ?,1,1186,2,2,3
Encode-Decode_Experiment-20-1,1132,46 - 11 = ?,1,1984,3,3,4
Encode-Decode_Experiment-20-1,1138,10 * 9 = ?,1,1278,4,4,5
Encode-Decode_Experiment-20-1,1135,56 - 30 = ?,1,1712,3,3,6
Encode-Decode_Experiment-20-1,1136,4 * 10 = ?,1,1240,4,4,7
Encode-Decode_Experiment-20-1,1061,83 + 59 = ?,0,2500,2,3,8
Encode-Decode_Experiment-20-1,1108,5 * 11 = ?,1,1398,3,3,9
Encode-Decode_Experiment-20-1,1050,23 + 28 = ?,1,3587,2,2,10
Encode-Decode_Experiment-20-1,1148,21 - 18 = ?,1,2465,2,2,11
Encode-Decode_Experiment-20-1,1057,27 - 8 = ?,0,2500,4,2,12
Encode-Decode_Experiment-20-1,1011,71 - 10 = ?,1,2397,1,1,13
Encode-Decode_Experiment-20-1,1109,80 - 17 = ?,1,2851,1,1,14
Encode-Decode_Experiment-20-1,1037,33 - 10 = ?,1,2022,4,4,15
Encode-Decode_Experiment-20-1,1035,49 + 30 = ?,0,2075,2,3,16
Encode-Decode_Experiment-20-1,1073,30 - 27 = ?,1,1565,1,1,17
Encode-Decode_Experiment-20-1,1067,45 - 39 = ?,1,3786,3,3,18
Encode-Decode_Experiment-20-1,1090,7 * 7 = ?,1,1409,4,4,19
Encode-Decode_Experiment-20-1,1062,59 + 30 = ?,1,2285,3,3,20
Encode-Decode_Experiment-20-1,1095,32 + 74 = ?,1,2351,2,2,21
Encode-Decode_Experiment-20-1,1025,17 + 42 = ?,1,2382,3,3,22
Encode-Decode_Experiment-20-1,1091,75 - 51 = ?,1,3093,1,1,23
Encode-Decode_Experiment-20-1,1075,76 + 27 = ?,1,1902,2,2,24
Encode-Decode_Experiment-20-1,1063,52 + 33 = ?,1,2295,2,2,25
Encode-Decode_Experiment-20-1,1018,33 + 47 = ?,1,2521,2,2,26
Encode-Decode_Experiment-20-1,1110,83 + 43 = ?,1,2089,2,2,27
Encode-Decode_Experiment-20-1,1024,24 + 31 = ?,1,2083,2,2,28
Encode-Decode_Experiment-20-1,1074,100 - 47 = ?,1,2453,4,4,29
Encode-Decode_Experiment-20-1,1140,10 * 12 = ?,1,1937,2,2,30
Encode-Decode_Experiment-20-1,1048,75 - 34 = ?,1,2321,4,4,31
Encode-Decode_Experiment-20-1,1088,73 + 58 = ?,1,2697,1,1,32
Encode-Decode_Experiment-20-1,1094,48 + 86 = ?,1,4467,2,2,33
Encode-Decode_Experiment-20-1,1015,6 * 8 = ?,1,1134,2,2,34
Encode-Decode_Experiment-20-1,1042,34 + 34 = ?,1,2102,4,4,35
Encode-Decode_Experiment-20-1,1120,10 * 11 = ?,1,2007,4,4,36
Encode-Decode_Experiment-20-1,1069,85 - 65 = ?,1,3772,2,2,37
Encode-Decode_Experiment-20-1,1053,60 + 11 = ?,1,2051,3,3,38
Encode-Decode_Experiment-20-1,1114,100 - 12 = ?,1,3358,1,1,39
