SubjectID,StimID,Question,Accuracy,RT_ms,Response,CorrectKey,TrialIndex
Encode-Decode_Experiment-21-1,1111,12 * 7 = ?,0,8227,3,2,1
Encode-Decode_Experiment-21-1,1020,4 * 3 = ?,1,2023,2,2,2
Encode-Decode_Experiment-21-1,1126,74 - 6 = ?,1,3363,3,3,3
Encode-Decode_Experiment-21-1,1015,6 * 8 = ?,1,2026,2,2,4
Encode-Decode_Experiment-21-1,1119,8 * 11 = ?,1,5038,3,3,5
Encode-Decode_Experiment-21-1,1139,46 + 97 = ?,0,4218,2,4,6
Encode-Decode_Experiment-21-1,1050,23 + 28 = ?,1,4271,2,2,7
Encode-Decode_Experiment-21-1,1079,68 - 47 = ?,1,5506,2,2,8
Encode-Decode_Experiment-21-1,1064,67 + 72 = ?,1,8571,2,2,9
Encode-Decode_Experiment-21-1,1120,10 * 11 = ?,1,5434,4,4,10
Encode-Decode_Experiment-21-1,1008,39 + 30 = ?,1,3573,1,1,11
Encode-Decode_Experiment-21-1,1103,84 - 31 = ?,1,4372,2,2,12
Encode-Decode_Experiment-21-1,1023,22 + 48 = ?,1,4259,2,2,13
Encode-Decode_Experiment-21-1,1097,54 - 48 = ?,1,7822,1,1,14
Encode-Decode_Experiment-21-1,1030,25 + 35 = ?,1,5490,3,3,15
Encode-Decode_Experiment-21-1,1147,28 + 37 = ?,1,5531,2,2,16
Encode-Decode_Experiment-21-1,1118,96 - 9 = ?,1,3619,3,3,17
Encode-Decode_Experiment-21-1,1143,65 - 50 = ?,1,2264,2,2,18
Encode-Decode_Experiment-21-1,1092,52 + 79 = ?,1,6475,1,1,19
Encode-Decode_Experiment-21-1,1069,85 - 65 = ?,1,1933,2,2,20
Encode-Decode_Experiment-21-1,1146,100 - 80 = ?,1,1693,3,3,21
Encode-Decode_Experiment-21-1,1076,12 * 12 = ?,1,2743,2,2,22
Encode-Decode_Experiment-21-1,1004,8 * 4 = ?,1,4238,1,1,23
Encode-Decode_Experiment-21-1,1117,79 - 23 = ?,1,5218,2,2,24
Encode-Decode_Experiment-21-1,1141,90 - 63 = ?,1,5175,4,4,25
Encode-Decode_Experiment-21-1,1122,39 + 39 = ?,1,3894,2,2,26
Encode-Decode_Experiment-21-1,1115,51 + 17 = ?,1,3975,3,3,27
Encode-Decode_Experiment-21-1,1129,24 + 94 = ?,1,6285,2,2,28
Encode-Decode_Experiment-21-1,1045,27 + 38 = ?,1,3431,4,4,29
Encode-Decode_Experiment-21-1,1049,100 - 36 = ?,0,4507,3,1,30
Encode-Decode_Experiment-21-1,1133,68 + 50 = ?,1,7316,3,3,31
Encode-Decode_Experiment-21-1,1011,71 - 10 = ?,1,2949,1,1,32
Encode-Decode_Experiment-21-1,1108,5 * 11 = ?,1,6965,3,3,33
Encode-Decode_Experiment-21-1,1071,8 * 12 = ?,0,2947,2,3,34
Encode-Decode_Experiment-21-1,1080,31 + 56 = ?,1,3066,2,2,35
Encode-Decode_Experiment-21-1,1013,95 - 77 = ?,1,5908,2,2,36
Encode-Decode_Experiment-21-1,1059,38 - 25 = ?,1,7645,3,3,37
Encode-Decode_Experiment-21-1,1072,44 + 41 = ?,1,2769,2,2,38
Encode-Decode_Experiment-21-1,1003,10 * 9 = ?,1,2687,1,1,39
Encode-Decode_Experiment-21-1,1130,12 * 6 = ?,1,4785,4,4,40
Encode-Decode_Experiment-21-1,1052,31 + 28 = ?,1,4007,4,4,41
Encode-Decode_Experiment-21-1,1035,49 + 30 = ?,1,4796,3,3,42
Encode-Decode_Experiment-21-1,1062,59 + 30 = ?,1,4769,3,3,43
Encode-Decode_Experiment-21-1,1073,30 - 27 = ?,1,2072,1,1,44
Encode-Decode_Experiment-21-1,1070,11 * 11 = ?,1,2163,2,2,45
Encode-Decode_Experiment-21-1,1012,63 - 35 = ?,1,6946,1,1,46
Encode-Decode_Experiment-21-1,1091,75 - 51 = ?,0,0,,1,47
