SubjectID,StimID,Question,Accuracy,RT_ms,Response,CorrectKey,TrialIndex
Encode-Decode_Experiment-28-1,1118,96 - 9 = ?,1,4420,3,3,1
Encode-Decode_Experiment-28-1,1138,10 * 9 = ?,1,2800,4,4,2
Encode-Decode_Experiment-28-1,1014,48 - 14 = ?,1,3294,2,2,3
Encode-Decode_Experiment-28-1,1102,100 - 63 = ?,1,4463,3,3,4
Encode-Decode_Experiment-28-1,1094,48 + 86 = ?,1,6405,2,2,5
Encode-Decode_Experiment-28-1,1116,35 - 24 = ?,1,4567,2,2,6
Encode-Decode_Experiment-28-1,1006,100 - 87 = ?,1,2558,1,1,7
Encode-Decode_Experiment-28-1,1020,4 * 3 = ?,1,1573,2,2,8
Encode-Decode_Experiment-28-1,1024,24 + 31 = ?,1,3723,2,2,9
Encode-Decode_Experiment-28-1,1029,91 - 36 = ?,1,6364,3,3,10
Encode-Decode_Experiment-28-1,1110,83 + 43 = ?,1,4435,2,2,11
Encode-Decode_Experiment-28-1,1117,79 - 23 = ?,1,4783,2,2,12
Encode-Decode_Experiment-28-1,1105,75 + 74 = ?,1,3693,3,3,13
Encode-Decode_Experiment-28-1,1128,49 + 86 = ?,1,6014,1,1,14
Encode-Decode_Experiment-28-1,1132,46 - 11 = ?,1,3275,3,3,15
Encode-Decode_Experiment-28-1,1127,48 + 11 = ?,1,3508,3,3,16
Encode-Decode_Experiment-28-1,1101,9 * 10 = ?,1,2005,3,3,17
Encode-Decode_Experiment-28-1,1139,46 + 97 = ?,1,12706,4,4,18
Encode-Decode_Experiment-28-1,1036,4 * 10 = ?,1,1323,3,3,19
Encode-Decode_Experiment-28-1,1107,95 - 2 = ?,1,1836,3,3,20
Encode-Decode_Experiment-28-1,1048,75 - 34 = ?,1,8000,4,4,21
Encode-Decode_Experiment-28-1,1033,7 * 3 = ?,1,1469,3,3,22
Encode-Decode_Experiment-28-1,1090,7 * 7 = ?,1,1704,4,4,23
Encode-Decode_Experiment-28-1,1124,3 * 12 = ?,1,2065,2,2,24
Encode-Decode_Experiment-28-1,1007,24 + 19 = ?,1,5420,1,1,25
Encode-Decode_Experiment-28-1,1126,74 - 6 = ?,1,3617,3,3,26
Encode-Decode_Experiment-28-1,1058,84 + 92 = ?,1,5310,4,4,27
Encode-Decode_Experiment-28-1,1081,9 * 11 = ?,1,1494,3,3,28
Encode-Decode_Experiment-28-1,1031,11 * 10 = ?,1,3792,3,3,29
Encode-Decode_Experiment-28-1,1141,90 - 63 = ?,1,15077,4,4,30
Encode-Decode_Experiment-28-1,1113,71 + 87 = ?,1,10935,1,1,31
Encode-Decode_Experiment-28-1,1078,56 + 15 = ?,1,3079,1,1,32
Encode-Decode_Experiment-28-1,1017,58 - 37 = ?,1,4505,2,2,33
Encode-Decode_Experiment-28-1,1080,31 + 56 = ?,1,3747,2,2,34
Encode-Decode_Experiment-28-1,1092,52 + 79 = ?,1,6418,1,1,35
Encode-Decode_Experiment-28-1,1008,39 + 30 = ?,1,2319,1,1,36
Encode-Decode_Experiment-28-1,1051,73 - 29 = ?,1,7007,3,3,37
Encode-Decode_Experiment-28-1,1098,37 + 22 = ?,1,4916,3,3,38
Encode-Decode_Experiment-28-1,1004,8 * 4 = ?,1,4405,1,1,39
Encode-Decode_Experiment-28-1,1043,8 * 10 = ?,1,1945,4,4,40
Encode-Decode_Experiment-28-1,1122,39 + 39 = ?,1,3992,2,2,41
Encode-Decode_Experiment-28-1,1063,52 + 33 = ?,1,2742,2,2,42
Encode-Decode_Experiment-28-1,1039,13 + 3 = ?,1,1749,4,4,43
Encode-Decode_Experiment-28-1,1023,22 + 48 = ?,1,3909,2,2,44
Encode-Decode_Experiment-28-1,1025,17 + 42 = ?,1,11805,3,3,45
Encode-Decode_Experiment-28-1,1021,46 + 1 = ?,0,0,,2,46
Encode-Decode_Experiment-28-1,1018,33 + 47 = ?,0,0,,2,47
