SubjectID,StimID,Question,Accuracy,RT_ms,Response,CorrectKey,TrialIndex
Encode-Decode_Experiment-8-1,1002,10 * 11 = ?,1,4247,1,1,1
Encode-Decode_Experiment-8-1,1065,35 + 45 = ?,1,7386,3,3,2
Encode-Decode_Experiment-8-1,1099,79 + 52 = ?,1,3888,2,2,3
Encode-Decode_Experiment-8-1,1045,27 + 38 = ?,1,5698,4,4,4
Encode-Decode_Experiment-8-1,1013,95 - 77 = ?,0,5116,4,2,5
Encode-Decode_Experiment-8-1,1070,11 * 11 = ?,1,4597,2,2,6
Encode-Decode_Experiment-8-1,1126,74 - 6 = ?,1,3674,3,3,7
Encode-Decode_Experiment-8-1,1098,37 + 22 = ?,1,6557,3,3,8
Encode-Decode_Experiment-8-1,1073,30 - 27 = ?,1,2148,1,1,9
Encode-Decode_Experiment-8-1,1103,84 - 31 = ?,1,6315,2,2,10
Encode-Decode_Experiment-8-1,1082,100 - 3 = ?,1,3652,2,2,11
Encode-Decode_Experiment-8-1,1110,83 + 43 = ?,1,3671,2,2,12
Encode-Decode_Experiment-8-1,1076,12 * 12 = ?,1,1881,2,2,13
Encode-Decode_Experiment-8-1,1044,12 * 9 = ?,1,8827,4,4,14
Encode-Decode_Experiment-8-1,1054,100 - 30 = ?,1,1639,1,1,15
Encode-Decode_Experiment-8-1,1106,100 - 65 = ?,1,2963,4,4,16
Encode-Decode_Experiment-8-1,1036,4 * 10 = ?,1,2114,3,3,17
Encode-Decode_Experiment-8-1,1058,84 + 92 = ?,1,4714,4,4,18
Encode-Decode_Experiment-8-1,1102,100 - 63 = ?,1,8307,3,3,19
Encode-Decode_Experiment-8-1,1050,23 + 28 = ?,1,4180,2,2,20
Encode-Decode_Experiment-8-1,1084,52 - 34 = ?,1,5754,3,3,21
Encode-Decode_Experiment-8-1,1080,31 + 56 = ?,0,5025,3,2,22
Encode-Decode_Experiment-8-1,1089,100 - 28 = ?,1,5549,2,2,23
Encode-Decode_Experiment-8-1,1078,56 + 15 = ?,1,9693,1,1,24
Encode-Decode_Experiment-8-1,1060,12 * 10 = ?,1,2030,2,2,25
Encode-Decode_Experiment-8-1,1003,10 * 9 = ?,1,1634,1,1,26
Encode-Decode_Experiment-8-1,1119,8 * 11 = ?,1,3358,3,3,27
Encode-Decode_Experiment-8-1,1028,5 * 7 = ?,1,2613,3,3,28
Encode-Decode_Experiment-8-1,1087,27 + 85 = ?,1,4153,1,1,29
Encode-Decode_Experiment-8-1,1023,22 + 48 = ?,1,3328,2,2,30
Encode-Decode_Experiment-8-1,1111,12 * 7 = ?,1,3472,2,2,31
Encode-Decode_Experiment-8-1,1057,27 - 8 = ?,1,2843,2,2,32
Encode-Decode_Experiment-8-1,1047,100 - 50 = ?,1,2134,4,4,33
Encode-Decode_Experiment-8-1,1134,100 - 4 = ?,1,2150,4,4,34
Encode-Decode_Experiment-8-1,1066,100 - 79 = ?,1,4326,1,1,35
Encode-Decode_Experiment-8-1,1074,100 - 47 = ?,1,4046,4,4,36
Encode-Decode_Experiment-8-1,1118,96 - 9 = ?,1,5017,3,3,37
Encode-Decode_Experiment-8-1,1001,42 + 25 = ?,1,3309,1,1,38
Encode-Decode_Experiment-8-1,1085,90 + 52 = ?,1,3878,4,4,39
Encode-Decode_Experiment-8-1,1075,76 + 27 = ?,1,5448,2,2,40
Encode-Decode_Experiment-8-1,1007,24 + 19 = ?,1,6651,1,1,41
Encode-Decode_Experiment-8-1,1032,23 + 27 = ?,1,4791,3,3,42
Encode-Decode_Experiment-8-1,1022,97 - 86 = ?,1,4172,2,2,43
Encode-Decode_Experiment-8-1,1094,48 + 86 = ?,1,7035,2,2,44
Encode-Decode_Experiment-8-1,1086,10 * 10 = ?,1,1895,4,4,45
Encode-Decode_Experiment-8-1,1109,80 - 17 = ?,1,5071,1,1,46
Encode-Decode_Experiment-8-1,1097,54 - 48 = ?,0,0,,1,47
Encode-Decode_Experiment-8-1,1135,56 - 30 = ?,0,0,,3,48
