SubjectID,StimID,Question,Accuracy,RT_ms,Response,CorrectKey,TrialIndex
Encode-Decode_Experiment-18-1,1081,9 * 11 = ?,1,1664,3,3,1
Encode-Decode_Experiment-18-1,1069,85 - 65 = ?,1,1362,2,2,2
Encode-Decode_Experiment-18-1,1071,8 * 12 = ?,1,2323,3,3,3
Encode-Decode_Experiment-18-1,1090,7 * 7 = ?,1,1706,4,4,4
Encode-Decode_Experiment-18-1,1028,5 * 7 = ?,1,1290,3,3,5
Encode-Decode_Experiment-18-1,1055,40 - 24 = ?,0,1356,2,3,6
Encode-Decode_Experiment-18-1,1082,100 - 3 = ?,1,1634,2,2,7
Encode-Decode_Experiment-18-1,1015,6 * 8 = ?,0,2382,4,2,8
Encode-Decode_Experiment-18-1,1018,33 + 47 = ?,1,2492,2,2,9
Encode-Decode_Experiment-18-1,1098,37 + 22 = ?,1,1830,3,3,10
Encode-Decode_Experiment-18-1,1108,5 * 11 = ?,1,1082,3,3,11
Encode-Decode_Experiment-18-1,1048,75 - 34 = ?,0,2036,1,4,12
Encode-Decode_Experiment-18-1,1026,71 - 39 = ?,0,4016,2,3,13
Encode-Decode_Experiment-18-1,1013,95 - 77 = ?,1,3789,2,2,14
Encode-Decode_Experiment-18-1,1095,32 + 74 = ?,1,3555,2,2,15
Encode-Decode_Experiment-18-1,1119,8 * 11 = ?,1,978,3,3,16
Encode-Decode_Experiment-18-1,1121,100 - 71 = ?,1,3904,3,3,17
Encode-Decode_Experiment-18-1,1006,100 - 87 = ?,1,2521,1,1,18
Encode-Decode_Experiment-18-1,1064,67 + 72 = ?,1,4026,2,2,19
Encode-Decode_Experiment-18-1,1009,30 + 17 = ?,1,1438,1,1,20
Encode-Decode_Experiment-18-1,1086,10 * 10 = ?,1,1258,4,4,21
Encode-Decode_Experiment-18-1,1001,42 + 25 = ?,1,2517,1,1,22
Encode-Decode_Experiment-18-1,1083,93 - 87 = ?,1,3270,1,1,23
Encode-Decode_Experiment-18-1,1077,92 - 54 = ?,0,3672,2,3,24
Encode-Decode_Experiment-18-1,1030,25 + 35 = ?,1,2747,3,3,25
Encode-Decode_Experiment-18-1,1138,10 * 9 = ?,1,1610,4,4,26
Encode-Decode_Experiment-18-1,1101,9 * 10 = ?,1,1127,3,3,27
Encode-Decode_Experiment-18-1,1067,45 - 39 = ?,1,4918,3,3,28
Encode-Decode_Experiment-18-1,1134,100 - 4 = ?,1,1767,4,4,29
Encode-Decode_Experiment-18-1,1021,46 + 1 = ?,1,1173,2,2,30
Encode-Decode_Experiment-18-1,1054,100 - 30 = ?,1,1131,1,1,31
