SubjectID,StimID,Question,Accuracy,RT_ms,Response,CorrectKey,TrialIndex
Encode-Decode_Experiment-5-1,1054,100 - 30 = ?,1,1923,1,1,1
Encode-Decode_Experiment-5-1,1093,100 - 53 = ?,1,5690,3,3,2
Encode-Decode_Experiment-5-1,1031,11 * 10 = ?,1,3932,3,3,3
Encode-Decode_Experiment-5-1,1076,12 * 12 = ?,1,1852,2,2,4
Encode-Decode_Experiment-5-1,1037,33 - 10 = ?,1,2311,4,4,5
Encode-Decode_Experiment-5-1,1006,100 - 87 = ?,1,17608,1,1,6
Encode-Decode_Experiment-5-1,1105,75 + 74 = ?,1,14829,3,3,7
Encode-Decode_Experiment-5-1,1057,27 - 8 = ?,1,5345,2,2,8
Encode-Decode_Experiment-5-1,1011,71 - 10 = ?,1,2073,1,1,9
Encode-Decode_Experiment-5-1,1106,100 - 65 = ?,1,4995,4,4,10
Encode-Decode_Experiment-5-1,1042,34 + 34 = ?,1,3777,4,4,11
Encode-Decode_Experiment-5-1,1001,42 + 25 = ?,1,8727,1,1,12
Encode-Decode_Experiment-5-1,1094,48 + 86 = ?,0,19230,1,2,13
Encode-Decode_Experiment-5-1,1070,11 * 11 = ?,1,2122,2,2,14
Encode-Decode_Experiment-5-1,1114,100 - 12 = ?,1,4027,1,1,15
Encode-Decode_Experiment-5-1,1145,12 * 4 = ?,0,6215,4,1,16
Encode-Decode_Experiment-5-1,1072,44 + 41 = ?,1,6324,2,2,17
Encode-Decode_Experiment-5-1,1119,8 * 11 = ?,1,5956,3,3,18
Encode-Decode_Experiment-5-1,1088,73 + 58 = ?,1,16954,1,1,19
Encode-Decode_Experiment-5-1,1131,45 + 16 = ?,0,11170,4,2,20
Encode-Decode_Experiment-5-1,1103,84 - 31 = ?,1,6137,2,2,21
Encode-Decode_Experiment-5-1,1135,56 - 30 = ?,1,5793,3,3,22
Encode-Decode_Experiment-5-1,1059,38 - 25 = ?,1,6702,3,3,23
Encode-Decode_Experiment-5-1,1027,33 + 12 = ?,1,5319,3,3,24
Encode-Decode_Experiment-5-1,1140,10 * 12 = ?,1,4135,2,2,25
Encode-Decode_Experiment-5-1,1115,51 + 17 = ?,1,5111,3,3,26
Encode-Decode_Experiment-5-1,1142,12 * 8 = ?,0,8416,1,3,27
Encode-Decode_Experiment-5-1,1050,23 + 28 = ?,1,16821,2,2,28
Encode-Decode_Experiment-5-1,1132,46 - 11 = ?,1,10962,3,3,29
Encode-Decode_Experiment-5-1,1082,100 - 3 = ?,1,2201,2,2,30
Encode-Decode_Experiment-5-1,1010,36 + 28 = ?,1,16438,1,1,31
Encode-Decode_Experiment-5-1,1035,49 + 30 = ?,0,0,,3,32
Encode-Decode_Experiment-5-1,1127,48 + 11 = ?,0,0,,3,33
