SubjectID,StimID,Question,Accuracy,RT_ms,Response,CorrectKey,TrialIndex
Encode-Decode_Experiment-15-1,1044,12 * 9 = ?,0,6250,1,4,1
Encode-Decode_Experiment-15-1,1062,59 + 30 = ?,1,4669,3,3,2
Encode-Decode_Experiment-15-1,1145,12 * 4 = ?,1,3912,1,1,3
Encode-Decode_Experiment-15-1,1079,68 - 47 = ?,1,4392,2,2,4
Encode-Decode_Experiment-15-1,1070,11 * 11 = ?,1,4638,2,2,5
Encode-Decode_Experiment-15-1,1108,5 * 11 = ?,1,3482,3,3,6
Encode-Decode_Experiment-15-1,1025,17 + 42 = ?,1,4212,3,3,7
Encode-Decode_Experiment-15-1,1107,95 - 2 = ?,1,2417,3,3,8
Encode-Decode_Experiment-15-1,1144,95 - 86 = ?,1,3293,1,1,9
Encode-Decode_Experiment-15-1,1038,10 * 8 = ?,1,2751,4,4,10
Encode-Decode_Experiment-15-1,1031,11 * 10 = ?,1,2870,3,3,11
Encode-Decode_Experiment-15-1,1010,36 + 28 = ?,1,6713,1,1,12
Encode-Decode_Experiment-15-1,1045,27 + 38 = ?,1,6026,4,4,13
Encode-Decode_Experiment-15-1,1112,87 - 40 = ?,1,3134,3,3,14
Encode-Decode_Experiment-15-1,1055,40 - 24 = ?,1,3438,3,3,15
Encode-Decode_Experiment-15-1,1078,56 + 15 = ?,1,3226,1,1,16
Encode-Decode_Experiment-15-1,1074,100 - 47 = ?,1,2782,4,4,17
Encode-Decode_Experiment-15-1,1085,90 + 52 = ?,1,3820,4,4,18
Encode-Decode_Experiment-15-1,1109,80 - 17 = ?,1,4216,1,1,19
Encode-Decode_Experiment-15-1,1056,100 - 94 = ?,1,2100,4,4,20
Encode-Decode_Experiment-15-1,1096,12 * 11 = ?,1,11262,4,4,21
Encode-Decode_Experiment-15-1,1020,4 * 3 = ?,1,2481,2,2,22
Encode-Decode_Experiment-15-1,1023,22 + 48 = ?,1,3955,2,2,23
Encode-Decode_Experiment-15-1,1027,33 + 12 = ?,1,4890,3,3,24
Encode-Decode_Experiment-15-1,1121,100 - 71 = ?,1,2676,3,3,25
Encode-Decode_Experiment-15-1,1102,100 - 63 = ?,1,3582,3,3,26
Encode-Decode_Experiment-15-1,1066,100 - 79 = ?,1,2860,1,1,27
Encode-Decode_Experiment-15-1,1006,100 - 87 = ?,1,2751,1,1,28
Encode-Decode_Experiment-15-1,1002,10 * 11 = ?,1,2638,1,1,29
Encode-Decode_Experiment-15-1,1042,34 + 34 = ?,1,3058,4,4,30
Encode-Decode_Experiment-15-1,1141,90 - 63 = ?,1,5021,4,4,31
Encode-Decode_Experiment-15-1,1047,100 - 50 = ?,1,2026,4,4,32
Encode-Decode_Experiment-15-1,1105,75 + 74 = ?,1,4494,3,3,33
Encode-Decode_Experiment-15-1,1018,33 + 47 = ?,1,3279,2,2,34
Encode-Decode_Experiment-15-1,1110,83 + 43 = ?,1,3609,2,2,35
Encode-Decode_Experiment-15-1,1033,7 * 3 = ?,1,1734,3,3,36
Encode-Decode_Experiment-15-1,1118,96 - 9 = ?,1,4237,3,3,37
Encode-Decode_Experiment-15-1,1133,68 + 50 = ?,1,3457,3,3,38
Encode-Decode_Experiment-15-1,1059,38 - 25 = ?,1,2844,3,3,39
Encode-Decode_Experiment-15-1,1040,74 - 58 = ?,1,5023,4,4,40
Encode-Decode_Experiment-15-1,1075,76 + 27 = ?,1,7227,2,2,41
Encode-Decode_Experiment-15-1,1071,8 * 12 = ?,1,6911,3,3,42
Encode-Decode_Experiment-15-1,1117,79 - 23 = ?,1,6935,2,2,43
Encode-Decode_Experiment-15-1,1093,100 - 53 = ?,1,2367,3,3,44
Encode-Decode_Experiment-15-1,1008,39 + 30 = ?,1,3678,1,1,45
Encode-Decode_Experiment-15-1,1132,46 - 11 = ?,1,5616,3,3,46
Encode-Decode_Experiment-15-1,1094,48 + 86 = ?,1,15125,2,2,47
Encode-Decode_Experiment-15-1,1073,30 - 27 = ?,0,0,,1,48
Encode-Decode_Experiment-15-1,1026,71 - 39 = ?,0,0,,3,49
