SubjectID,StimID,Question,Accuracy,RT_ms,Response,CorrectKey,TrialIndex
Encode-Decode_Experiment-11-1,1140,10 * 12 = ?,1,2968,2,2,1
Encode-Decode_Experiment-11-1,1122,39 + 39 = ?,1,3431,2,2,2
Encode-Decode_Experiment-11-1,1064,67 + 72 = ?,0,2747,4,2,3
Encode-Decode_Experiment-11-1,1059,38 - 25 = ?,1,3330,3,3,4
Encode-Decode_Experiment-11-1,1071,8 * 12 = ?,1,2202,3,3,5
Encode-Decode_Experiment-11-1,1056,100 - 94 = ?,1,2694,4,4,6
Encode-Decode_Experiment-11-1,1082,100 - 3 = ?,0,1713,3,2,7
Encode-Decode_Experiment-11-1,1072,44 + 41 = ?,1,3352,2,2,8
Encode-Decode_Experiment-11-1,1096,12 * 11 = ?,1,3056,4,4,9
Encode-Decode_Experiment-11-1,1054,100 - 30 = ?,1,1339,1,1,10
Encode-Decode_Experiment-11-1,1020,4 * 3 = ?,1,1251,2,2,11
Encode-Decode_Experiment-11-1,1035,49 + 30 = ?,1,2510,3,3,12
Encode-Decode_Experiment-11-1,1027,33 + 12 = ?,1,2687,3,3,13
Encode-Decode_Experiment-11-1,1005,11 * 12 = ?,1,1769,1,1,14
Encode-Decode_Experiment-11-1,1024,24 + 31 = ?,1,3016,2,2,15
Encode-Decode_Experiment-11-1,1108,5 * 11 = ?,1,1677,3,3,16
Encode-Decode_Experiment-11-1,1037,33 - 10 = ?,1,1743,4,4,17
Encode-Decode_Experiment-11-1,1092,52 + 79 = ?,1,3430,1,1,18
Encode-Decode_Experiment-11-1,1028,5 * 7 = ?,1,1458,3,3,19
Encode-Decode_Experiment-11-1,1097,54 - 48 = ?,1,2893,1,1,20
Encode-Decode_Experiment-11-1,1086,10 * 10 = ?,1,1406,4,4,21
Encode-Decode_Experiment-11-1,1025,17 + 42 = ?,1,2764,3,3,22
Encode-Decode_Experiment-11-1,1004,8 * 4 = ?,1,1850,1,1,23
Encode-Decode_Experiment-11-1,1112,87 - 40 = ?,1,3582,3,3,24
Encode-Decode_Experiment-11-1,1050,23 + 28 = ?,0,3356,1,2,25
Encode-Decode_Experiment-11-1,1102,100 - 63 = ?,1,3371,3,3,26
Encode-Decode_Experiment-11-1,1002,10 * 11 = ?,1,3426,1,1,27
Encode-Decode_Experiment-11-1,1109,80 - 17 = ?,1,4656,1,1,28
Encode-Decode_Experiment-11-1,1041,7 * 9 = ?,1,3153,4,4,29
Encode-Decode_Experiment-11-1,1133,68 + 50 = ?,1,3320,3,3,30
Encode-Decode_Experiment-11-1,1013,95 - 77 = ?,1,2744,2,2,31
Encode-Decode_Experiment-11-1,1137,97 - 87 = ?,1,1696,2,2,32
Encode-Decode_Experiment-11-1,1100,59 - 13 = ?,1,2753,4,4,33
Encode-Decode_Experiment-11-1,1106,100 - 65 = ?,1,2528,4,4,34
Encode-Decode_Experiment-11-1,1032,23 + 27 = ?,1,2937,3,3,35
Encode-Decode_Experiment-11-1,1044,12 * 9 = ?,1,3537,4,4,36
Encode-Decode_Experiment-11-1,1118,96 - 9 = ?,1,2673,3,3,37
Encode-Decode_Experiment-11-1,1127,48 + 11 = ?,1,2147,3,3,38
Encode-Decode_Experiment-11-1,1124,3 * 12 = ?,1,1738,2,2,39
Encode-Decode_Experiment-11-1,1017,58 - 37 = ?,1,3482,2,2,40
Encode-Decode_Experiment-11-1,1015,6 * 8 = ?,1,1740,2,2,41
Encode-Decode_Experiment-11-1,1045,27 + 38 = ?,1,7172,4,4,42
Encode-Decode_Experiment-11-1,1036,4 * 10 = ?,1,1299,3,3,43
Encode-Decode_Experiment-11-1,1101,9 * 10 = ?,1,1364,3,3,44
Encode-Decode_Experiment-11-1,1089,100 - 28 = ?,1,2235,2,2,45
Encode-Decode_Experiment-11-1,1135,56 - 30 = ?,1,2519,3,3,46
Encode-Decode_Experiment-11-1,1123,67 - 37 = ?,1,1328,3,3,47
Encode-Decode_Experiment-11-1,1095,32 + 74 = ?,1,2376,2,2,48
Encode-Decode_Experiment-11-1,1058,84 + 92 = ?,0,3350,2,4,49
Encode-Decode_Experiment-11-1,1130,12 * 6 = ?,1,2933,4,4,50
Encode-Decode_Experiment-11-1,1113,71 + 87 = ?,0,2669,4,1,51
Encode-Decode_Experiment-11-1,1114,100 - 12 = ?,0,2935,4,1,52
Encode-Decode_Experiment-11-1,1073,30 - 27 = ?,1,1575,1,1,53
Encode-Decode_Experiment-11-1,1117,79 - 23 = ?,1,2997,2,2,54
Encode-Decode_Experiment-11-1,1038,10 * 8 = ?,1,1642,4,4,55
Encode-Decode_Experiment-11-1,1080,31 + 56 = ?,1,3342,2,2,56
Encode-Decode_Experiment-11-1,1121,100 - 71 = ?,1,3949,3,3,57
Encode-Decode_Experiment-11-1,1084,52 - 34 = ?,1,3397,3,3,58
Encode-Decode_Experiment-11-1,1026,71 - 39 = ?,1,5082,3,3,59
Encode-Decode_Experiment-11-1,1023,22 + 48 = ?,1,4004,2,2,60
Encode-Decode_Experiment-11-1,1103,84 - 31 = ?,1,3985,2,2,61
Encode-Decode_Experiment-11-1,1099,79 + 52 = ?,1,4207,2,2,62
Encode-Decode_Experiment-11-1,1111,12 * 7 = ?,0,0,,2,63
