SubjectID,StimID,TrialID,QuestionNumber,q_accuracy,svg_z_inter_dec,svg_z_all_dec,n_fixations_dec,aoi_prop_dec,mean_salience_dec,low_n_dec,n_shared_enc_dec,PresentOrder,svg_z_inter_dec_z,n_fixations_dec_z,aoi_prop_dec_z,mean_salience_dec_z
Encode-Decode_Experiment-9-1,2385550,Encode-Decode_Experiment-9-1_2385550,2.0,1.0,-0.940507,-0.980305,12,1.0,0.567382,False,1.0,2.0,-0.6473630082871392,-0.15423453055839403,0.41061976358289315,3.0434568541542184
Encode-Decode_Experiment-9-1,2347025,Encode-Decode_Experiment-9-1_2347025,1.0,0.0,,,12,1.0,0.074993,False,2.0,1.0,,-0.15423453055839403,0.41061976358289315,-0.7617684266108148
Encode-Decode_Experiment-9-1,2347025,Encode-Decode_Experiment-9-1_2347025,2.0,1.0,,,12,1.0,0.074993,False,2.0,2.0,,-0.15423453055839403,0.41061976358289315,-0.7617684266108148
Encode-Decode_Experiment-9-1,2409918,Encode-Decode_Experiment-9-1_2409918,1.0,0.0,0.015248,-0.021238,15,1.0,0.083155,False,1.0,2.0,-0.1456701458192794,0.6999874848419431,0.41061976358289315,-0.6986917763574497
Encode-Decode_Experiment-9-1,2409918,Encode-Decode_Experiment-9-1_2409918,2.0,1.0,0.015248,-0.021238,15,1.0,0.083155,False,1.0,1.0,-0.1456701458192794,0.6999874848419431,0.41061976358289315,-0.6986917763574497
Encode-Decode_Experiment-9-1,2385851,Encode-Decode_Experiment-9-1_2385851,1.0,1.0,,0.53099,17,0.8824,0.11911,False,2.0,2.0,,1.2694688284421678,-1.4602367055352046,-0.4208283899497381
Encode-Decode_Experiment-9-1,2385851,Encode-Decode_Experiment-9-1_2385851,2.0,0.0,,0.53099,17,0.8824,0.11911,False,2.0,1.0,,1.2694688284421678,-1.4602367055352046,-0.4208283899497381
Encode-Decode_Experiment-9-1,2412687,Encode-Decode_Experiment-9-1_2412687,1.0,1.0,,1.195935,15,1.0,0.022659,False,2.0,2.0,,0.6999874848419431,0.41061976358289315,-1.1662101583382847
Encode-Decode_Experiment-9-1,2412687,Encode-Decode_Experiment-9-1_2412687,2.0,1.0,,1.195935,15,1.0,0.022659,False,2.0,1.0,,0.6999874848419431,0.41061976358289315,-1.1662101583382847
Encode-Decode_Experiment-9-1,2411268,Encode-Decode_Experiment-9-1_2411268,1.0,1.0,0.016638,-1.08704,10,1.0,0.1188,False,3.0,1.0,-0.14494051000379288,-0.7237158741586188,0.41061976358289315,-0.4232240970777144
Encode-Decode_Experiment-9-1,2411268,Encode-Decode_Experiment-9-1_2411268,2.0,0.0,0.016638,-1.08704,10,1.0,0.1188,False,3.0,2.0,-0.14494051000379288,-0.7237158741586188,0.41061976358289315,-0.4232240970777144
Encode-Decode_Experiment-9-1,2362704,Encode-Decode_Experiment-9-1_2362704,1.0,1.0,,,8,0.875,0.151829,False,3.0,2.0,,-1.2931972177588436,-1.5779606670273292,-0.16797309472309596
Encode-Decode_Experiment-9-1,2362704,Encode-Decode_Experiment-9-1_2362704,2.0,1.0,,,8,0.875,0.151829,False,3.0,1.0,,-1.2931972177588436,-1.5779606670273292,-0.16797309472309596
Encode-Decode_Experiment-9-1,2408717,Encode-Decode_Experiment-9-1_2408717,1.0,1.0,,,8,1.0,0.100927,False,2.0,1.0,,-1.2931972177588436,0.41061976358289315,-0.5613482051368169
Encode-Decode_Experiment-9-1,2408717,Encode-Decode_Experiment-9-1_2408717,2.0,0.0,,,8,1.0,0.100927,False,2.0,2.0,,-1.2931972177588436,0.41061976358289315,-0.5613482051368169
Encode-Decode_Experiment-9-1,2347400,Encode-Decode_Experiment-9-1_2347400,1.0,1.0,-0.612701,-0.942034,12,1.0,0.110346,False,4.0,1.0,-0.47529178660989013,-0.15423453055839403,0.41061976358289315,-0.4885573488838831
Encode-Decode_Experiment-9-1,2347400,Encode-Decode_Experiment-9-1_2347400,2.0,1.0,-0.612701,-0.942034,12,1.0,0.110346,False,4.0,2.0,-0.47529178660989013,-0.15423453055839403,0.41061976358289315,-0.4885573488838831
Encode-Decode_Experiment-9-1,2387122,Encode-Decode_Experiment-9-1_2387122,1.0,1.0,,0.031662,16,0.875,0.161063,False,3.0,2.0,,0.9847281566420555,-1.5779606670273292,-0.0966119346594382
Encode-Decode_Experiment-9-1,2387122,Encode-Decode_Experiment-9-1_2387122,2.0,1.0,,0.031662,16,0.875,0.161063,False,3.0,1.0,,0.9847281566420555,-1.5779606670273292,-0.0966119346594382
Encode-Decode_Experiment-9-1,2367132,Encode-Decode_Experiment-9-1_2367132,1.0,1.0,1.1704,1.202613,15,1.0,0.114203,False,3.0,2.0,0.46068976175690207,0.6999874848419431,0.41061976358289315,-0.45875011535935123
Encode-Decode_Experiment-9-1,2367132,Encode-Decode_Experiment-9-1_2367132,2.0,1.0,1.1704,1.202613,15,1.0,0.114203,False,3.0,1.0,0.46068976175690207,0.6999874848419431,0.41061976358289315,-0.45875011535935123
Encode-Decode_Experiment-9-1,2356991,Encode-Decode_Experiment-9-1_2356991,1.0,1.0,,,14,0.9286,0.035924,False,2.0,2.0,,0.4152468130418307,-0.7252573783816662,-1.063697077523425
Encode-Decode_Experiment-9-1,2356991,Encode-Decode_Experiment-9-1_2356991,2.0,1.0,,,14,0.9286,0.035924,False,2.0,1.0,,0.4152468130418307,-0.7252573783816662,-1.063697077523425
