SubjectID,StimID,svg_z_all_enc,svg_z_inter_enc,svg_obs_all_enc,svg_obs_inter_enc,n_transitions_enc,low_n_enc,n_fixations_enc,aoi_prop_enc,mean_salience_enc,enc_accuracy_enc,enc_rt_ms_enc,dec_total_correct,q1_accuracy,q2_accuracy,lcs_enc_dec,lcs_len_enc_dec,tau_enc_dec,tau_p_enc_dec,n_shared_enc_dec,n_fixations_dec,aoi_prop_dec,mean_salience_dec,svg_z_all_dec,svg_z_inter_dec,svg_z_inter_enc_z,svg_z_all_enc_z,lcs_enc_dec_z,tau_enc_dec_z,n_fixations_enc_z,aoi_prop_enc_z,mean_salience_enc_z
Encode-Decode_Experiment-2-1,2409918,1.596085,0.691338,0.75,0.5,12,False,18,1.0,0.198529,1.0,5110.0,1.0,0.0,1.0,0.5,2.0,-0.333333,1.0,3.0,11,1.0,0.206659,-0.392176,-0.287814,-0.030845915386227538,0.6830285059319823,-0.6026382273024843,-1.2663092414987462,0.4138976740971557,0.8714846146564617,-0.107236487154
Encode-Decode_Experiment-2-1,2371471,2.644378,1.34897,0.625,0.25,8,False,14,1.0,0.372995,1.0,5609.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,15,1.0,0.447701,,,0.5785696485529822,1.6270369293082672,1.2993048444049207,0.6440088882650536,-1.1877063691483574,0.8714846146564617,1.6553013187396515
Encode-Decode_Experiment-2-1,2367132,1.867404,2.045486,0.6,0.5,10,False,15,0.9333,0.11577,1.0,6112.0,2.0,1.0,1.0,0.5,1.0,,,1.0,9,1.0,0.061694,,,1.2240183051461568,0.9273565911352892,-0.6026382273024843,,-0.7873053583369791,-0.01983445050069262,-0.9433069322719756
Encode-Decode_Experiment-2-1,2374670,0.264887,0.34614,0.454545,0.454545,11,False,20,0.95,0.297143,1.0,3739.0,2.0,1.0,1.0,0.666667,2.0,-0.333333,1.0,3.0,6,1.0,0.177617,-0.48939,-0.429079,-0.3507345975681885,-0.5157414230684626,0.03134406456203187,-1.2663092414987462,1.2146996957199123,0.2033293933992238,0.8890086447937521
Encode-Decode_Experiment-2-1,2387122,1.571387,0.52447,0.6,0.2,15,False,20,0.95,0.207941,1.0,5598.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,6,1.0,0.047742,,,-0.18547944344357278,0.6607874721365191,1.2993048444049207,0.6440088882650536,1.2146996957199123,0.2033293933992238,-0.012152024685261073
Encode-Decode_Experiment-2-1,2370664,1.583161,2.369165,0.6,0.4,10,False,21,1.0,0.141475,1.0,3430.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,11,0.8182,0.173172,,,1.5239657230337895,0.6713901902476125,1.2993048444049207,0.6440088882650536,1.6151007065312906,0.8714846146564617,-0.6836229004233845
Encode-Decode_Experiment-2-1,2344622,1.501799,,0.75,0.0,4,False,15,1.0,0.159389,1.0,3413.0,2.0,1.0,1.0,1.0,1.0,,,1.0,13,1.0,0.087727,,,,0.5981221121981156,1.2993048444049207,,-0.7873053583369791,0.8714846146564617,-0.5026472246196239
Encode-Decode_Experiment-2-1,2379478,2.583488,1.373886,0.8,0.3,10,False,20,0.9,0.435683,1.0,3276.0,2.0,1.0,1.0,0.5,2.0,0.333333,1.0,3.0,11,0.8182,0.596405,0.732867,1.934952,0.6016588507072407,1.5722042891023493,-0.6026382273024843,-0.3111508929863241,1.2146996957199123,-0.46482582785801263,2.288605056865482
Encode-Decode_Experiment-2-1,2411268,2.245741,2.256809,0.818182,0.818182,11,False,20,0.75,0.286232,1.0,4456.0,1.0,0.0,1.0,0.666667,2.0,-0.333333,1.0,3.0,8,1.0,0.095722,,,1.4198474698132133,1.2680564859880772,0.03134406456203187,-1.2663092414987462,1.2146996957199123,-2.4692914916297246,0.7787805774333171
Encode-Decode_Experiment-2-1,2410309,0.743374,0.663367,0.363636,0.181818,11,False,17,0.8235,0.212815,1.0,5533.0,1.0,1.0,0.0,0.75,3.0,0.666667,0.333333,4.0,12,1.0,0.120361,-0.734162,-0.734635,-0.05676613024642841,-0.084854487377727,0.3483333085512182,0.16642971400884254,0.013496663285777451,-1.4871033163815859,0.03708742177379506
Encode-Decode_Experiment-2-1,2348899,2.407658,2.447185,0.555556,0.555556,9,False,16,1.0,0.14747,1.0,4638.0,1.0,1.0,0.0,0.5,1.0,,,1.0,18,1.0,0.065708,,,1.5962654321393943,1.4138659227465193,-0.6026382273024843,,-0.3869043475256008,0.8714846146564617,-0.6230585833281771
Encode-Decode_Experiment-2-1,2397102,1.765804,1.513339,0.545455,0.272727,11,False,16,0.9375,0.111097,1.0,3812.0,1.0,1.0,0.0,0.5,1.0,,,1.0,15,1.0,0.095861,,,0.7308873989500493,0.8358637968353839,-0.6026382273024843,,-0.3869043475256008,0.03629058808491507,-0.9905157819443532
Encode-Decode_Experiment-2-1,2356991,-0.398728,-0.576539,0.222222,0.111111,9,False,15,1.0,0.133198,1.0,4635.0,2.0,1.0,1.0,0.5,1.0,,,1.0,12,1.0,0.09928,,,-1.2057643758026209,-1.113339756624876,-0.6026382273024843,,-0.7873053583369791,0.8714846146564617,-0.7672410576539148
Encode-Decode_Experiment-2-1,2345035,-0.456179,-0.940733,0.125,0.0,16,False,22,0.8636,0.223071,0.0,4899.0,1.0,0.0,1.0,0.5,1.0,,,1.0,6,1.0,0.232226,,,-1.5432563042569485,-1.1650755098268823,-0.6026382273024843,,2.015501717342669,-0.9512428289332812,0.14069837025226803
Encode-Decode_Experiment-2-1,2386442,1.98837,2.033404,0.818182,0.818182,11,False,17,1.0,0.117973,1.0,6094.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,9,1.0,0.133197,,,1.2128221364020666,1.0362888485691701,1.2993048444049207,0.6440088882650536,0.013496663285777451,0.8714846146564617,-0.9210511873911179
Encode-Decode_Experiment-2-1,2349475,0.868403,0.850242,0.5,0.333333,12,False,18,0.9444,0.071612,1.0,6498.0,1.0,0.0,1.0,0.666667,2.0,1.0,1.0,2.0,6,1.0,0.07673,,,0.11640751931919467,0.02773658130852154,0.03134406456203187,0.6440088882650536,0.4138976740971557,0.12849600861841404,-1.3894118721035296
Encode-Decode_Experiment-2-1,2360001,-0.07037,-0.950075,0.181818,0.0,11,False,17,1.0,0.382343,1.0,7038.0,2.0,1.0,1.0,0.5,2.0,0.333333,0.75,4.0,9,1.0,0.314649,0.969311,0.982195,-1.5519133650421906,-0.8176469323066843,-0.6026382273024843,-0.3111508929863241,0.013496663285777451,0.8714846146564617,1.7497392230275575
Encode-Decode_Experiment-2-1,2385851,-1.212128,-0.98622,0.0,0.0,15,False,17,1.0,0.196011,1.0,5621.0,1.0,1.0,0.0,0.5,3.0,0.666667,0.333333,4.0,15,1.0,0.266301,-0.855739,-0.82903,-1.5854082764190436,-1.8458224228014792,-0.6026382273024843,0.16642971400884254,0.013496663285777451,0.8714846146564617,-0.13267451058114482
Encode-Decode_Experiment-2-1,2412687,0.672444,0.658191,0.5,0.5,4,False,13,0.9231,0.153742,1.0,6147.0,1.0,1.0,0.0,0.666667,2.0,1.0,1.0,2.0,16,1.0,0.233544,-0.804365,-0.744874,-0.06156263491613638,-0.14872834465816273,0.03134406456203187,0.6440088882650536,-1.5881073799597356,-0.15613811563716884,-0.5596958816065524
Encode-Decode_Experiment-9-1,2386442,2.296985,2.266384,0.818182,0.727273,11,False,20,1.0,0.136838,1.0,9789.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,15,1.0,0.096814,,,1.4287204474431308,1.314202713853277,1.2993048444049207,0.6440088882650536,1.2146996957199123,0.8714846146564617,-0.7304680611190436
Encode-Decode_Experiment-9-1,2374670,-0.323434,-0.286395,0.333333,0.333333,9,False,16,1.0,0.240013,1.0,6341.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,16,1.0,0.249228,,,-0.9368932299587779,-1.0455360316837632,1.2993048444049207,0.6440088882650536,-0.3869043475256008,0.8714846146564617,0.3118544436846289
Encode-Decode_Experiment-9-1,2367132,1.135309,-0.273482,0.333333,0.083333,12,False,20,0.85,0.117278,1.0,6727.0,2.0,1.0,1.0,0.75,3.0,1.0,0.333333,3.0,15,1.0,0.114203,1.202613,1.1704,-0.9249269886914019,0.2680906733893334,0.3483333085512182,0.6440088882650536,1.2146996957199123,-1.1329810491152505,-0.9280724051361002
