SubjectID,StimID,Phase,svg_z_all,svg_obs_all,svg_null_mean_all,svg_null_std_all,svg_z_inter,svg_obs_inter,svg_null_mean_inter,svg_null_std_inter,n_transitions,n_relational_all,n_relational_inter,low_n,lcs_enc_dec,lcs_len_enc_dec,tau_enc_dec,tau_p_enc_dec,n_shared_enc_dec,n_fixations,n_aoi,aoi_prop,mean_salience,enc_accuracy,enc_rt_ms,enc_response,enc_correct_key,enc_trial_index,q2_accuracy,q2_rt_ms,q2_confidence,q2_present_order,q1_accuracy,q1_rt_ms,q1_confidence,q1_present_order,dec_total_correct,dec_trial_index
Encode-Decode_Experiment-2-1,2349475,encoding,0.868403,0.5,0.3595,0.161791,0.850242,0.333333,0.213333,0.141136,12,6,4,False,,,,,,18,17,0.9444,0.071612,1.0,6498.0,4.0,4.0,27.0,,,,,,,,,,
Encode-Decode_Experiment-2-1,2360001,encoding,-0.07037,0.181818,0.191182,0.133063,-0.950075,0.0,0.098727,0.103915,11,2,0,False,,,,,,17,17,1.0,0.382343,1.0,7038.0,2.0,2.0,28.0,,,,,,,,,,
Encode-Decode_Experiment-2-1,2385851,encoding,-1.212128,0.0,0.1076,0.088769,-0.98622,0.0,0.069133,0.070099,15,0,0,False,,,,,,17,17,1.0,0.196011,1.0,5621.0,1.0,1.0,29.0,,,,,,,,,,
Encode-Decode_Experiment-2-1,2412687,encoding,0.672444,0.5,0.32075,0.266565,0.658191,0.5,0.32425,0.26702,4,2,2,False,,,,,,13,12,0.9231,0.153742,1.0,6147.0,3.0,3.0,30.0,,,,,,,,,,
Encode-Decode_Experiment-2-1,2408717,decoding,1.596354,0.75,0.333,0.26122,,0.0,0.0,0.0,4,3,0,False,0.666667,2.0,1.0,1.0,2.0,14,14,1.0,0.049776,,,,,,1.0,3827.0,4.0,2.0,1.0,1877.0,4.0,1.0,2.0,1.0
Encode-Decode_Experiment-2-1,2371471,decoding,,0.0,0.0,0.0,,0.0,0.0,0.0,8,0,0,False,1.0,2.0,1.0,1.0,2.0,15,15,1.0,0.447701,,,,,,1.0,4435.0,2.0,1.0,0.0,6203.0,2.0,2.0,1.0,2.0
Encode-Decode_Experiment-2-1,2383555,decoding,-0.671506,0.0,0.06225,0.092702,-0.648624,0.0,0.066125,0.101947,8,0,0,False,0.5,3.0,1.0,0.333333,3.0,16,16,1.0,0.141545,,,,,,0.0,4072.0,1.0,2.0,1.0,3702.0,3.0,1.0,1.0,3.0
Encode-Decode_Experiment-2-1,2344622,decoding,,,,,,,,,0,0,0,True,1.0,1.0,,,1.0,13,13,1.0,0.087727,,,,,,1.0,5361.0,3.0,2.0,1.0,3935.0,3.0,1.0,2.0,4.0
Encode-Decode_Experiment-2-1,2360001,decoding,0.969311,0.333333,0.168833,0.169708,0.982195,0.333333,0.165833,0.170536,6,2,2,False,0.5,2.0,0.333333,0.75,4.0,9,9,1.0,0.314649,,,,,,1.0,2867.0,4.0,1.0,1.0,4194.0,2.0,2.0,2.0,5.0
Encode-Decode_Experiment-2-1,2347025,decoding,0.498348,0.5,0.318,0.365207,,0.0,0.0,0.0,2,1,0,False,0.333333,1.0,,,1.0,14,13,0.9286,0.144512,,,,,,1.0,5332.0,3.0,1.0,1.0,2843.0,3.0,2.0,2.0,6.0
Encode-Decode_Experiment-2-1,2348899,decoding,,0.0,0.0,0.0,,0.0,0.0,0.0,3,0,0,False,0.5,1.0,,,1.0,18,18,1.0,0.065708,,,,,,0.0,3883.0,4.0,2.0,1.0,4532.0,4.0,1.0,1.0,7.0
Encode-Decode_Experiment-2-1,2410309,decoding,-0.734162,0.333333,0.508,0.237913,-0.734635,0.166667,0.3345,0.228458,6,2,1,False,0.75,3.0,0.666667,0.333333,4.0,12,12,1.0,0.120361,,,,,,0.0,3411.0,4.0,1.0,1.0,4491.0,4.0,2.0,1.0,8.0
Encode-Decode_Experiment-2-1,2412687,decoding,-0.804365,0.166667,0.344833,0.2215,-0.744874,0.166667,0.334833,0.225765,6,1,1,False,0.666667,2.0,1.0,1.0,2.0,16,16,1.0,0.233544,,,,,,0.0,5437.0,1.0,1.0,1.0,3402.0,4.0,2.0,1.0,9.0
Encode-Decode_Experiment-2-1,2370664,decoding,,1.0,1.0,0.0,,1.0,1.0,0.0,2,2,2,False,1.0,2.0,1.0,1.0,2.0,11,9,0.8182,0.173172,,,,,,1.0,4664.0,3.0,2.0,1.0,2368.0,4.0,1.0,2.0,10.0
Encode-Decode_Experiment-2-1,2385550,decoding,,1.0,1.0,0.0,,0.0,0.0,0.0,2,2,0,False,0.5,1.0,-1.0,1.0,2.0,7,7,1.0,0.37201,,,,,,0.0,5370.0,2.0,1.0,1.0,3059.0,4.0,2.0,1.0,11.0
Encode-Decode_Experiment-2-1,2394020,decoding,,,,,,,,,0,0,0,True,1.0,1.0,,,1.0,13,13,1.0,0.185377,,,,,,0.0,4255.0,1.0,2.0,1.0,4138.0,1.0,1.0,1.0,12.0
Encode-Decode_Experiment-2-1,2387122,decoding,,1.0,1.0,0.0,,0.0,0.0,0.0,1,1,0,True,1.0,2.0,1.0,1.0,2.0,6,6,1.0,0.047742,,,,,,1.0,5261.0,4.0,2.0,1.0,2379.0,4.0,1.0,2.0,13.0
Encode-Decode_Experiment-2-1,2367132,decoding,,0.0,0.0,0.0,,0.0,0.0,0.0,2,0,0,False,0.5,1.0,,,1.0,9,9,1.0,0.061694,,,,,,1.0,3860.0,4.0,1.0,1.0,2037.0,4.0,2.0,2.0,14.0
Encode-Decode_Experiment-2-1,2356125,decoding,-0.005846,0.333333,0.334444,0.190058,-0.435353,0.111111,0.177,0.151346,9,3,1,False,0.75,3.0,0.666667,0.333333,4.0,14,14,1.0,0.327246,,,,,,1.0,3899.0,3.0,2.0,1.0,3754.0,4.0,1.0,2.0,15.0
Encode-Decode_Experiment-2-1,2345035,decoding,,1.0,1.0,0.0,,1.0,1.0,0.0,3,3,3,False,0.5,1.0,,,1.0,6,6,1.0,0.232226,,,,,,1.0,5458.0,4.0,2.0,0.0,4179.0,1.0,1.0,1.0,16.0
Encode-Decode_Experiment-2-1,2349475,decoding,,0.0,0.0,0.0,,0.0,0.0,0.0,3,0,0,False,0.666667,2.0,1.0,1.0,2.0,6,6,1.0,0.07673,,,,,,1.0,4532.0,4.0,1.0,0.0,4248.0,2.0,2.0,1.0,17.0
Encode-Decode_Experiment-2-1,2386442,decoding,,0.0,0.0,0.0,,0.0,0.0,0.0,1,0,0,True,1.0,2.0,1.0,1.0,2.0,9,9,1.0,0.133197,,,,,,0.0,5427.0,1.0,1.0,1.0,4435.0,4.0,2.0,1.0,18.0
Encode-Decode_Experiment-2-1,2379478,decoding,0.732867,0.5,0.339833,0.218548,1.934952,0.5,0.167667,0.171753,6,3,3,False,0.5,2.0,0.333333,1.0,3.0,11,9,0.8182,0.596405,,,,,,1.0,1843.0,4.0,2.0,1.0,3251.0,2.0,1.0,2.0,19.0
Encode-Decode_Experiment-2-1,2362704,decoding,-0.398628,0.5,0.652,0.381308,,0.0,0.0,0.0,2,1,0,False,0.666667,2.0,1.0,1.0,2.0,9,9,1.0,0.277814,,,,,,1.0,4246.0,4.0,1.0,1.0,1334.0,3.0,2.0,2.0,20.0
Encode-Decode_Experiment-2-1,2397102,decoding,,0.0,0.0,0.0,,0.0,0.0,0.0,4,0,0,False,0.5,1.0,,,1.0,15,15,1.0,0.095861,,,,,,0.0,5530.0,1.0,2.0,1.0,2583.0,4.0,1.0,1.0,21.0
Encode-Decode_Experiment-2-1,2411268,decoding,,1.0,1.0,0.0,,1.0,1.0,0.0,3,3,3,False,0.666667,2.0,-0.333333,1.0,3.0,8,8,1.0,0.095722,,,,,,1.0,3335.0,4.0,2.0,0.0,4957.0,2.0,1.0,1.0,22.0
Encode-Decode_Experiment-2-1,2385851,decoding,-0.855739,0.0,0.068083,0.079561,-0.82903,0.0,0.069833,0.084235,12,0,0,False,0.5,3.0,0.666667,0.333333,4.0,15,15,1.0,0.266301,,,,,,0.0,4815.0,3.0,1.0,1.0,3595.0,4.0,2.0,1.0,23.0
Encode-Decode_Experiment-2-1,2374670,decoding,-0.48939,0.5,0.6795,0.366783,-0.429079,0.5,0.6615,0.376388,2,1,1,False,0.666667,2.0,-0.333333,1.0,3.0,6,6,1.0,0.177617,,,,,,1.0,3336.0,4.0,2.0,1.0,6944.0,1.0,1.0,2.0,24.0
Encode-Decode_Experiment-2-1,2347400,decoding,,0.0,0.0,0.0,,0.0,0.0,0.0,3,0,0,False,1.0,2.0,1.0,1.0,2.0,13,13,1.0,0.068132,,,,,,1.0,1767.0,4.0,2.0,1.0,2259.0,4.0,1.0,2.0,25.0
Encode-Decode_Experiment-2-1,2409918,decoding,-0.392176,0.75,0.83025,0.204628,-0.287814,0.25,0.3265,0.265796,4,3,1,False,0.5,2.0,-0.333333,1.0,3.0,11,11,1.0,0.206659,,,,,,1.0,5268.0,3.0,2.0,0.0,7715.0,1.0,1.0,1.0,26.0
Encode-Decode_Experiment-2-1,2350974,decoding,,1.0,1.0,0.0,,1.0,1.0,0.0,1,1,1,True,1.0,2.0,1.0,1.0,2.0,11,11,1.0,0.318336,,,,,,1.0,5846.0,4.0,1.0,1.0,2381.0,3.0,2.0,2.0,27.0
Encode-Decode_Experiment-2-1,2356991,decoding,,0.0,0.0,0.0,,0.0,0.0,0.0,2,0,0,False,0.5,1.0,,,1.0,12,12,1.0,0.09928,,,,,,1.0,4532.0,2.0,2.0,1.0,4274.0,4.0,1.0,2.0,28.0
Encode-Decode_Experiment-2-1,150472,decoding,-0.34441,0.6,0.6822,0.23867,-0.2492,0.6,0.661,0.244784,5,3,3,False,0.666667,2.0,1.0,1.0,2.0,12,12,1.0,0.03711,,,,,,1.0,5099.0,3.0,1.0,0.0,2765.0,1.0,2.0,1.0,29.0
Encode-Decode_Experiment-2-1,2369373,decoding,,1.0,1.0,0.0,,0.0,0.0,0.0,1,1,0,True,1.0,2.0,1.0,1.0,2.0,9,9,1.0,0.337382,,,,,,1.0,3249.0,4.0,1.0,0.0,4893.0,1.0,2.0,1.0,30.0
Encode-Decode_Experiment-9-1,2386442,encoding,2.296985,0.818182,0.427455,0.170104,2.266384,0.727273,0.335636,0.172802,11,9,8,False,,,,,,20,20,1.0,0.136838,1.0,9789.0,1.0,1.0,1.0,,,,,,,,,,
Encode-Decode_Experiment-9-1,2374670,encoding,-0.323434,0.333333,0.393,0.184479,-0.286395,0.333333,0.385222,0.18118,9,3,3,False,,,,,,16,16,1.0,0.240013,1.0,6341.0,1.0,1.0,2.0,,,,,,,,,,
Encode-Decode_Experiment-9-1,2367132,encoding,1.135309,0.333333,0.179583,0.135426,-0.273482,0.083333,0.11175,0.103907,12,4,1,False,,,,,,20,17,0.85,0.117278,1.0,6727.0,3.0,3.0,3.0,,,,,,,,,,
Encode-Decode_Experiment-9-1,2349475,encoding,-0.685112,0.0,0.048364,0.070592,-0.669077,0.0,0.045273,0.067664,11,0,0,False,,,,,,19,16,0.8421,0.071625,1.0,9001.0,4.0,4.0,4.0,,,,,,,,,,
Encode-Decode_Experiment-9-1,2356991,encoding,-0.152181,0.071429,0.083929,0.082139,-0.897638,0.0,0.065143,0.072571,14,1,0,False,,,,,,17,17,1.0,0.163255,1.0,8345.0,2.0,2.0,5.0,,,,,,,,,,
Encode-Decode_Experiment-9-1,2408717,encoding,0.737523,0.181818,0.109364,0.09824,0.757196,0.181818,0.106273,0.09977,11,2,2,False,,,,,,17,15,0.8824,0.334709,1.0,5651.0,4.0,4.0,6.0,,,,,,,,,,
Encode-Decode_Experiment-9-1,2411268,encoding,2.634216,0.7,0.2855,0.157352,2.669529,0.6,0.2127,0.145082,10,7,6,False,,,,,,20,16,0.8,0.210564,1.0,7049.0,4.0,4.0,7.0,,,,,,,,,,
Encode-Decode_Experiment-9-1,2362704,encoding,-0.689878,0.083333,0.15775,0.107869,-0.45081,0.0,0.020917,0.046398,12,1,0,False,,,,,,16,16,1.0,0.165409,1.0,3366.0,1.0,1.0,8.0,,,,,,,,,,
Encode-Decode_Experiment-9-1,2347025,encoding,-1.263444,0.333333,0.563,0.181778,-0.963241,0.111111,0.285444,0.180986,9,3,1,False,,,,,,15,14,0.9333,0.137271,1.0,7136.0,3.0,3.0,9.0,,,,,,,,,,
Encode-Decode_Experiment-9-1,2394020,encoding,-0.153958,0.4,0.428,0.181868,-1.165157,0.0,0.1386,0.118954,10,4,0,False,,,,,,19,15,0.7895,0.238577,1.0,17704.0,1.0,1.0,10.0,,,,,,,,,,
Encode-Decode_Experiment-9-1,2344622,encoding,0.375379,0.181818,0.140273,0.110676,0.898724,0.090909,0.035182,0.062007,11,2,1,False,,,,,,18,16,0.8889,0.238571,1.0,6748.0,3.0,3.0,11.0,,,,,,,,,,
Encode-Decode_Experiment-9-1,2360001,encoding,0.446756,0.214286,0.166429,0.107121,1.392058,0.142857,0.053286,0.064345,14,3,2,False,,,,,,18,17,0.9444,0.302893,1.0,7790.0,2.0,2.0,12.0,,,,,,,,,,
Encode-Decode_Experiment-9-1,2345035,encoding,0.074557,0.375,0.364563,0.139993,0.56392,0.3125,0.240313,0.12801,16,6,5,False,,,,,,21,17,0.8095,0.243134,1.0,7181.0,4.0,4.0,13.0,,,,,,,,,,
Encode-Decode_Experiment-9-1,2371471,encoding,2.366152,0.692308,0.330385,0.152958,0.378374,0.153846,0.116077,0.09982,13,9,2,False,,,,,,17,17,1.0,0.422829,1.0,7629.0,3.0,3.0,14.0,,,,,,,,,,
Encode-Decode_Experiment-9-1,2385851,encoding,-0.901047,0.0,0.071,0.078797,-0.807917,0.0,0.05525,0.068386,12,0,0,False,,,,,,16,14,0.875,0.249748,1.0,4420.0,1.0,1.0,15.0,,,,,,,,,,
Encode-Decode_Experiment-9-1,2409918,encoding,1.702521,0.7,0.4064,0.17245,1.921554,0.6,0.291,0.160807,10,7,6,False,,,,,,20,20,1.0,0.133005,1.0,6346.0,1.0,1.0,16.0,,,,,,,,,,
Encode-Decode_Experiment-9-1,2379478,encoding,2.647006,0.666667,0.284333,0.14444,1.917026,0.416667,0.180917,0.122977,12,8,5,False,,,,,,16,16,1.0,0.35044,1.0,4900.0,2.0,2.0,17.0,,,,,,,,,,
Encode-Decode_Experiment-9-1,2410309,encoding,1.341565,0.333333,0.162833,0.12709,1.392348,0.25,0.106083,0.103363,12,4,3,False,,,,,,18,18,1.0,0.276349,1.0,3623.0,2.0,2.0,18.0,,,,,,,,,,
Encode-Decode_Experiment-9-1,2370664,encoding,1.627011,0.545455,0.290364,0.156785,0.344509,0.181818,0.143909,0.110038,11,6,2,False,,,,,,19,19,1.0,0.146349,1.0,3854.0,1.0,1.0,19.0,,,,,,,,,,
Encode-Decode_Experiment-9-1,150472,encoding,0.267454,0.363636,0.321364,0.158056,0.461133,0.363636,0.290727,0.158109,11,4,4,False,,,,,,15,15,1.0,0.087503,1.0,7812.0,3.0,3.0,20.0,,,,,,,,,,
Encode-Decode_Experiment-9-1,2369373,encoding,-0.330341,0.266667,0.312467,0.138645,-0.087094,0.066667,0.073467,0.078077,15,4,1,False,,,,,,19,19,1.0,0.255517,1.0,6835.0,2.0,2.0,21.0,,,,,,,,,,
Encode-Decode_Experiment-9-1,2347400,encoding,1.373897,0.5,0.292333,0.151152,1.471526,0.5,0.2825,0.147806,12,6,6,False,,,,,,21,19,0.9048,0.187196,0.0,15825.0,3.0,4.0,22.0,,,,,,,,,,
Encode-Decode_Experiment-9-1,2383555,encoding,0.290522,0.25,0.211167,0.133667,0.249427,0.25,0.21725,0.131301,12,3,3,False,,,,,,16,13,0.8125,0.117487,1.0,6496.0,3.0,3.0,23.0,,,,,,,,,,
Encode-Decode_Experiment-9-1,2356125,encoding,0.92898,0.230769,0.135231,0.102842,-1.057261,0.0,0.089154,0.084325,13,3,0,False,,,,,,19,16,0.8421,0.202336,1.0,7555.0,3.0,3.0,24.0,,,,,,,,,,
Encode-Decode_Experiment-9-1,2387122,encoding,2.817644,0.636364,0.241364,0.140188,0.878711,0.181818,0.094364,0.099526,11,7,2,False,,,,,,15,13,0.8667,0.128814,1.0,3748.0,2.0,2.0,25.0,,,,,,,,,,
Encode-Decode_Experiment-9-1,2412687,encoding,1.497475,0.4,0.2077,0.128416,1.616396,0.2,0.0642,0.084014,10,4,2,False,,,,,,19,17,0.8947,0.178907,1.0,11798.0,3.0,3.0,26.0,,,,,,,,,,
Encode-Decode_Experiment-9-1,2385550,encoding,1.40402,0.384615,0.208154,0.125683,1.632764,0.307692,0.136308,0.104966,13,5,4,False,,,,,,18,17,0.9444,0.187254,0.0,5341.0,3.0,4.0,27.0,,,,,,,,,,
Encode-Decode_Experiment-9-1,2348899,encoding,3.556905,0.909091,0.333364,0.161862,2.842247,0.727273,0.286091,0.155223,11,10,8,False,,,,,,20,20,1.0,0.186649,1.0,6927.0,4.0,4.0,28.0,,,,,,,,,,
Encode-Decode_Experiment-9-1,2397102,encoding,0.540846,0.333333,0.244333,0.164557,0.557062,0.222222,0.145333,0.138026,9,3,2,False,,,,,,15,14,0.9333,0.105601,1.0,5449.0,3.0,3.0,29.0,,,,,,,,,,
Encode-Decode_Experiment-9-1,2350974,encoding,1.643893,0.7,0.4038,0.180182,1.740105,0.6,0.2969,0.174185,10,7,6,False,,,,,,15,15,1.0,0.319518,1.0,7005.0,4.0,4.0,30.0,,,,,,,,,,
Encode-Decode_Experiment-9-1,2360001,decoding,6.142525,0.6875,0.1345,0.090028,8.523917,0.6875,0.074,0.071974,16,11,11,False,0.5,3.0,0.0,1.0,5.0,20,20,1.0,0.152721,,,,,,1.0,2846.0,4.0,1.0,1.0,16357.0,2.0,2.0,2.0,1.0
Encode-Decode_Experiment-9-1,2348899,decoding,,1.0,1.0,0.0,,1.0,1.0,0.0,4,4,4,False,1.0,2.0,1.0,1.0,2.0,9,9,1.0,0.201179,,,,,,1.0,10180.0,4.0,2.0,1.0,3224.0,4.0,1.0,2.0,2.0
Encode-Decode_Experiment-9-1,2379478,decoding,1.105631,0.666667,0.328333,0.306009,,0.0,0.0,0.0,3,2,0,False,0.333333,1.0,,,1.0,8,5,0.625,0.297391,,,,,,1.0,3623.0,2.0,1.0,0.0,8780.0,1.0,2.0,1.0,3.0
Encode-Decode_Experiment-9-1,150472,decoding,-1.08247,0.090909,0.266455,0.162171,-0.721759,0.090909,0.194636,0.143715,11,1,1,False,0.333333,2.0,1.0,1.0,2.0,16,15,0.9375,0.151316,,,,,,1.0,9595.0,3.0,2.0,1.0,2008.0,4.0,1.0,2.0,4.0
Encode-Decode_Experiment-9-1,2386442,decoding,,0.0,0.0,0.0,,0.0,0.0,0.0,4,0,0,False,1.0,2.0,1.0,1.0,2.0,15,15,1.0,0.096814,,,,,,0.0,10452.0,1.0,2.0,1.0,3297.0,4.0,1.0,1.0,5.0
Encode-Decode_Experiment-9-1,2350974,decoding,-0.509676,0.571429,0.674429,0.202089,-0.43944,0.571429,0.657714,0.196354,7,4,4,False,0.666667,2.0,1.0,1.0,2.0,14,14,1.0,0.094919,,,,,,1.0,7250.0,2.0,2.0,1.0,2314.0,4.0,1.0,2.0,6.0
Encode-Decode_Experiment-9-1,2397102,decoding,,1.0,1.0,0.0,,0.0,0.0,0.0,2,2,0,False,0.5,1.0,,,1.0,20,20,1.0,0.075892,,,,,,0.0,6833.0,1.0,1.0,1.0,1989.0,4.0,2.0,1.0,7.0
Encode-Decode_Experiment-9-1,2349475,decoding,,0.0,0.0,0.0,,0.0,0.0,0.0,4,0,0,False,0.333333,1.0,-1.0,1.0,2.0,12,12,1.0,0.052731,,,,,,1.0,2685.0,4.0,1.0,1.0,4201.0,4.0,2.0,2.0,8.0
Encode-Decode_Experiment-9-1,2345035,decoding,0.20288,0.375,0.33575,0.193464,0.134996,0.375,0.34875,0.19445,8,3,3,False,1.0,3.0,1.0,0.333333,3.0,14,14,1.0,0.186172,,,,,,1.0,6433.0,4.0,1.0,1.0,2718.0,4.0,2.0,2.0,9.0
Encode-Decode_Experiment-9-1,2383555,decoding,0.716127,0.833333,0.6735,0.223191,-0.030582,0.333333,0.340167,0.22344,6,5,2,False,0.5,2.0,-0.333333,1.0,3.0,12,12,1.0,0.212096,,,,,,1.0,3040.0,4.0,2.0,1.0,3470.0,4.0,1.0,2.0,10.0
Encode-Decode_Experiment-9-1,2371471,decoding,,1.0,1.0,0.0,,0.0,0.0,0.0,1,1,0,True,1.0,2.0,1.0,1.0,2.0,10,10,1.0,0.126362,,,,,,1.0,4576.0,3.0,2.0,0.0,5767.0,4.0,1.0,1.0,11.0
Encode-Decode_Experiment-9-1,2410309,decoding,0.203117,0.363636,0.330545,0.162915,0.838925,0.272727,0.165818,0.127436,11,4,3,False,0.5,2.0,1.0,1.0,2.0,18,18,1.0,0.133499,,,,,,1.0,5424.0,4.0,1.0,1.0,5280.0,3.0,2.0,2.0,12.0
Encode-Decode_Experiment-9-1,2374670,decoding,,1.0,1.0,0.0,,1.0,1.0,0.0,3,3,3,False,1.0,2.0,1.0,1.0,2.0,16,16,1.0,0.249228,,,,,,1.0,6475.0,4.0,2.0,1.0,10285.0,3.0,1.0,2.0,13.0
Encode-Decode_Experiment-9-1,2369373,decoding,-0.344658,0.428571,0.496429,0.196883,,0.0,0.0,0.0,7,3,0,False,0.5,2.0,1.0,1.0,2.0,13,13,1.0,0.201701,,,,,,1.0,2705.0,4.0,2.0,1.0,3536.0,4.0,1.0,2.0,14.0
Encode-Decode_Experiment-9-1,2394020,decoding,0.907494,0.818182,0.671545,0.161584,-2.01876,0.0,0.327455,0.162206,11,9,0,False,0.666667,2.0,1.0,1.0,2.0,18,18,1.0,0.315087,,,,,,1.0,4191.0,4.0,2.0,1.0,5579.0,4.0,1.0,2.0,15.0
Encode-Decode_Experiment-9-1,2385550,decoding,-0.980305,0.142857,0.330857,0.191777,-0.940507,0.142857,0.332714,0.201867,7,1,1,False,0.333333,1.0,,,1.0,12,12,1.0,0.567382,,,,,,1.0,5727.0,4.0,2.0,1.0,2648.0,4.0,1.0,2.0,16.0
Encode-Decode_Experiment-9-1,2347025,decoding,,1.0,1.0,0.0,,0.0,0.0,0.0,2,2,0,False,1.0,2.0,1.0,1.0,2.0,12,12,1.0,0.074993,,,,,,1.0,5525.0,4.0,2.0,0.0,3720.0,4.0,1.0,1.0,17.0
Encode-Decode_Experiment-9-1,2409918,decoding,-0.021238,0.666667,0.670444,0.177877,0.015248,0.333333,0.330667,0.174887,9,6,3,False,0.333333,1.0,,,1.0,15,15,1.0,0.083155,,,,,,1.0,4032.0,4.0,1.0,0.0,10326.0,2.0,2.0,1.0,18.0
Encode-Decode_Experiment-9-1,2385851,decoding,0.53099,0.111111,0.063667,0.089351,,0.0,0.0,0.0,9,1,0,False,0.333333,2.0,1.0,1.0,2.0,17,15,0.8824,0.11911,,,,,,0.0,19901.0,2.0,1.0,1.0,16295.0,4.0,2.0,1.0,19.0
Encode-Decode_Experiment-9-1,2412687,decoding,1.195935,0.4,0.1716,0.19098,,0.0,0.0,0.0,5,2,0,False,0.5,2.0,1.0,1.0,2.0,15,15,1.0,0.022659,,,,,,1.0,5145.0,4.0,1.0,1.0,2947.0,4.0,2.0,2.0,20.0
Encode-Decode_Experiment-9-1,2411268,decoding,-1.08704,0.333333,0.656,0.296831,0.016638,0.333333,0.328333,0.300513,3,1,1,False,1.0,3.0,1.0,0.333333,3.0,10,10,1.0,0.1188,,,,,,0.0,9588.0,3.0,2.0,1.0,5401.0,4.0,1.0,1.0,21.0
Encode-Decode_Experiment-9-1,2362704,decoding,,0.0,0.0,0.0,,0.0,0.0,0.0,5,0,0,False,0.5,2.0,-0.333333,1.0,3.0,8,7,0.875,0.151829,,,,,,1.0,2717.0,4.0,1.0,1.0,1921.0,4.0,2.0,2.0,22.0
Encode-Decode_Experiment-9-1,2344622,decoding,,,,,,,,,0,0,0,True,1.0,1.0,,,1.0,9,9,1.0,0.201026,,,,,,1.0,3193.0,4.0,1.0,1.0,3403.0,4.0,2.0,2.0,23.0
Encode-Decode_Experiment-9-1,2356125,decoding,,0.0,0.0,0.0,,0.0,0.0,0.0,1,0,0,True,0.5,1.0,,,1.0,15,15,1.0,0.068007,,,,,,1.0,4572.0,4.0,2.0,1.0,3625.0,4.0,1.0,2.0,24.0
Encode-Decode_Experiment-9-1,2408717,decoding,,0.0,0.0,0.0,,0.0,0.0,0.0,5,0,0,False,0.666667,2.0,1.0,1.0,2.0,8,8,1.0,0.100927,,,,,,0.0,900.0,1.0,2.0,1.0,1771.0,4.0,1.0,1.0,25.0
Encode-Decode_Experiment-9-1,2347400,decoding,-0.942034,0.111111,0.270889,0.169609,-0.612701,0.111111,0.203333,0.150518,9,1,1,False,0.333333,2.0,0.0,1.0,4.0,12,12,1.0,0.110346,,,,,,1.0,2834.0,4.0,2.0,1.0,4207.0,4.0,1.0,2.0,26.0
Encode-Decode_Experiment-9-1,2387122,decoding,0.031662,0.666667,0.6605,0.194767,,0.0,0.0,0.0,6,4,0,False,0.5,2.0,-0.333333,1.0,3.0,16,14,0.875,0.161063,,,,,,1.0,7939.0,4.0,1.0,1.0,4119.0,4.0,2.0,2.0,27.0
Encode-Decode_Experiment-9-1,2367132,decoding,1.202613,0.555556,0.335889,0.182658,1.1704,0.333333,0.170556,0.139079,9,5,3,False,0.75,3.0,1.0,0.333333,3.0,15,15,1.0,0.114203,,,,,,1.0,5549.0,4.0,1.0,1.0,2234.0,4.0,2.0,2.0,28.0
Encode-Decode_Experiment-9-1,2370664,decoding,,,,,,,,,0,0,0,True,1.0,1.0,,,1.0,13,7,0.5385,0.154339,,,,,,1.0,2639.0,4.0,2.0,1.0,2737.0,4.0,1.0,2.0,29.0
Encode-Decode_Experiment-9-1,2356991,decoding,,0.0,0.0,0.0,,0.0,0.0,0.0,2,0,0,False,1.0,2.0,1.0,1.0,2.0,14,13,0.9286,0.035924,,,,,,1.0,8813.0,4.0,1.0,1.0,6385.0,4.0,2.0,2.0,30.0
