SubjectID,StimID,Phase,svg_z_all,svg_obs_all,svg_null_mean_all,svg_null_std_all,svg_z_inter,svg_obs_inter,svg_null_mean_inter,svg_null_std_inter,n_transitions,n_relational_all,n_relational_inter,low_n,lcs_enc_dec,lcs_len_enc_dec,tau_enc_dec,tau_p_enc_dec,n_shared_enc_dec,n_fixations,n_aoi,aoi_prop,mean_salience,enc_q1_accuracy,enc_q1_rt_ms,enc_q1_trial_index,enc_q2_accuracy,enc_q2_rt_ms,enc_q2_trial_index,dec_rt_ms,dec_trial_index,writing_length
Encode-Decode_Experiment-4-1,2369373,encoding,1.351349,0.521739,0.365522,0.115601,-0.284908,0.086957,0.108261,0.074776,23,12,2,False,,,,,,38,36,0.9474,0.196659,1.0,4369.0,17.0,1.0,5755.0,33.0,,,
Encode-Decode_Experiment-4-1,2410309,encoding,-1.27019,0.107143,0.225214,0.092956,-0.622892,0.107143,0.158571,0.082564,28,3,3,False,,,,,,37,36,0.973,0.207211,1.0,4688.0,19.0,1.0,4008.0,29.0,,,
Encode-Decode_Experiment-4-1,2412687,encoding,2.501584,0.428571,0.210429,0.087202,3.378949,0.285714,0.071048,0.063531,21,9,6,False,,,,,,39,35,0.8974,0.206351,1.0,6241.0,21.0,0.0,5765.0,35.0,,,
Encode-Decode_Experiment-4-1,2349475,encoding,1.827507,0.230769,0.110192,0.065979,2.93235,0.192308,0.052462,0.047691,26,6,5,False,,,,,,38,36,0.9474,0.073026,1.0,3326.0,22.0,1.0,12925.0,28.0,,,
Encode-Decode_Experiment-4-1,2347025,encoding,2.293579,0.636364,0.376818,0.113162,0.774906,0.272727,0.202182,0.091037,22,14,6,False,,,,,,34,29,0.8529,0.122783,1.0,4993.0,23.0,1.0,6543.0,46.0,,,
Encode-Decode_Experiment-4-1,2360001,encoding,1.96929,0.28,0.13984,0.071173,2.268409,0.16,0.0518,0.047699,25,7,4,False,,,,,,32,31,0.9688,0.333617,1.0,4401.0,25.0,1.0,5281.0,50.0,,,
Encode-Decode_Experiment-4-1,2370664,encoding,0.880341,0.4,0.2993,0.114388,-1.08931,0.1,0.2051,0.096483,20,8,2,False,,,,,,35,35,1.0,0.148556,1.0,4449.0,26.0,1.0,2957.0,39.0,,,
Encode-Decode_Experiment-4-1,2411268,encoding,1.843563,0.470588,0.247824,0.120834,2.345728,0.411765,0.164824,0.105273,17,8,7,False,,,,,,32,25,0.7812,0.269349,1.0,5263.0,27.0,1.0,5133.0,59.0,,,
Encode-Decode_Experiment-4-1,2387122,encoding,1.061913,0.35,0.23985,0.103728,0.751028,0.15,0.09385,0.074764,20,7,3,False,,,,,,25,22,0.88,0.19925,1.0,6511.0,30.0,1.0,3898.0,43.0,,,
Encode-Decode_Experiment-4-1,2344622,encoding,-0.07935,0.3,0.30885,0.111531,-0.181819,0.15,0.16685,0.092675,20,6,3,False,,,,,,35,26,0.7429,0.246308,1.0,5850.0,31.0,1.0,4554.0,41.0,,,
Encode-Decode_Experiment-4-1,2408717,encoding,1.097046,0.217391,0.133435,0.07653,-1.220715,0.0,0.065391,0.053568,23,5,0,False,,,,,,37,34,0.9189,0.232961,1.0,2687.0,32.0,0.0,3872.0,48.0,,,
Encode-Decode_Experiment-4-1,2367132,encoding,5.581413,0.56,0.14172,0.074942,6.33092,0.56,0.10796,0.071402,25,14,14,False,,,,,,33,32,0.9697,0.086315,1.0,6597.0,34.0,1.0,3408.0,45.0,,,
Encode-Decode_Experiment-4-1,2348899,encoding,3.095523,0.571429,0.244381,0.105652,3.304036,0.571429,0.221571,0.105888,21,12,12,False,,,,,,36,36,1.0,0.190197,0.0,6606.0,38.0,1.0,4062.0,51.0,,,
Encode-Decode_Experiment-4-1,2356991,encoding,0.908546,0.259259,0.176222,0.091395,1.826181,0.185185,0.076037,0.059769,27,7,5,False,,,,,,33,31,0.9394,0.136008,1.0,7111.0,40.0,1.0,8700.0,55.0,,,
Encode-Decode_Experiment-4-1,2371471,encoding,2.689722,0.47619,0.20581,0.100524,1.163466,0.142857,0.071952,0.060943,21,10,3,False,,,,,,30,30,1.0,0.375526,1.0,6244.0,42.0,1.0,5281.0,57.0,,,
Encode-Decode_Experiment-4-1,2350974,encoding,2.641426,0.833333,0.470167,0.137489,2.343011,0.611111,0.331278,0.119433,18,15,11,False,,,,,,32,30,0.9375,0.256541,1.0,2861.0,49.0,1.0,5144.0,56.0,,,
Encode-Decode_Experiment-4-1,150472,encoding,0.757854,0.37037,0.293259,0.101749,0.621049,0.148148,0.107889,0.064825,27,10,4,False,,,,,,34,34,1.0,0.068757,1.0,2838.0,54.0,1.0,2955.0,58.0,,,
Encode-Decode_Experiment-4-1,2371471,decoding,,1.0,1.0,0.0,,1.0,1.0,0.0,9,9,9,False,1.0,2.0,1.0,1.0,2.0,20,20,1.0,0.131041,,,,,,,60180.0,1.0,185.0
Encode-Decode_Experiment-4-1,2385851,decoding,1.133255,0.2,0.0652,0.118949,,0.0,0.0,0.0,5,1,0,False,0.5,3.0,0.0,1.0,4.0,15,15,1.0,0.122417,,,,,,,33790.0,2.0,83.0
Encode-Decode_Experiment-4-1,2394020,decoding,-0.014115,0.5,0.503333,0.23615,0.591703,0.166667,0.088833,0.131541,6,3,1,False,0.4,2.0,-0.333333,1.0,3.0,9,9,1.0,0.215475,,,,,,,44416.0,3.0,118.0
Encode-Decode_Experiment-4-1,2369373,decoding,0.390075,0.727273,0.665,0.159643,,0.0,0.0,0.0,11,8,0,False,0.666667,2.0,1.0,1.0,2.0,17,17,1.0,0.158121,,,,,,,40345.0,4.0,122.0
Encode-Decode_Experiment-4-1,2412687,decoding,,0.0,0.0,0.0,,0.0,0.0,0.0,1,0,0,True,0.5,1.0,,,1.0,14,13,0.9286,0.047213,,,,,,,41493.0,5.0,126.0
Encode-Decode_Experiment-4-1,2344622,decoding,0.366981,0.25,0.1705,0.216633,0.404227,0.25,0.1705,0.196672,4,1,1,False,0.5,2.0,0.333333,1.0,3.0,19,18,0.9474,0.189899,,,,,,,36588.0,6.0,81.0
Encode-Decode_Experiment-4-1,2360001,decoding,1.188577,0.363636,0.197818,0.13951,1.14492,0.272727,0.137182,0.118389,11,4,3,False,0.5,3.0,0.666667,0.333333,4.0,16,16,1.0,0.208077,,,,,,,40965.0,7.0,0.0
Encode-Decode_Experiment-4-1,2411268,decoding,1.866431,0.928571,0.664,0.141753,-0.84866,0.214286,0.335286,0.142578,14,13,3,False,1.0,3.0,1.0,0.333333,3.0,20,20,1.0,0.066589,,,,,,,48952.0,8.0,159.0
Encode-Decode_Experiment-4-1,2370664,decoding,,,,,,,,,0,0,0,True,1.0,1.0,,,1.0,9,7,0.7778,0.140115,,,,,,,18507.0,9.0,0.0
Encode-Decode_Experiment-4-1,2347400,decoding,,0.0,0.0,0.0,,0.0,0.0,0.0,5,0,0,False,0.25,1.0,-1.0,1.0,2.0,13,9,0.6923,0.090873,,,,,,,49913.0,10.0,103.0
Encode-Decode_Experiment-4-1,2410309,decoding,0.838723,0.666667,0.502333,0.195933,-1.238563,0.0,0.173333,0.139947,9,6,0,False,0.75,3.0,0.666667,0.333333,4.0,14,14,1.0,0.117017,,,,,,,29422.0,11.0,0.0
Encode-Decode_Experiment-4-1,2374670,decoding,1.748371,0.7,0.3984,0.172503,1.759381,0.7,0.3989,0.17114,10,7,7,False,0.333333,2.0,-0.333333,0.469444,6.0,15,15,1.0,0.197371,,,,,,,71005.0,12.0,191.0
Encode-Decode_Experiment-4-1,2383555,decoding,1.518788,0.666667,0.336167,0.217608,-0.003885,0.166667,0.167333,0.171593,6,4,1,False,0.5,2.0,1.0,1.0,2.0,15,15,1.0,0.131643,,,,,,,53022.0,13.0,115.0
Encode-Decode_Experiment-4-1,2350974,decoding,0.298017,0.4,0.329,0.238241,0.265624,0.4,0.3354,0.243201,5,2,2,False,0.5,2.0,1.0,1.0,2.0,18,18,1.0,0.08706,,,,,,,32983.0,14.0,114.0
Encode-Decode_Experiment-4-1,2367132,decoding,0.007218,0.333333,0.332,0.184721,,0.0,0.0,0.0,9,3,0,False,0.25,1.0,,,1.0,17,17,1.0,0.045624,,,,,,,44274.0,15.0,120.0
Encode-Decode_Experiment-4-1,2408717,decoding,,0.0,0.0,0.0,,0.0,0.0,0.0,3,0,0,False,0.333333,1.0,-1.0,1.0,2.0,13,12,0.9231,0.084928,,,,,,,45680.0,16.0,157.0
Encode-Decode_Experiment-4-1,2379478,decoding,-0.849734,0.25,0.4925,0.285384,-0.865436,0.0,0.1955,0.225898,4,1,0,False,0.4,2.0,0.333333,1.0,3.0,6,5,0.8333,0.446368,,,,,,,27368.0,17.0,0.0
Encode-Decode_Experiment-4-1,2356125,decoding,0.463894,0.666667,0.511667,0.334128,1.050543,0.666667,0.345,0.306191,3,2,2,False,0.5,2.0,-0.333333,1.0,3.0,18,18,1.0,0.057042,,,,,,,5787.0,18.0,0.0
Encode-Decode_Experiment-4-1,2385550,decoding,,1.0,1.0,0.0,,0.0,0.0,0.0,1,1,0,True,1.0,2.0,1.0,1.0,2.0,19,19,1.0,0.875462,,,,,,,42164.0,19.0,111.0
Encode-Decode_Experiment-4-1,2348899,decoding,0.974047,0.714286,0.503,0.216915,0.936571,0.714286,0.505,0.22346,7,5,5,False,1.0,4.0,1.0,0.083333,4.0,22,21,0.9545,0.164233,,,,,,,59960.0,20.0,192.0
Encode-Decode_Experiment-4-1,2409918,decoding,-0.613334,0.375,0.50775,0.21644,0.567573,0.25,0.166875,0.146457,8,3,2,False,0.75,3.0,1.0,0.333333,3.0,13,13,1.0,0.083134,,,,,,,48299.0,21.0,115.0
Encode-Decode_Experiment-4-1,2387122,decoding,,,,,,,,,0,0,0,True,1.0,1.0,,,1.0,21,17,0.8095,0.135519,,,,,,,58112.0,22.0,148.0
Encode-Decode_Experiment-4-1,2362704,decoding,0.496141,0.25,0.1525,0.196517,,0.0,0.0,0.0,4,1,0,False,0.75,3.0,0.333333,0.75,4.0,11,11,1.0,0.127878,,,,,,,27621.0,23.0,61.0
Encode-Decode_Experiment-4-1,150472,decoding,-0.020307,0.333333,0.338,0.229808,0.844775,0.166667,0.070167,0.114232,6,2,1,False,0.333333,2.0,0.2,0.816667,5.0,17,17,1.0,0.148441,,,,,,,51631.0,24.0,142.0
Encode-Decode_Experiment-4-1,2356991,decoding,,0.0,0.0,0.0,,0.0,0.0,0.0,4,0,0,False,0.5,1.0,,,1.0,24,24,1.0,0.061716,,,,,,,70295.0,25.0,164.0
Encode-Decode_Experiment-4-1,2397102,decoding,-0.365647,0.4,0.4964,0.263642,-0.891449,0.0,0.1696,0.190252,5,2,0,False,0.25,1.0,-1.0,1.0,2.0,19,18,0.9474,0.065275,,,,,,,61884.0,26.0,193.0
Encode-Decode_Experiment-4-1,2345035,decoding,,1.0,1.0,0.0,,1.0,1.0,0.0,1,1,1,True,0.5,1.0,-1.0,1.0,2.0,16,16,1.0,0.122809,,,,,,,50913.0,27.0,147.0
Encode-Decode_Experiment-4-1,2347025,decoding,,1.0,1.0,0.0,-1.454914,0.375,0.655,0.192451,8,8,3,False,0.333333,1.0,-1.0,0.333333,3.0,19,17,0.8947,0.1061,,,,,,,51590.0,28.0,148.0
Encode-Decode_Experiment-4-1,2349475,decoding,,0.0,0.0,0.0,,0.0,0.0,0.0,5,0,0,False,0.333333,1.0,-1.0,0.333333,3.0,20,20,1.0,0.027336,,,,,,,76752.0,29.0,289.0
Encode-Decode_Experiment-4-1,2386442,decoding,,,,,,,,,0,0,0,True,1.0,1.0,,,1.0,19,19,1.0,0.055388,,,,,,,40908.0,30.0,161.0
