SubjectID,StimID,Phase,svg_z_all,svg_obs_all,svg_null_mean_all,svg_null_std_all,svg_z_inter,svg_obs_inter,svg_null_mean_inter,svg_null_std_inter,n_transitions,n_relational_all,n_relational_inter,low_n,lcs_enc_dec,lcs_len_enc_dec,tau_enc_dec,tau_p_enc_dec,n_shared_enc_dec,n_fixations,n_aoi,aoi_prop,mean_salience,enc_q1_accuracy,enc_q1_rt_ms,enc_q1_trial_index,enc_q2_accuracy,enc_q2_rt_ms,enc_q2_trial_index,dec_rt_ms,dec_trial_index,writing_length
Encode-Decode_Experiment-8-1,2356991,decoding,0.832764,0.5,0.296,0.244967,,0.0,0.0,0.0,4,2,0,False,0.6,3.0,0.0,1.0,4.0,5,5,1.0,0.050667,,,,,,,40546.0,6.0,132.0
Encode-Decode_Experiment-8-1,2374670,decoding,0.345381,0.4,0.3178,0.237998,0.295135,0.4,0.3292,0.23989,5,2,2,False,1.0,3.0,1.0,0.333333,3.0,8,8,1.0,0.162787,,,,,,,19094.0,7.0,54.0
Encode-Decode_Experiment-8-1,2347400,decoding,1.437579,0.444444,0.216667,0.158445,1.022601,0.333333,0.181667,0.148315,9,4,3,False,0.375,3.0,-0.066667,1.0,6.0,15,15,1.0,0.081354,,,,,,,18373.0,8.0,41.0
Encode-Decode_Experiment-8-1,2345035,decoding,,0.0,0.0,0.0,,0.0,0.0,0.0,2,0,0,False,0.666667,2.0,0.333333,1.0,3.0,5,3,0.6,0.095865,,,,,,,35215.0,9.0,102.0
Encode-Decode_Experiment-8-1,2387122,decoding,-0.471989,0.5,0.671,0.362297,,0.0,0.0,0.0,2,1,0,False,0.333333,1.0,-1.0,0.333333,3.0,7,3,0.4286,0.104128,,,,,,,18877.0,10.0,73.0
Encode-Decode_Experiment-8-1,2369373,decoding,1.310598,0.75,0.39175,0.273349,,0.0,0.0,0.0,4,3,0,False,0.6,3.0,0.333333,0.75,4.0,11,11,1.0,0.228784,,,,,,,8036.0,11.0,0.0
Encode-Decode_Experiment-8-1,2344622,decoding,-1.006592,0.0,0.203,0.201671,-0.646995,0.0,0.0982,0.151779,5,0,0,False,0.4,2.0,0.0,1.0,4.0,9,8,0.8889,0.114116,,,,,,,14117.0,12.0,51.0
Encode-Decode_Experiment-8-1,2383555,decoding,,1.0,1.0,0.0,,0.0,0.0,0.0,1,1,0,True,0.5,1.0,,,1.0,3,3,1.0,0.102885,,,,,,,24153.0,13.0,62.0
Encode-Decode_Experiment-8-1,2410309,decoding,0.271854,0.75,0.6765,0.270366,-0.29776,0.25,0.3275,0.260276,4,3,1,False,1.0,3.0,1.0,0.333333,3.0,8,8,1.0,0.133387,,,,,,,30156.0,14.0,58.0
Encode-Decode_Experiment-8-1,2370664,decoding,,,,,,,,,0,0,0,True,1.0,1.0,,,1.0,7,7,1.0,0.170321,,,,,,,21616.0,15.0,50.0
Encode-Decode_Experiment-8-1,2397102,decoding,,0.0,0.0,0.0,,0.0,0.0,0.0,3,0,0,False,0.666667,2.0,1.0,1.0,2.0,9,9,1.0,0.048791,,,,,,,23536.0,16.0,76.0
Encode-Decode_Experiment-8-1,2367132,decoding,-0.667473,0.0,0.099,0.148321,,0.0,0.0,0.0,5,0,0,False,0.4,2.0,-0.333333,1.0,3.0,17,16,0.9412,0.044989,,,,,,,22516.0,17.0,65.0
Encode-Decode_Experiment-8-1,2385550,decoding,0.54853,0.166667,0.095333,0.130044,,0.0,0.0,0.0,6,1,0,False,0.6,3.0,1.0,0.333333,3.0,13,8,0.6154,0.257258,,,,,,,17130.0,18.0,56.0
Encode-Decode_Experiment-8-1,2412687,decoding,0.051169,0.5,0.48525,0.288262,0.243306,0.25,0.195,0.226053,4,2,1,False,0.4,2.0,0.333333,1.0,3.0,17,17,1.0,0.051626,,,,,,,21862.0,19.0,84.0
Encode-Decode_Experiment-8-1,2409918,decoding,-1.422082,0.0,0.3334,0.234445,,0.0,0.0,0.0,5,0,0,False,0.75,3.0,0.333333,0.75,4.0,14,14,1.0,0.051935,,,,,,,40278.0,20.0,51.0
Encode-Decode_Experiment-8-1,2408717,decoding,,1.0,1.0,0.0,,0.0,0.0,0.0,4,4,0,False,0.333333,1.0,,,1.0,15,15,1.0,0.080718,,,,,,,25132.0,21.0,85.0
Encode-Decode_Experiment-8-1,2348899,decoding,-0.342669,0.142857,0.206286,0.185101,-0.796273,0.0,0.102857,0.129173,7,1,0,False,0.4,2.0,1.0,1.0,2.0,15,14,0.9333,0.079226,,,,,,,34329.0,22.0,126.0
Encode-Decode_Experiment-8-1,2386442,decoding,-0.800303,0.0,0.135,0.168686,-0.75826,0.0,0.1316,0.173555,5,0,0,False,0.333333,2.0,0.0,1.0,4.0,10,10,1.0,0.04922,,,,,,,30541.0,23.0,92.0
Encode-Decode_Experiment-8-1,2371471,decoding,1.193143,1.0,0.6745,0.272809,0.638368,0.5,0.3335,0.260821,4,4,2,False,0.666667,2.0,1.0,1.0,2.0,13,10,0.7692,0.158863,,,,,,,30137.0,24.0,112.0
Encode-Decode_Experiment-8-1,2360001,decoding,0.677443,0.222222,0.135222,0.128424,1.50134,0.222222,0.074667,0.098283,9,2,2,False,0.375,3.0,-0.066667,1.0,6.0,14,12,0.8571,0.211829,,,,,,,21461.0,25.0,78.0
Encode-Decode_Experiment-8-1,2394020,decoding,,1.0,1.0,0.0,,1.0,1.0,0.0,1,1,1,True,0.5,1.0,-1.0,1.0,2.0,3,2,0.6667,0.216554,,,,,,,22893.0,26.0,92.0
Encode-Decode_Experiment-8-1,2356125,decoding,,0.0,0.0,0.0,,0.0,0.0,0.0,3,0,0,False,0.666667,2.0,1.0,1.0,2.0,13,9,0.6923,0.067349,,,,,,,33265.0,27.0,95.0
Encode-Decode_Experiment-8-1,150472,decoding,0.913255,0.25,0.10025,0.163974,0.883508,0.25,0.10075,0.168929,4,1,1,False,0.2,1.0,,,1.0,9,9,1.0,0.114286,,,,,,,21360.0,28.0,85.0
Encode-Decode_Experiment-8-1,2385851,decoding,,,,,,,,,0,0,0,True,1.0,1.0,,,1.0,12,1,0.0833,0.007572,,,,,,,13547.0,29.0,40.0
Encode-Decode_Experiment-8-1,2349475,decoding,1.420862,0.285714,0.099857,0.130806,1.147337,0.142857,0.046714,0.083797,7,2,1,False,0.428571,3.0,1.0,0.333333,3.0,10,9,0.9,0.138148,,,,,,,17695.0,30.0,48.0
